product_id,warehouse,stock,category,priority
5132,7,557,medicine,3
5133,14,303,tech,3
5134,17,768,food,3
5135,51,320,tech,1
5136,40,775,food,3
5137,26,203,tech,1
5138,39,498,tech,2
5139,30,649,tech,1
5140,36,742,medicine,3
5141,12,132,food,2
5142,40,229,tech,3
5143,57,554,food,1
5144,23,348,tech,2
5145,27,443,food,2
5146,27,238,medicine,2
5147,29,452,food,1
5148,12,549,medicine,2
5149,14,894,food,2
5150,33,863,tech,1
5151,39,55,tech,1
5152,16,660,tech,1
5153,23,878,tech,2
5154,45,303,food,3
5155,57,11,medicine,2
5156,47,439,food,1
5157,2,122,tech,1
5158,36,459,food,2
5159,50,596,food,1
5160,52,660,food,2
5161,55,114,food,2
5162,56,8,tech,2
5163,19,284,medicine,2
5164,26,1,tech,2
5165,1,30,food,3
5166,33,595,medicine,3
5167,5,137,food,2
5168,26,421,food,3
5169,53,133,tech,3
5170,12,826,tech,3
5171,26,427,tech,2
5172,13,547,tech,1
5173,32,208,tech,1
5174,31,832,food,1
5175,10,531,tech,3
5176,41,270,medicine,3
5177,33,836,tech,2
5178,27,80,tech,3
5179,23,253,food,1
5180,30,790,tech,3
5181,11,173,medicine,3
5182,4,217,medicine,1
5183,5,351,tech,2
5184,56,354,medicine,1
5185,1,257,food,3
5186,39,714,medicine,2
5187,9,661,food,3
5188,21,651,food,3
5189,38,602,food,3
5190,17,464,medicine,3
5191,45,422,food,1
5192,56,527,tech,2
5193,27,836,medicine,2
5194,56,635,food,3
5195,41,533,food,2
5196,7,226,medicine,3
5197,32,69,tech,3
5198,24,872,food,3
5199,59,354,tech,3
5200,40,841,food,1
5201,34,637,tech,1
5202,1,421,food,1
5203,7,861,food,1
5204,59,21,medicine,1
5205,50,491,tech,3
5206,37,119,food,2
5207,15,548,food,1
5208,35,273,tech,3
5209,45,181,food,2
5210,28,481,medicine,3
5211,24,275,food,2
5212,47,276,tech,3
5213,33,258,medicine,1
5214,29,491,medicine,3
5215,1,442,food,1
5216,40,864,food,3
5217,53,877,tech,3
5218,51,602,medicine,2
5219,23,898,medicine,1
5220,9,312,food,3
5221,7,766,tech,3
5222,25,238,tech,3
5223,3,868,food,1
5224,2,183,food,2
5225,15,890,medicine,2
5226,9,854,medicine,3
5227,8,269,tech,1
5228,8,340,medicine,1
5229,45,487,tech,1
5230,47,177,medicine,3
5231,18,488,tech,3
5232,34,62,medicine,3
5233,23,63,medicine,1
5234,1,732,food,3
5235,1,451,food,2
5236,58,451,food,1
5237,51,597,medicine,1
5238,11,392,medicine,3
5239,27,867,medicine,2
5240,49,304,medicine,1
5241,49,77,tech,2
5242,13,362,medicine,1
5243,31,516,medicine,1
5244,32,415,tech,1
5245,25,560,tech,1
5246,10,784,medicine,3
5247,25,788,tech,2
5248,32,543,food,1
5249,13,785,tech,2
5250,16,618,tech,3
5251,16,726,food,2
5252,59,47,medicine,3
5253,58,856,food,2
5254,8,624,food,2
5255,6,684,food,2
5256,56,272,tech,3
5257,28,852,medicine,2
5258,8,627,tech,2
5259,37,596,tech,2
5260,4,202,tech,1
5261,48,894,food,2
5262,40,752,medicine,3
5263,17,501,tech,3
5264,29,833,medicine,2
5265,56,633,food,3
5266,43,106,medicine,1
5267,51,329,food,2
5268,29,199,food,2
5269,44,770,medicine,3
5270,44,534,tech,1
5271,28,233,medicine,1
5272,15,757,medicine,1
5273,43,513,tech,3
5274,13,529,food,1
5275,9,317,tech,1
5276,48,614,food,2
5277,43,36,food,2
5278,48,82,food,3
5279,11,183,tech,1
5280,57,11,medicine,3
5281,50,681,tech,1
5282,6,869,medicine,1
5283,53,202,medicine,3
5284,19,61,tech,1
5285,3,123,medicine,1
5286,18,326,tech,2
5287,2,312,food,3
5288,21,749,food,2
5289,26,422,medicine,3
5290,20,432,tech,1
5291,59,84,medicine,1
5292,39,239,medicine,1
5293,5,203,food,1
5294,40,159,medicine,2
5295,9,708,medicine,3
5296,43,565,tech,1
5297,46,858,food,3
5298,35,6,medicine,2
5299,45,571,food,3
5300,23,134,tech,3
5301,44,41,medicine,2
5302,12,500,food,2
5303,16,381,medicine,2
5304,10,810,food,3
5305,13,232,food,3
5306,19,493,tech,1
5307,58,13,medicine,2
5308,41,592,tech,3
5309,55,795,tech,3
5310,50,506,tech,3
5311,55,328,tech,1
5312,46,379,medicine,3
5313,55,532,medicine,2
5314,28,317,food,1
5315,4,150,food,3
5316,27,525,tech,1
5317,41,389,medicine,1
5318,54,123,medicine,3
5319,37,102,tech,1
5320,7,295,food,1
5321,52,454,food,2
5322,6,39,medicine,2
5323,49,224,food,1
5324,24,448,food,2
5325,9,280,food,2
5326,37,60,medicine,3
5327,5,267,food,3
5328,34,627,medicine,3
5329,50,522,medicine,3
5330,15,425,tech,2
5331,21,376,food,3
5332,13,513,tech,3
5333,3,845,food,2
5334,28,680,tech,3
5335,6,890,medicine,3
5336,6,610,tech,2
5337,48,520,tech,3
5338,58,227,food,1
5339,38,615,medicine,3
5340,58,213,tech,1
5341,3,49,tech,3
5342,31,474,medicine,1
5343,43,343,medicine,3
5344,12,602,food,1
5345,33,154,medicine,1
5346,58,365,food,1
5347,5,3,medicine,2
5348,31,168,medicine,1
5349,45,127,tech,3
5350,42,355,food,2
5351,23,92,food,1
5352,40,721,tech,3
5353,56,610,medicine,1
5354,1,64,medicine,3
5355,4,283,medicine,3
5356,48,130,food,1
5357,41,19,medicine,1
5358,53,359,food,1
5359,28,314,food,1
5360,36,332,food,1
5361,23,511,medicine,2
5362,19,105,tech,1
5363,57,339,tech,3
5364,45,164,food,1
5365,39,580,tech,3
5366,53,590,food,1
5367,54,886,medicine,2
5368,23,188,tech,1
5369,38,387,tech,3
5370,40,715,tech,1
5371,4,53,medicine,3
5372,41,846,food,2
5373,22,38,food,3
5374,24,760,medicine,1
5375,25,552,food,1
5376,31,388,tech,3
5377,39,292,medicine,2
5378,14,899,medicine,2
5379,13,193,medicine,3
5380,23,13,tech,1
5381,27,346,medicine,1
5382,5,293,tech,2
5383,12,551,medicine,1
5384,40,3,food,1
5385,46,554,medicine,2
5386,46,563,tech,3
5387,59,591,food,2
5388,39,383,medicine,3
5389,1,662,tech,2
5390,36,721,food,1
5391,24,335,food,3
5392,35,636,tech,1
5393,11,234,tech,1
5394,59,306,food,2
5395,37,614,medicine,2
5396,38,79,medicine,1
5397,31,555,tech,2
5398,37,754,medicine,1
5399,26,384,medicine,3
5400,6,273,medicine,2
5401,33,248,medicine,3
5402,30,255,food,1
5403,54,370,food,3
5404,8,463,food,2
5405,50,437,food,2
5406,26,701,tech,1
5407,35,491,food,2
5408,33,829,tech,2
5409,53,536,food,3
5410,18,205,tech,3
5411,5,340,food,1
5412,4,569,medicine,2
5413,26,723,food,3
5414,59,538,tech,1
5415,41,548,tech,3
5416,38,309,tech,2
5417,16,667,food,3
5418,18,544,medicine,3
5419,56,39,medicine,1
5420,25,412,food,3
5421,57,205,food,2
5422,31,865,food,1
5423,59,531,food,3
5424,19,201,medicine,1
5425,51,71,food,3
5426,58,468,medicine,3
5427,54,174,food,2
5428,1,394,tech,3
5429,1,676,tech,1
5430,58,869,tech,3
5431,42,251,medicine,1
5432,1,653,food,1
5433,12,785,food,2
5434,53,852,tech,2
5435,32,892,medicine,2
5436,45,255,medicine,3
5437,37,756,tech,2
5438,34,349,medicine,1
5439,49,768,food,2
5440,52,173,tech,1
5441,56,284,medicine,3
5442,31,537,medicine,1
5443,4,625,food,2
5444,48,402,medicine,3
5445,46,190,tech,1
5446,31,95,medicine,2
5447,12,380,tech,3
5448,12,328,tech,1
5449,17,354,medicine,1
5450,7,813,medicine,1
5451,10,188,food,3
5452,59,527,medicine,2
5453,33,697,medicine,2
5454,10,535,food,3
5455,34,591,medicine,2
5456,35,351,tech,2
5457,15,658,tech,2
5458,39,215,tech,2
5459,33,371,medicine,3
5460,28,803,tech,2
5461,14,367,tech,1
5462,28,882,tech,2
5463,29,245,medicine,1
5464,21,728,tech,2
5465,35,277,tech,1
5466,16,665,food,1
5467,38,809,medicine,1
5468,54,103,tech,2
5469,55,515,medicine,1
5470,58,572,medicine,2
5471,45,316,medicine,1
5472,28,463,food,1
5473,44,464,tech,2
5474,23,41,food,3
5475,24,899,medicine,1
5476,39,58,tech,1
5477,35,825,medicine,2
5478,49,665,medicine,2
5479,23,114,medicine,3
5480,14,732,food,3
5481,48,60,tech,2
5482,58,621,medicine,1
5483,42,200,food,3
5484,33,578,medicine,1
5485,50,331,medicine,1
5486,38,872,medicine,3
5487,3,765,tech,1
5488,7,347,tech,2
5489,34,634,tech,2
5490,25,204,medicine,2
5491,19,690,tech,3
5492,21,551,food,1
5493,46,693,food,3
5494,31,877,food,3
5495,7,527,medicine,1
5496,11,717,tech,2
5497,22,450,tech,2
5498,55,460,food,2
5499,52,241,medicine,1
5500,18,498,food,2
5501,27,886,food,3
5502,3,19,tech,1
5503,51,878,food,3
5504,23,722,medicine,2
5505,30,415,medicine,2
5506,51,756,medicine,1
5507,24,549,tech,2
5508,11,66,medicine,1
5509,36,181,food,2
5510,1,529,food,2
5511,17,696,food,2
5512,28,89,medicine,3
5513,15,424,food,3
5514,56,341,tech,1
5515,8,103,medicine,2
5516,41,757,medicine,1
5517,9,240,food,2
5518,12,78,tech,1
5519,31,566,tech,3
5520,17,377,medicine,1
5521,16,769,medicine,2
5522,29,135,medicine,3
5523,29,551,tech,2
5524,39,93,food,1
5525,38,656,medicine,3
5526,7,543,tech,2
5527,40,579,food,3
5528,14,572,medicine,2
5529,53,805,tech,1
5530,49,216,tech,2
5531,6,821,food,2
5532,38,795,food,2
5533,18,765,tech,1
5534,2,233,medicine,2
5535,51,802,tech,1
5536,36,810,medicine,3
5537,5,114,medicine,2
5538,8,301,tech,3
5539,40,223,food,2
5540,31,69,tech,2
5541,24,657,medicine,1
5542,2,545,food,2
5543,51,541,tech,2
5544,47,701,medicine,2
5545,9,199,tech,1
5546,1,375,tech,1
5547,2,692,tech,2
5548,50,415,medicine,3
5549,10,643,medicine,1
5550,59,157,medicine,1
5551,31,753,food,3
5552,45,784,medicine,1
5553,52,761,medicine,2
5554,50,764,food,3
5555,45,94,medicine,2
5556,33,816,food,1
5557,13,177,medicine,1
5558,47,195,medicine,1
5559,7,724,medicine,2
5560,18,189,food,1
5561,15,840,tech,3
5562,56,655,medicine,2
5563,29,854,medicine,1
5564,7,696,tech,1
5565,40,664,food,3
5566,39,1,tech,2
5567,22,535,medicine,1
5568,28,76,tech,1
5569,19,820,medicine,1
5570,46,512,food,3
5571,42,3,tech,3
5572,22,281,tech,2
5573,59,508,tech,2
5574,17,177,tech,3
5575,58,186,medicine,3
5576,1,817,food,2
5577,18,122,tech,3
5578,17,790,tech,2
5579,15,710,medicine,3
5580,53,628,food,1
5581,43,621,food,1
5582,43,639,tech,1
5583,58,325,tech,2
5584,37,335,food,2
5585,8,567,medicine,1
5586,48,363,medicine,1
5587,58,381,medicine,2
5588,7,857,medicine,3
5589,3,821,food,1
5590,57,237,medicine,2
5591,23,609,tech,2
5592,33,733,medicine,3
5593,30,312,food,3
5594,30,698,tech,1
5595,51,687,medicine,2
5596,34,478,medicine,1
5597,48,861,tech,1
5598,12,753,medicine,3
5599,41,717,medicine,2
5600,30,418,tech,1
5601,18,708,tech,1
5602,28,283,food,3
5603,47,61,food,3
5604,18,205,tech,3
5605,20,757,food,3
5606,7,518,tech,3
5607,32,196,food,2
5608,31,204,tech,1
5609,22,785,food,1
5610,38,449,tech,2
5611,4,752,medicine,3
5612,59,785,medicine,2
5613,56,679,tech,1
5614,22,440,food,1
5615,3,496,tech,1
5616,59,308,medicine,3
5617,35,600,tech,1
5618,26,560,tech,2
5619,17,59,tech,2
5620,21,369,food,1
5621,11,206,tech,1
5622,3,71,medicine,1
5623,1,252,tech,1
5624,51,182,food,1
5625,34,63,tech,1
5626,10,874,medicine,3
5627,3,435,tech,1
5628,11,527,medicine,3
5629,41,512,medicine,2
5630,29,103,food,1
5631,19,642,food,3
5632,5,383,food,2
5633,30,549,medicine,1
5634,12,90,medicine,3
5635,15,692,tech,3
5636,23,386,food,1
5637,1,793,tech,3
5638,13,179,food,2
5639,42,654,tech,3
5640,56,647,tech,1
5641,56,323,tech,3
5642,9,385,tech,2
5643,19,59,food,2
5644,10,147,food,2
5645,28,290,food,2
5646,5,144,tech,3
5647,20,160,medicine,1
5648,17,215,medicine,3
5649,42,140,tech,2
5650,32,272,tech,1
5651,23,650,medicine,1
5652,36,588,medicine,1
5653,53,597,food,3
5654,46,234,food,2
5655,11,246,food,2
5656,55,387,tech,3
5657,18,105,food,2
5658,32,551,food,2
5659,44,235,food,3
5660,5,620,food,2
5661,1,720,food,2
5662,27,24,medicine,1
5663,16,718,medicine,1
5664,22,590,food,3
5665,1,567,food,3
5666,32,79,food,3
5667,5,309,food,3
5668,49,299,medicine,3
5669,59,159,food,2
5670,11,574,food,2
5671,21,463,medicine,2
5672,50,635,medicine,3
5673,40,322,tech,3
5674,33,576,food,3
5675,4,291,food,2
5676,59,528,food,3
5677,53,538,tech,3
5678,15,202,food,3
5679,35,101,food,1
5680,48,353,medicine,3
5681,31,238,tech,3
5682,47,806,food,3
5683,56,128,tech,2
5684,17,826,medicine,3
5685,20,760,medicine,1
5686,25,434,tech,3
5687,22,632,food,1
5688,41,549,food,2
5689,11,622,tech,1
5690,48,194,medicine,1
5691,52,841,medicine,1
5692,57,379,medicine,3
5693,32,878,medicine,3
5694,21,509,food,1
5695,41,825,medicine,3
5696,48,122,food,3
5697,32,164,tech,1
5698,37,361,medicine,2
5699,31,32,tech,3
5700,16,501,tech,1
5701,19,324,medicine,2
5702,42,538,medicine,3
5703,56,693,food,2
5704,31,312,medicine,3
5705,51,298,tech,1
5706,54,428,food,1
5707,52,1,medicine,2
5708,9,690,food,2
5709,48,803,tech,3
5710,26,685,medicine,2
5711,24,134,tech,1
5712,39,146,tech,3
5713,47,779,tech,3
5714,59,537,tech,1
5715,12,454,medicine,1
5716,46,693,tech,2
5717,18,500,food,3
5718,39,850,medicine,1
5719,46,484,medicine,2
5720,4,470,food,1
5721,35,583,food,2
5722,18,844,medicine,3
5723,10,652,food,1
5724,2,209,medicine,3
5725,1,543,medicine,2
5726,47,263,food,1
5727,49,425,tech,1
5728,12,269,food,2
5729,58,84,food,2
5730,8,654,medicine,1
5731,43,155,medicine,2
5732,41,762,food,2
5733,31,219,tech,2
5734,46,146,food,1
5735,31,176,food,1
5736,9,575,food,3
5737,14,756,food,2
5738,30,752,food,1
5739,30,74,medicine,2
5740,15,335,medicine,1
5741,43,279,medicine,3
5742,38,460,medicine,3
5743,23,86,tech,1
5744,45,625,medicine,2
5745,40,338,medicine,1
5746,54,829,tech,1
5747,36,515,medicine,2
5748,18,835,medicine,2
5749,53,816,food,1
5750,16,793,medicine,3
5751,24,583,medicine,1
5752,24,139,tech,1
5753,48,578,tech,1
5754,40,351,food,3
5755,13,735,medicine,1
5756,1,513,tech,1
5757,31,521,tech,3
5758,58,613,medicine,2
5759,21,124,food,1
5760,16,344,food,3
5761,52,569,tech,3
5762,28,469,food,3
5763,5,679,tech,2
5764,23,679,medicine,3
5765,13,365,medicine,3
5766,26,468,food,3
5767,33,339,medicine,1
5768,44,899,medicine,1
5769,56,553,food,3
5770,10,500,medicine,3
5771,56,98,food,3
5772,34,717,medicine,2
5773,34,739,medicine,1
5774,32,683,tech,1
5775,28,772,medicine,3
5776,13,682,food,1
5777,5,242,tech,2
5778,1,310,food,2
5779,29,255,medicine,1
5780,51,637,medicine,2
5781,56,597,medicine,3
5782,17,49,medicine,1
5783,2,227,medicine,2
5784,41,503,food,2
5785,22,226,food,3
5786,21,453,medicine,1
5787,41,722,food,2
5788,13,41,tech,2
5789,16,802,medicine,3
5790,5,368,food,1
5791,6,891,medicine,2
5792,26,521,tech,2
5793,9,383,food,1
5794,38,281,medicine,3
5795,16,469,medicine,2
5796,5,735,food,3
5797,13,600,medicine,1
5798,33,722,tech,2
5799,28,679,food,3
5800,26,712,medicine,2
5801,54,275,tech,3
5802,35,891,medicine,1
5803,44,582,food,2
5804,28,510,food,3
5805,52,749,medicine,2
5806,6,664,tech,1
5807,54,440,medicine,1
5808,26,364,food,2
5809,58,504,medicine,2
5810,28,176,tech,2
5811,58,709,medicine,1
5812,44,423,medicine,1
5813,3,543,food,1
5814,49,639,tech,1
5815,44,283,tech,2
5816,11,23,food,1
5817,28,490,tech,3
5818,50,476,food,3
5819,4,574,medicine,1
5820,57,212,medicine,1
5821,18,30,medicine,2
5822,41,773,medicine,3
5823,30,336,medicine,2
5824,18,194,tech,2
5825,49,175,food,3
5826,44,871,food,2
5827,13,35,food,2
5828,14,887,food,2
5829,28,142,medicine,3
5830,19,86,food,3
5831,54,880,medicine,2
5832,40,179,food,3
5833,39,837,medicine,3
5834,49,529,medicine,2
5835,10,476,food,3
5836,57,23,food,3
5837,34,293,food,3
5838,16,23,medicine,1
5839,28,849,tech,2
5840,42,606,food,1
5841,7,200,tech,2
5842,49,343,medicine,1
5843,30,622,medicine,1
5844,2,629,food,2
5845,26,150,tech,2
5846,19,165,medicine,2
5847,48,175,medicine,1
5848,12,303,medicine,1
5849,34,150,tech,1
5850,27,140,food,1
5851,43,587,food,3
5852,43,551,food,2
5853,9,603,tech,2
5854,21,174,medicine,3
5855,30,170,tech,1
5856,5,323,food,1
5857,5,454,medicine,2
5858,15,703,food,1
5859,27,189,food,3
5860,24,282,medicine,3
5861,23,825,food,3
5862,39,142,food,2
5863,20,498,food,1
5864,45,851,food,1
5865,44,541,food,3
5866,9,414,medicine,3
5867,3,30,tech,3
5868,57,728,medicine,3
5869,56,242,food,2
5870,27,316,tech,3
5871,40,178,tech,3
5872,53,621,food,3
5873,51,585,medicine,2
5874,55,25,tech,1
5875,18,260,medicine,3
5876,41,502,medicine,3
5877,25,242,medicine,2
5878,57,704,tech,2
5879,36,749,tech,2
5880,57,132,medicine,1
5881,26,403,medicine,3
5882,42,417,food,1
5883,37,223,food,1
5884,28,620,medicine,2
5885,48,76,food,2
5886,25,145,food,3
5887,37,363,tech,2
5888,45,424,tech,3
5889,43,815,tech,3
5890,44,111,food,1
5891,54,289,food,1
5892,46,315,medicine,3
5893,16,48,medicine,1
5894,52,225,medicine,3
5895,48,220,medicine,1
5896,27,697,medicine,3
5897,10,672,food,2
5898,17,424,medicine,3
5899,6,795,medicine,3
5900,39,586,medicine,2
5901,23,207,medicine,1
5902,21,169,food,2
5903,20,357,food,1
5904,53,695,medicine,3
5905,35,581,tech,3
5906,51,249,tech,3
5907,40,91,tech,2
5908,49,416,food,1
5909,14,70,tech,2
5910,24,200,food,2
5911,8,6,medicine,2
5912,47,818,medicine,1
5913,52,67,medicine,3
5914,17,645,medicine,3
5915,45,805,food,2
5916,36,228,food,1
5917,58,680,tech,3
5918,19,808,tech,2
5919,47,532,food,2
5920,31,580,food,3
5921,9,558,food,1
5922,19,56,food,2
5923,48,119,food,2
5924,33,513,food,3
5925,50,52,tech,3
5926,26,629,food,1
5927,54,733,tech,1
5928,6,556,food,2
5929,45,599,medicine,2
5930,19,436,medicine,3
5931,19,420,tech,1
5932,58,130,medicine,3
5933,55,563,food,2
5934,32,20,tech,2
5935,20,158,tech,2
5936,6,538,tech,3
5937,51,112,medicine,1
5938,52,630,medicine,2
5939,54,450,food,3
5940,26,708,tech,3
5941,30,63,food,2
5942,58,366,tech,3
5943,24,420,tech,1
5944,21,753,medicine,1
5945,3,816,medicine,1
5946,24,145,food,2
5947,2,150,tech,3
5948,38,47,medicine,1
5949,57,467,medicine,1
5950,12,742,medicine,2
5951,29,505,medicine,1
5952,31,582,medicine,1
5953,17,420,tech,2
5954,32,285,medicine,3
5955,58,532,tech,3
5956,10,164,food,1
5957,40,668,medicine,1
5958,49,494,tech,1
5959,30,113,tech,1
5960,23,445,medicine,3
5961,56,818,food,1
5962,39,372,tech,1
5963,29,552,tech,3
5964,40,696,tech,2
5965,29,474,medicine,3
5966,18,295,tech,2
5967,24,96,medicine,1
5968,17,634,medicine,1
5969,54,654,tech,1
5970,25,739,food,3
5971,12,784,tech,3
5972,3,34,medicine,3
5973,15,664,tech,2
5974,27,689,medicine,2
5975,55,502,food,3
5976,11,343,food,2
5977,42,728,tech,1
5978,26,500,tech,2
5979,15,833,food,2
5980,26,140,food,3
5981,46,109,tech,2
5982,10,851,tech,3
5983,35,501,food,3
5984,24,746,medicine,3
5985,59,599,tech,1
5986,15,207,food,1
5987,48,730,medicine,1
5988,59,11,food,3
5989,9,237,food,1
5990,15,813,food,2
5991,11,875,food,2
5992,22,13,food,2
5993,22,643,food,2
5994,37,718,food,3
5995,47,381,medicine,1
5996,14,899,tech,3
5997,9,341,tech,2
5998,43,558,medicine,2
5999,7,864,tech,1
6000,17,713,medicine,3
6001,19,145,tech,1
6002,12,18,medicine,2
6003,57,610,food,1
6004,31,420,food,3
6005,16,196,medicine,3
6006,22,762,tech,3
6007,1,746,tech,2
6008,56,300,tech,1
6009,1,263,tech,2
6010,11,757,tech,3
6011,56,878,tech,1
6012,50,658,food,2
6013,51,558,medicine,3
6014,40,726,medicine,3
6015,7,72,medicine,2
6016,43,564,medicine,3
6017,52,429,tech,1
6018,28,93,food,1
6019,1,753,medicine,1
6020,49,885,food,2
6021,57,751,food,1
6022,32,481,medicine,3
6023,9,666,food,3
6024,1,144,medicine,1
6025,10,325,medicine,3
6026,23,343,food,3
6027,8,497,medicine,3
6028,45,525,food,3
6029,48,299,food,1
6030,26,834,tech,3
6031,30,818,tech,2
6032,53,421,medicine,2
6033,20,514,medicine,1
6034,29,285,tech,2
6035,38,70,medicine,3
6036,54,730,medicine,2
6037,36,95,food,2
6038,22,398,food,2
6039,25,247,tech,1
6040,24,877,medicine,1
6041,24,79,food,1
6042,1,875,tech,1
6043,24,41,medicine,3
6044,3,76,food,3
6045,24,209,food,1
6046,47,799,food,2
6047,23,277,food,1
6048,29,383,medicine,3
6049,31,651,tech,3
6050,44,29,tech,1
6051,43,572,tech,3
6052,7,438,food,1
6053,42,467,tech,1
6054,39,386,tech,2
6055,21,39,tech,1
6056,48,880,medicine,1
6057,31,889,food,2
6058,29,690,tech,1
6059,27,653,medicine,3
6060,31,440,medicine,1
6061,47,123,medicine,2
6062,15,144,food,3
6063,37,179,tech,1
6064,7,408,tech,2
6065,51,213,food,3
6066,1,428,tech,3
6067,40,175,food,3
6068,48,393,tech,2
6069,53,692,medicine,3
6070,28,630,food,3
6071,38,675,food,2
6072,28,626,tech,2
6073,13,115,tech,2
6074,6,244,food,1
6075,31,813,medicine,1
6076,27,310,tech,3
6077,20,689,food,3
6078,53,879,food,3
6079,13,589,food,1
6080,1,198,tech,1
6081,37,56,food,2
6082,59,444,medicine,3
6083,38,410,medicine,1
6084,4,552,tech,2
6085,37,596,medicine,2
6086,1,673,medicine,2
6087,20,30,medicine,2
6088,1,500,medicine,2
6089,40,498,tech,1
6090,59,706,food,2
6091,3,120,medicine,1
6092,7,721,tech,1
6093,24,198,food,3
6094,30,393,tech,1
6095,3,521,tech,2
6096,14,798,food,2
6097,53,740,food,2
6098,45,345,medicine,1
6099,15,245,medicine,3
6100,26,47,tech,3
6101,9,460,food,1
6102,39,562,tech,1
6103,6,738,tech,3
6104,42,81,medicine,1
6105,34,336,tech,1
6106,55,361,tech,3
6107,19,682,food,2
6108,39,570,tech,3
6109,25,453,tech,1
6110,18,882,tech,2
6111,36,546,medicine,3
6112,28,129,food,3
6113,18,204,food,1
6114,30,265,tech,1
6115,11,432,food,3
6116,10,611,medicine,1
6117,59,658,medicine,1
6118,33,414,medicine,2
6119,1,164,food,1
6120,29,655,tech,2
6121,26,187,medicine,1
6122,3,407,tech,3
6123,32,5,tech,3
6124,41,788,food,2
6125,20,100,food,1
6126,9,865,medicine,2
6127,1,168,food,1
6128,13,41,tech,2
6129,3,875,food,2
6130,59,315,food,3
6131,26,181,tech,2
6132,35,739,medicine,1
6133,9,852,food,3
6134,53,488,food,3
6135,38,637,food,2
6136,34,130,medicine,2
6137,44,686,food,1
6138,38,276,tech,1
6139,23,598,food,2
6140,59,185,food,2
6141,21,818,food,2
6142,20,547,tech,1
6143,4,686,food,1
6144,42,403,medicine,1
6145,40,774,medicine,2
6146,35,776,medicine,1
6147,10,75,tech,1
6148,40,427,tech,3
6149,7,238,food,3
6150,32,333,food,2
6151,10,89,food,1
6152,54,705,tech,3
6153,14,315,medicine,1
6154,56,891,medicine,2
6155,50,547,tech,1
6156,51,450,medicine,2
6157,17,256,tech,3
6158,32,382,food,2
6159,25,686,food,3
6160,16,187,food,3
6161,31,679,tech,3
6162,11,574,medicine,3
6163,15,478,food,3
6164,41,145,medicine,3
6165,1,529,medicine,1
6166,59,290,food,2
6167,51,696,medicine,1
6168,22,522,tech,3
6169,7,722,tech,2
6170,5,373,medicine,2
6171,29,771,food,1
6172,34,591,medicine,2
6173,22,506,food,2
6174,19,775,food,3
6175,3,555,food,3
6176,58,877,medicine,3
6177,55,407,tech,1
6178,46,1,tech,2
6179,3,331,medicine,3
6180,11,535,food,2
6181,27,394,tech,1
6182,30,223,medicine,2
6183,7,271,tech,3
6184,16,797,tech,3
6185,7,423,food,2
6186,56,294,food,2
6187,49,17,tech,1
6188,25,348,tech,3
6189,55,99,tech,2
6190,17,124,food,2
6191,10,695,food,3
6192,48,774,medicine,3
6193,16,99,food,3
6194,19,680,food,2
6195,56,504,tech,2
6196,17,31,medicine,3
6197,49,57,food,1
6198,35,725,tech,1
6199,40,223,food,1
6200,2,742,tech,2
6201,22,86,tech,1
6202,27,60,food,3
6203,18,800,tech,2
6204,19,457,tech,1
6205,4,812,food,2
6206,23,49,tech,3
6207,6,17,food,1
6208,41,244,medicine,1
6209,23,667,food,3
6210,16,255,tech,2
6211,40,840,tech,1
6212,47,63,medicine,1
6213,59,873,tech,1
6214,10,320,food,2
6215,54,85,medicine,2
6216,34,353,tech,3
6217,14,544,food,2
6218,15,489,medicine,3
6219,31,165,tech,1
6220,30,697,food,1
6221,14,36,medicine,1
6222,14,319,medicine,2
6223,37,890,tech,3
6224,11,853,tech,2
6225,15,882,tech,1
6226,22,72,tech,1
6227,56,388,food,1
6228,10,759,medicine,3
6229,13,607,tech,2
6230,47,27,food,2
6231,3,202,medicine,1
6232,57,328,medicine,1
6233,18,226,tech,2
6234,51,276,food,2
6235,52,148,tech,2
6236,20,376,medicine,3
6237,4,173,tech,1
6238,8,95,tech,3
6239,49,387,food,2
6240,7,672,tech,3
6241,22,446,food,1
6242,58,657,tech,2
6243,41,245,tech,1
6244,36,432,tech,3
6245,49,789,medicine,2
6246,8,733,medicine,1
6247,48,349,medicine,3
6248,46,633,tech,2
6249,12,794,tech,1
6250,13,649,food,1
6251,4,739,medicine,1
6252,16,354,medicine,3
6253,50,823,medicine,3
6254,17,626,medicine,3
6255,26,665,food,3
6256,6,588,food,3
6257,42,857,tech,1
6258,11,397,tech,1
6259,58,528,food,1
6260,40,830,medicine,1
6261,14,466,food,1
6262,16,343,medicine,2
6263,49,602,medicine,1
6264,7,114,medicine,1
6265,15,594,food,2
6266,38,890,medicine,3
6267,31,175,tech,3
6268,22,666,medicine,3
6269,56,755,tech,1
6270,4,361,medicine,3
6271,2,149,medicine,2
6272,32,685,medicine,1
6273,36,671,food,2
6274,13,102,food,3
6275,44,610,tech,1
6276,45,646,tech,3
6277,15,280,tech,3
6278,53,732,food,2
6279,25,513,medicine,2
6280,43,274,food,1
6281,11,551,food,2
6282,58,104,food,2
6283,50,261,medicine,2
6284,26,37,tech,3
6285,48,682,tech,2
6286,46,875,tech,2
6287,57,784,medicine,1
6288,2,886,medicine,3
6289,14,338,medicine,3
6290,22,641,medicine,1
6291,51,150,tech,2
6292,10,837,medicine,3
6293,3,338,tech,2
6294,47,494,food,3
6295,57,686,tech,3
