u,v,dist,road_type,traffic_factor
23,53,10,highway,0.7010918700163261
21,8,177,highway,0.15499436412071455
80,45,104,street,0.7970632443211008
38,29,71,highway,0.5303081572351737
22,101,102,highway,0.3719477960862546
72,10,120,highway,0.8554500668634801
117,94,8,street,0.07457861683846667
105,10,163,street,0.793811809153217
107,36,163,street,0.6125272564914918
54,15,99,street,0.31427595689715937
48,37,171,highway,0.574261613889514
21,34,183,street,0.06362246343457179
29,76,107,street,0.8283789677714655
84,109,86,highway,0.2211375873588619
44,96,77,highway,0.7936217852484397
106,91,172,highway,0.4959173903789018
117,84,87,highway,0.10667575300068732
56,19,112,highway,0.005224312153247701
84,46,104,highway,0.008208382350079368
61,12,123,street,0.9805920031772271
75,110,85,street,0.659205481589932
51,60,16,highway,0.40061534944860966
116,19,98,street,0.9590469364023168
15,68,193,street,0.42301411114963205
111,31,66,street,0.6060450996292311
66,57,15,highway,0.5819052218336987
26,17,96,highway,0.6069818809907416
39,116,50,highway,0.6504660676643025
95,81,5,street,0.04409626518496468
61,91,134,street,0.40052425756410814
102,11,70,highway,0.21147578248514376
9,47,3,highway,0.15381600578956955
31,115,126,street,0.5777908090365074
105,36,193,street,0.8671362090924506
76,14,11,street,0.27107915788041925
75,100,169,street,0.3597719830339289
6,32,8,highway,0.280625975386264
105,96,130,highway,0.1533204109736922
20,11,193,street,0.6518318682916554
110,6,134,highway,0.7944735154977898
76,78,105,street,0.14760858483571482
115,86,55,street,0.3341470708216743
105,63,80,street,0.8203979262920635
33,17,104,street,0.31218989251422224
111,17,59,street,0.12684053161803266
48,84,173,street,0.18053727038764378
3,97,13,street,0.656939901092189
88,6,129,street,0.2415820075000179
8,29,26,street,0.8470720962498071
109,36,65,street,0.6767782059637758
57,46,65,highway,0.07576361276656507
42,30,59,street,0.5336378589556755
11,83,12,street,0.3846747279304704
8,39,172,street,0.7868494459073252
66,50,93,highway,0.22879092554526836
10,41,124,street,0.30278733508715705
37,36,28,highway,0.4941950700419987
85,79,49,street,0.3869824339053941
66,88,107,highway,0.31154843583142533
0,32,44,street,0.3343082009594862
75,97,160,highway,0.4237037632304088
98,80,34,highway,0.3761939820252368
120,34,88,highway,0.3040018335939818
78,59,104,highway,0.43103817353119167
120,88,96,highway,0.06923024941757316
27,63,145,street,0.24174780706775645
21,98,50,highway,0.9410893678790564
5,9,82,street,0.8372517695436216
17,38,147,street,0.5529714004271004
101,39,110,street,0.6981654285250521
33,43,147,highway,0.40610778679192994
25,36,189,highway,0.7931954582171782
117,13,92,street,0.7146915616718308
90,89,17,street,0.5092804583145346
45,104,77,street,0.8060890344516791
60,5,71,highway,0.09952276135227467
70,16,89,street,0.8205100794812129
11,61,20,highway,0.05213705955433545
111,37,145,highway,0.019399275220715162
91,9,97,street,0.05865834415922322
77,31,85,street,0.21478138053548657
102,65,165,street,0.3975537220046448
90,0,185,street,0.44924488974611065
41,56,59,highway,0.801220089828237
11,89,145,highway,0.11359096136116242
76,69,87,highway,0.3092233357199121
90,48,122,street,0.9769764160816823
57,33,64,highway,0.2714500876283631
59,118,78,street,0.8681205184238646
58,10,187,street,0.29739689907173095
11,9,3,highway,0.5367062183087956
81,55,173,street,0.4589185328446428
12,43,167,highway,0.7595224480119112
111,62,47,street,0.66510777424283
22,3,58,highway,0.6902995425616076
52,39,127,street,0.003153308715012959
104,107,190,highway,0.3558699378806601
106,71,27,highway,0.8444683341108441
93,32,195,street,0.7154428294146101
105,58,192,street,0.4038383838062679
62,24,128,highway,0.9040686541653591
97,26,88,highway,0.16298615769671243
118,35,199,highway,0.6094998853569574
21,58,140,street,0.741485660438136
101,11,148,highway,0.6394506562312229
84,44,9,highway,0.307526153650307
61,33,67,highway,0.28210456688062424
99,102,14,street,0.07675691932843354
33,108,8,street,0.18290518321372295
69,109,141,street,0.2016903661634405
111,36,77,highway,0.0241793383886012
5,103,84,highway,0.019762396044403108
15,89,148,street,0.4910681402514593
17,3,171,highway,0.03154862313074169
107,118,59,street,0.9790426411433037
41,16,145,street,0.4800093846043638
33,24,199,street,0.5492024807343873
6,47,196,highway,0.2419950038817199
16,39,119,highway,0.7414783953811758
16,49,111,street,0.5899211654640705
49,12,131,highway,0.01736101781156818
99,43,126,street,0.807109853628525
48,44,136,highway,0.9325572950196315
56,81,42,highway,0.43756227816261384
12,63,71,highway,0.8486061545415833
119,5,133,street,0.17285597874676195
117,116,29,highway,0.2963363677583333
16,69,55,street,0.5048547083186372
82,103,88,highway,0.5009381801549208
21,20,80,highway,0.9345528566293206
80,56,85,highway,0.6814577149658295
42,111,52,street,0.47637002742847045
46,70,56,highway,0.5028967017196023
5,115,49,street,0.5043838909118145
21,98,2,highway,0.5650645111709768
37,52,157,street,0.6554753336618111
96,74,17,highway,0.9177084773593004
27,54,182,street,0.45942695862266647
47,10,133,highway,0.18701495604221974
5,100,95,street,0.945540567113896
70,0,157,highway,0.899465087462779
63,8,186,street,0.4880770114341567
82,79,35,street,0.0033656312728290727
102,69,27,street,0.15601243859107627
42,81,21,highway,0.1451501016384924
62,58,118,street,0.20860451204388153
42,98,5,street,0.4418413220534104
34,119,103,street,0.024414733870920746
70,6,112,highway,0.029579254966655144
102,89,143,highway,0.2403291274046948
22,103,152,highway,0.36742358459300706
116,10,8,street,0.2814193215088524
99,17,170,street,0.2693659522911739
32,52,23,street,0.7641632254461113
110,104,200,highway,0.8566236390058622
9,106,162,street,0.5229977196331819
11,74,21,highway,0.9392836124049316
14,37,161,street,0.9745161454979467
57,15,184,highway,0.2560574083580853
92,101,55,highway,0.27989155253436315
95,81,133,street,0.26691635862052776
65,96,130,highway,0.09734632287767297
110,87,98,highway,0.8571804198516784
60,43,83,highway,0.8024837018431186
47,53,156,highway,0.2470883424764021
58,40,85,street,0.8494115956422754
51,86,88,highway,0.05199018458038418
23,3,69,highway,0.4729475678163124
74,75,196,street,0.6040686558994962
38,26,126,street,0.6117254671779416
80,88,45,street,0.20007993215912323
118,39,53,highway,0.8244825956021469
62,78,193,highway,0.6304915826746517
27,46,122,street,0.7741683920852639
90,27,132,highway,0.6213181005865633
22,28,112,street,0.39081289264643193
108,76,125,street,0.5136254480803255
9,53,21,highway,0.6678438309399445
13,34,186,highway,0.05135181687879886
91,52,181,street,0.18228559865032457
60,119,199,street,0.3393992828015483
36,75,36,street,0.8232440575441241
113,43,46,street,0.396695875988645
85,0,134,highway,0.9572724606767478
35,34,24,highway,0.22221990120441304
97,7,33,highway,0.7311736318992275
70,113,8,street,0.040139314371843704
60,16,44,highway,0.9631800813233495
55,51,133,street,0.13073245205418227
12,45,36,highway,0.10783741505554068
40,110,186,street,0.3238460960310956
25,105,52,street,0.9731330811024403
103,16,92,highway,0.024613206891521022
76,73,56,street,0.6321986545490214
56,88,192,street,0.3508644293617863
55,120,11,highway,0.6415630798455273
109,98,34,street,0.5131545528236644
15,79,38,highway,0.5823119351772063
107,1,161,highway,0.7158070539633967
69,17,109,highway,0.3896208473982017
17,38,160,highway,0.5907620518741102
51,89,72,street,0.04708094339559099
31,82,4,highway,0.3684765925974316
63,68,135,highway,0.3381328816998951
18,19,31,street,0.8791172253556855
115,109,144,highway,0.6677606240237534
118,41,168,highway,0.9219004360925661
95,101,154,street,0.4028510364897866
13,21,157,highway,0.16113690039609418
120,9,185,street,0.4970196901274172
38,114,82,street,0.3765971749318313
101,47,136,highway,0.054570781522835676
24,49,67,street,0.9340481910900265
73,3,120,street,0.8666670204307338
93,17,17,highway,0.22276854653067546
106,120,162,street,0.16677372759771147
40,81,194,highway,0.15924201820295303
17,65,138,highway,0.49101451702973753
42,8,9,highway,0.7051938058043367
14,25,102,street,0.2982131094037134
115,74,104,street,0.0015682135012949905
2,22,110,street,0.42768542960177025
45,86,154,highway,0.00767962070674677
97,4,153,street,0.9767217840458762
112,10,56,street,0.47491016036896583
29,107,47,street,0.7501431508880853
60,45,79,street,0.7846561066939953
39,51,78,street,0.3897158320964845
115,81,64,street,0.6345537712707436
66,7,19,highway,0.7494873212640975
72,80,115,street,0.9040705873487919
86,58,140,highway,0.9768938289997656
105,13,58,street,0.07644235659715048
32,77,115,street,0.08137539732843846
18,103,144,highway,0.20259884275200546
70,108,148,highway,0.9562724078419208
54,10,80,street,0.27825629272711305
39,74,129,highway,0.61919296481633
57,18,90,highway,0.8165565040699554
20,79,153,highway,0.04600614171407913
105,60,155,highway,0.31066877967753215
59,16,138,street,0.3152829692530036
88,48,183,highway,0.9753756387056052
97,114,69,street,0.45954077754804123
99,19,196,street,0.09294494499534911
85,48,32,highway,0.4424268494624499
27,48,155,street,0.3889241833982594
83,51,127,street,0.43433760185283
88,27,49,highway,0.5322723271097636
78,44,92,highway,0.3553890721364096
93,37,24,street,0.9480651110134788
118,40,34,street,0.9812567740216197
97,80,138,highway,0.9375858818127889
107,14,53,highway,0.9384206997321332
43,115,194,highway,0.44756951096955977
88,58,99,street,0.15434840324919186
71,23,64,highway,0.9543081577446653
37,108,161,street,0.9312592937967562
9,89,131,street,0.43402982758195896
58,114,164,highway,0.7423004339712772
36,26,190,highway,0.572081797020163
75,97,179,street,0.4952700500337721
14,45,196,street,0.6301064696713443
72,78,116,street,0.1466502892656344
10,99,189,highway,0.3058604346393474
36,48,29,street,0.5479533659086077
118,9,121,highway,0.03813043821748119
24,62,197,street,0.8706621644871928
37,118,89,highway,0.10986351903537372
71,39,176,highway,0.9136296609740673
3,83,86,highway,0.945787944567264
92,29,23,highway,0.2552575775708543
23,120,94,street,0.9391674429325757
72,84,128,highway,0.5026055477377068
79,27,166,street,0.531904598724315
67,0,181,street,0.5773363762822212
31,103,115,highway,0.27555952183209376
0,72,122,street,0.12255297174571134
109,66,99,street,0.269841998363069
54,65,88,street,0.7391417042459114
111,90,121,street,0.43856627157545147
93,81,142,highway,0.14287719103723806
110,33,80,highway,0.5636226147621556
101,114,165,street,0.49341435645531606
52,112,106,street,0.29344715975639124
86,32,35,highway,0.8235360376565356
2,29,19,street,0.521559971948883
15,98,2,street,0.39809248244464457
95,18,95,street,0.5690823691361167
74,115,178,street,0.26842543431729715
32,42,125,street,0.9794557410857261
78,115,164,highway,0.5814101913695492
58,83,32,highway,0.17374223519592635
104,58,125,street,0.3957823415320354
66,57,181,highway,0.12293748404329774
119,35,106,highway,0.642130411069988
120,43,74,highway,0.13159568571472313
69,44,117,street,0.32443743410680004
48,42,137,highway,0.1754564298706902
103,77,167,highway,0.9544506169464392
17,98,43,street,0.3986863390998191
79,31,179,highway,0.6518891556458938
27,118,48,street,0.6963179696436124
23,82,145,highway,0.6730286646712613
97,30,161,street,0.7277577203150551
33,117,169,highway,0.028043869506175434
103,42,135,highway,0.7772142674708412
11,5,117,highway,0.7498224831335446
21,9,192,street,0.05204422065276093
63,91,113,street,0.42099551289545023
61,120,49,highway,0.8413823512027445
70,104,14,street,0.07949352604177828
43,39,32,street,0.3012953008910688
115,59,93,street,0.5974926907698088
42,82,65,highway,0.6814076168858748
95,25,117,street,0.8104774019709589
67,54,27,highway,0.7427390139516333
55,20,188,highway,0.8877100626096606
50,120,180,street,0.34888546954207633
4,83,108,highway,0.8583764238606235
113,15,1,street,0.4428094827589274
118,88,136,street,0.04521538875276476
10,111,174,highway,0.7956643059975236
62,45,48,highway,0.9729554202173838
58,111,60,street,0.05255333020260977
113,103,152,highway,0.8188820012662053
9,6,176,highway,0.30522440917022786
18,2,16,street,0.9843816960136487
18,78,134,street,0.34636922359197897
56,4,96,highway,0.48908801863472207
48,7,59,street,0.15368147887471095
9,11,81,highway,0.504272515518386
116,41,129,highway,0.6388676897206097
113,97,127,highway,0.4425913119065581
77,36,25,highway,0.2130298295883596
90,63,191,highway,0.22782200924359086
64,60,16,highway,0.5065668544981944
50,7,162,highway,0.03306960698761108
86,89,60,street,0.9187503326302137
69,62,30,highway,0.9491557027382673
78,37,166,highway,0.2055078505620841
6,65,81,street,0.9486243148827483
32,14,12,street,0.6188494799359782
57,110,163,street,0.5659645910240536
2,18,127,street,0.18268529117179222
68,61,18,street,0.43028514718036825
101,18,35,street,0.08749115703145527
110,48,71,highway,0.4627206152346709
23,48,105,highway,0.7669943886331153
45,64,115,highway,0.5951301056750927
112,85,136,highway,0.3582673612721273
77,98,161,highway,0.43590798907311923
106,98,111,highway,0.0649675033802487
88,112,125,street,0.9381148006175024
103,120,133,street,0.2991265524038531
98,25,100,highway,0.1861734770164425
57,47,74,highway,0.7053402142566668
41,62,5,street,0.4652448103921064
12,22,197,highway,0.06494015990220736
56,50,106,highway,0.46328184431739683
91,18,99,highway,0.09446424723871649
115,15,67,street,0.3901054614495436
86,68,2,highway,0.1972929558066303
4,64,80,street,0.6499781617963253
11,106,34,highway,0.10498199012835185
32,59,11,highway,0.8925875753489689
53,82,65,highway,0.6094835527872583
71,81,93,street,0.7250357078901215
31,6,49,highway,0.7568180959937401
111,25,138,street,0.1730871750478007
2,27,24,street,0.39836828761688325
17,71,67,street,0.49017846911518026
63,48,54,highway,0.9606222071256265
61,84,179,street,0.8320803642134235
35,39,17,highway,0.8493581823868296
28,118,100,street,0.6478725110935215
41,11,93,street,0.5174869889937443
70,53,92,street,0.031475201824961774
77,31,144,highway,0.4964482355782963
36,41,147,highway,0.8245560006858729
3,31,30,highway,0.9049445093304387
88,95,30,street,0.5080163612150366
120,96,7,street,0.6555398738941591
80,61,126,street,0.7689824837114493
74,66,25,street,0.924204575278588
10,48,44,street,0.8164633200998045
89,10,14,street,0.890350957334681
120,27,149,highway,0.04902558030372106
56,3,132,highway,0.5025017889997068
14,44,51,highway,0.25540520333148553
42,34,184,highway,0.7347108449774379
72,66,25,highway,0.4010673028545201
31,103,112,street,0.9792688851511988
47,41,63,highway,0.9556490961532453
107,21,113,street,0.8436102353884162
34,36,41,highway,0.5839722835241976
82,21,75,street,0.6617575892336708
100,29,29,highway,0.07416499468479598
33,19,97,street,0.36096905746373975
23,68,42,highway,0.05959798170709152
6,78,172,street,0.8680056030417606
53,84,2,highway,0.5917864255721416
41,82,119,street,0.7418390446252505
24,67,84,highway,0.6870122602329332
112,110,33,street,0.44359828580117655
23,96,26,street,0.2966479896733718
33,72,7,highway,0.7021963072226194
24,23,107,street,0.8673386397849708
35,4,156,street,0.9250189199837673
60,50,74,street,0.9881619939750745
40,8,116,street,0.2005347317976054
72,41,160,street,0.04079690484387144
83,33,143,highway,0.08517808681427419
98,62,43,street,0.43616393901939654
46,107,171,highway,0.8927063712191239
31,17,198,highway,0.9286619707800284
23,5,85,street,0.9201357339262528
109,112,103,highway,0.6733752336611024
90,89,171,street,0.7388060403175719
24,44,160,highway,0.7280674363060022
50,97,106,highway,0.7630061861880513
102,65,150,street,0.8183199316332213
52,58,157,highway,0.7590876839366535
105,110,81,street,0.8951022569105783
119,1,156,street,0.38527648948246285
86,11,166,highway,0.42210720978238137
6,65,131,street,0.5359913699526351
70,35,161,highway,0.5805057653242803
66,34,82,street,0.7566275261800005
17,79,41,street,0.5867605827922007
16,22,187,highway,0.5460193959813898
55,65,160,street,0.15747865519748339
8,1,152,highway,0.25856639896412026
112,94,138,street,0.1086777906662233
93,84,173,street,0.879199911437453
12,37,111,highway,0.552367140221747
38,102,34,street,0.23288919067896208
7,23,116,street,0.5937941240269862
12,89,14,street,0.6205758718322715
68,63,121,street,0.24907253603868162
66,85,170,street,0.40398625256942944
74,35,63,highway,0.14426629661415824
108,119,94,highway,0.19319044877868852
70,92,13,street,0.04183537821749095
64,5,194,highway,0.7966031506395861
51,1,199,street,0.19425182371404903
11,105,172,street,0.5864776994886755
99,79,127,street,0.3536254165925431
81,79,34,street,0.20681980824270896
9,83,17,street,0.711203040386538
118,74,139,street,0.3294536435051588
110,33,97,street,0.07392737911051006
110,66,170,street,0.8324657311457687
24,25,40,highway,0.9915623599270159
92,76,11,highway,0.7876051283833109
55,31,68,street,0.770112213160593
10,5,85,highway,0.965472762761795
60,65,177,street,0.5890086743956592
35,110,184,street,0.9558541113122873
89,42,151,street,0.013106257459247872
0,42,200,highway,0.8452025318269127
43,101,53,street,0.19066368130328426
111,69,110,street,0.7199526497762206
2,109,178,highway,0.6173093515731565
37,87,24,highway,0.006782671638256188
83,10,11,street,0.6098389733561855
56,77,2,street,0.2822491395694364
21,120,176,street,0.20393588801609386
31,73,56,highway,0.9016096133429378
61,28,25,highway,0.9207499607420444
22,100,27,highway,0.5635810134274251
70,72,31,highway,0.10419135428063542
16,95,186,highway,0.13273596084339634
119,26,182,highway,0.3930069142649668
40,91,11,highway,0.9699715042757503
74,0,139,highway,0.04539623856865471
71,91,146,street,0.792037102384816
27,76,172,highway,0.9750130511143654
110,68,41,street,0.45948875030326564
87,55,49,street,0.0425788409819593
36,63,93,street,0.4216086038071005
63,10,138,highway,0.3478105412010285
27,62,128,street,0.7520442163079172
68,118,155,street,0.9595871871564182
102,111,197,street,0.3465196301689195
36,38,117,highway,0.9875521009388176
85,70,83,street,0.5969825357400912
53,26,83,highway,0.7567697416555188
13,12,16,street,0.3330089307483889
49,102,181,highway,0.7899943042677847
105,17,128,highway,0.8296967848028232
114,52,83,highway,0.02490089850383559
30,44,192,highway,0.5185085061125099
109,86,131,street,0.5349726889065963
4,23,45,highway,0.9025285155535059
79,38,61,highway,0.1639953173200276
79,47,94,highway,0.2786536402665264
59,22,48,highway,0.8637586259286198
26,66,136,highway,0.890812996573955
73,116,59,street,0.9431193354695077
55,16,100,street,0.8251601523901603
84,46,136,street,0.4135451509843364
79,29,57,highway,0.9592793356790904
34,86,134,highway,0.41233127544121373
20,45,30,street,0.6223599862116654
5,35,126,street,0.1963534852291956
85,88,188,street,0.06776908885243971
11,58,168,highway,0.6461618762729376
37,102,175,highway,0.08120795330363706
47,70,190,highway,0.9837536885511685
101,97,34,street,0.7048582906010126
14,83,58,street,0.9802018589367711
71,13,199,highway,0.4313651298156863
1,4,131,street,0.28472335709039565
100,37,78,street,0.6567931111542464
116,75,199,street,0.10453005192249076
15,84,192,street,0.9468302417584477
60,116,21,highway,0.3974823117911185
68,1,135,street,0.9793183145783505
63,115,183,street,0.9700929074915651
114,68,127,street,0.03259791795985967
40,104,167,street,0.4225029964516511
31,12,163,highway,0.8939047889422164
57,119,157,highway,0.9976823484184342
7,90,53,highway,0.6852314748065597
83,51,69,highway,0.21290217953693424
64,106,152,highway,0.7652194646891096
53,27,94,highway,0.42058452713579175
108,22,102,highway,0.21904668129982152
78,110,80,street,0.9427519553672415
50,22,197,highway,0.674206781735332
83,89,41,highway,0.06315123071376627
15,26,128,street,0.09724047044749673
35,61,118,highway,0.6726941548215388
22,104,195,highway,0.4752388082661979
28,110,113,street,0.8772179898705339
104,3,1,street,0.6601161796679026
4,55,29,street,0.6635231987137381
47,26,60,highway,0.29075406392451997
64,58,103,highway,0.9790900043907209
42,110,171,street,0.09157094066717064
117,98,6,highway,0.5078394102926177
27,80,177,street,0.8375240834802811
83,100,110,highway,0.09462572204897934
16,102,155,street,0.283401111228892
43,96,95,street,0.24959233753842358
118,57,72,street,0.4382477617116347
93,75,92,street,0.568979769418438
89,107,158,highway,0.7589347446497677
56,81,92,highway,0.2863251242254855
50,49,90,highway,0.4945580565523201
88,77,145,highway,0.5704348850303947
38,91,169,highway,0.6469495483630923
104,20,132,street,0.6454644998963197
43,2,7,street,0.6330236592289241
18,101,98,highway,0.7270401905103272
50,71,75,street,0.8246310199542654
116,54,140,highway,0.9831604305993662
21,81,135,highway,0.38324335737092907
22,36,13,highway,0.17845779343982282
46,90,145,street,0.33093710228352813
67,35,72,street,0.4653142825714719
89,9,78,highway,0.08703329074325028
77,30,189,highway,0.9613650109246431
33,31,188,street,0.9208774802860837
9,115,36,highway,0.2583483537604675
42,21,65,street,0.26950529142348223
36,4,200,street,0.6047248353493271
69,47,1,highway,0.5462109924537799
53,35,184,highway,0.509747212788168
1,54,185,street,0.11621274601344878
3,23,36,street,0.11978714667619339
13,61,98,highway,0.641779629141463
81,38,180,highway,0.8448509527152556
26,76,33,street,0.5921303653845816
85,79,146,street,0.12892519298791028
44,93,81,highway,0.74280626747846
83,110,70,street,0.915757944232745
10,93,156,highway,0.01759380329853022
4,95,190,street,0.49800869193024444
3,61,91,highway,0.54607773117972
9,72,96,street,0.8583343840018169
67,25,11,street,0.33736788943812335
34,92,169,street,0.7188710085149451
50,1,80,street,0.9245259033391933
106,60,39,street,0.6154030320354028
79,36,163,street,0.8445958356488436
10,59,58,street,0.9866885085318189
5,51,35,street,0.7634628326787598
94,107,87,highway,0.17836035790380989
13,26,23,street,0.25675219584126663
111,51,185,highway,0.404286284951639
85,115,134,highway,0.17033444096221573
2,19,173,highway,0.744067966550833
81,72,45,highway,0.3507533279733913
32,3,143,street,0.6069529380296943
45,6,102,street,0.30703241400766845
28,50,77,highway,0.6519589716926419
108,64,191,highway,0.2755234792076926
118,93,94,highway,0.20576253122192767
50,12,141,street,0.3349644145433135
50,119,13,highway,0.4609774993804152
41,92,42,street,0.3487652325204903
6,120,160,street,0.1709078513338339
114,101,181,highway,0.21937349131461548
100,14,84,street,0.5218013833546994
111,95,118,street,0.3841598910973111
23,58,194,street,0.613478038062295
0,4,73,street,0.623394203755126
105,99,91,highway,0.07644158692121505
114,112,13,highway,0.217524427717956
25,97,127,highway,0.6877175432774858
97,41,69,highway,0.5640225644942233
78,64,42,street,0.6556317957051189
3,48,166,street,0.22470047075464128
94,99,23,street,0.27484654462756863
52,47,2,highway,0.5913651105379458
71,11,51,highway,0.315604730642587
61,20,180,street,0.5430640179472502
103,26,153,street,0.19559386468187845
75,111,123,street,0.685446544441313
24,69,64,highway,0.7876165909319415
110,105,146,highway,0.043826103663354155
108,75,22,highway,0.4391013121503652
23,80,97,highway,0.8941840977042234
48,115,96,highway,0.7537350205506181
77,34,17,highway,0.5120378612251189
69,50,57,street,0.5462290187468827
93,76,181,highway,0.4152689474198661
99,5,9,street,0.12014387094846934
99,82,175,highway,0.9631691467922349
17,113,26,street,0.1659742609596898
112,13,197,street,0.7121531192431865
82,42,153,highway,0.2695718889347858
74,115,49,highway,0.020423661539171634
37,82,177,highway,0.5731651765627946
113,0,107,street,0.6711411866980315
46,70,184,street,0.1512381885164401
58,82,151,highway,0.723724864664451
98,67,123,highway,0.17376923972392366
80,77,130,highway,0.8182735218295943
66,70,38,street,0.15483771929367518
114,76,58,highway,0.4728079134943277
105,19,131,highway,0.001594861084206367
58,81,167,street,0.3413173520301116
109,7,10,highway,0.00840853226024596
68,94,48,highway,0.7608394033378153
117,49,91,highway,0.8958234685810302
6,9,183,highway,0.32664431059849564
60,113,119,highway,0.3821736712680802
101,64,70,highway,0.03779966972540261
4,78,147,highway,0.5995658863405217
11,25,60,street,0.3093545674260444
62,9,107,highway,0.9441521262726122
120,118,92,street,0.091880303392752
95,62,32,street,0.4800854767194692
51,87,76,street,0.4442082255240619
3,36,73,street,0.10264645664510785
30,110,92,street,0.9467831532962034
54,71,72,street,0.612443873196593
73,91,146,highway,0.7325196142556392
38,75,101,highway,0.8100376758762005
117,30,115,highway,0.7185412925034748
22,1,180,highway,0.37178483775019566
4,110,191,highway,0.37454890384483186
98,17,157,street,0.15205495595839558
102,21,118,highway,0.5373453341085441
52,49,154,highway,0.48734457031983636
17,104,116,highway,0.08871220799538848
12,102,134,street,0.287963417415371
89,119,85,highway,0.5871855360099459
96,107,196,street,0.055326747639834695
77,83,80,street,0.7375725095692836
47,80,123,street,0.4285140567163469
43,107,92,street,0.15784014149940517
63,86,160,highway,0.8587203448751932
61,16,46,highway,0.09356554416762064
69,86,8,highway,0.196020074854672
36,106,93,highway,0.5899091580908048
44,31,75,street,0.24117562059097797
37,32,191,highway,0.7001091484157878
35,100,86,street,0.3701694272999162
112,32,22,highway,0.8684444004497367
23,78,26,highway,0.2291432672187994
60,100,87,street,0.8682407615941433
73,30,112,street,0.9628765670203228
106,113,1,highway,0.5389326603771842
83,94,78,highway,0.7793302540330145
78,33,77,street,0.028786724438817357
52,107,36,highway,0.12761639521409862
47,9,61,street,0.751273035503093
37,17,28,street,0.3531440808326427
87,22,84,highway,0.478147845994743
99,86,190,highway,0.9740513666215559
120,63,13,street,0.9893605120401009
103,91,144,street,0.7543201500408059
34,60,101,street,0.9169198613371632
98,34,4,highway,0.7800237716411806
9,7,17,highway,0.12777753167270078
75,83,120,highway,0.3672157594945423
3,32,83,highway,0.12361366666020202
12,6,119,street,0.3193953253657147
63,32,62,highway,0.19551101434290952
117,23,107,highway,0.5544968676038443
63,45,5,street,0.004845809371744725
68,41,189,highway,0.5263265962548246
58,40,4,street,0.9067835851405391
44,45,187,street,0.02323224942066282
76,12,157,highway,0.131776415135888
40,58,139,street,0.542970806601634
89,34,85,street,0.902083470406896
45,104,133,highway,0.018696917003169666
36,85,184,highway,0.2574274660900314
55,4,146,street,0.7206711858320273
45,10,46,street,0.11699660779488474
65,76,137,highway,0.27788583690224644
22,77,21,highway,0.2762382594480074
23,109,159,highway,0.21924164864705642
14,49,65,street,0.9254679681961244
86,90,40,street,0.41660313613626987
76,37,190,highway,0.15048618652225643
91,117,77,highway,0.3816250631101653
81,100,6,street,0.5368052565365458
37,106,79,street,0.6485653030034334
50,101,145,street,0.03103191257376936
2,76,112,highway,0.7764069747429289
50,17,165,street,0.39371748137633356
59,91,138,highway,0.9730597650367694
27,48,79,street,0.8636771175679999
8,17,48,highway,0.03971820585435759
84,99,25,street,0.7523569658833392
70,18,153,highway,0.7267322145413181
56,114,167,street,0.7271957110271142
109,108,5,highway,0.7257773821331345
39,66,24,street,0.4139479212905688
80,64,17,street,0.7238130427344236
35,109,18,street,0.20662746458589043
78,21,165,highway,0.26960425599614757
32,42,196,street,0.0630664822409236
114,95,92,highway,0.282319846390769
45,95,150,street,0.07571222842198555
55,27,159,street,0.9124062851831821
54,48,137,highway,0.6641135621692618
27,20,20,street,0.7327271388105334
92,59,93,street,0.07240789280395643
59,14,79,highway,0.4819665788361356
54,33,198,highway,0.7136744984648201
34,1,157,highway,0.5837397129851082
81,15,1,street,0.47978203742973236
11,44,92,highway,0.27138390652693767
58,51,30,street,0.5144589009687243
21,95,153,street,0.32213899665949264
84,40,78,highway,0.9520273383464191
46,61,44,highway,0.8298907042265785
94,92,198,street,0.7740722901911296
31,24,139,highway,0.9289769404457905
96,58,148,street,0.2591364686450909
44,45,141,street,0.9458812892489737
3,14,85,highway,0.050845560083975894
10,11,129,street,0.7987377509799931
7,108,138,highway,0.7223240433803735
120,98,174,street,0.9070815653622228
67,99,95,street,0.2536445150485661
58,109,8,highway,0.3712038792331013
34,40,196,highway,0.49082182279262887
26,48,37,highway,0.3512110851640161
70,113,72,highway,0.6713012022233468
71,108,84,street,0.42359947743511506
4,65,48,highway,0.002406209315075958
59,74,30,highway,0.5386362471827502
93,3,186,highway,0.5264939414151166
118,117,88,highway,0.6902418668854198
70,22,115,highway,0.07577535520502299
117,33,87,highway,0.03680906787719984
46,94,29,highway,0.6665023596026532
86,95,67,highway,0.7070469218680483
119,83,191,street,0.06113091587545194
27,7,112,highway,0.7332612792367722
30,16,120,highway,0.7804576279564591
60,42,12,highway,0.15014555545910324
61,9,179,street,0.6339235468567952
59,76,1,highway,0.7870388396167399
103,117,83,street,0.5118505294777888
99,69,54,highway,0.11690532992124592
81,95,186,street,0.04227403094591109
110,83,193,street,0.34430513380118555
77,53,56,street,0.9103278638274646
100,39,152,highway,0.6825255652556868
57,48,135,street,0.3397032837368711
58,51,12,street,0.23091131634712092
106,116,122,street,0.6609095513692023
79,94,36,street,0.8340402097902512
82,87,109,highway,0.8606909138334624
84,21,64,highway,0.36615766987489995
18,13,120,highway,0.9282721489518475
87,76,200,street,0.6865616765728956
76,4,157,highway,0.8747507133850391
29,36,122,street,0.29252566976298555
6,10,26,highway,0.21117052954214832
46,80,82,street,0.27640148815067234
108,25,106,highway,0.9335456108376415
41,85,132,street,0.9475526692826348
