sku_id,category,base_price,current_stock,min_stock_threshold,day_of_week,hour_of_day,recent_demand_7d,competitor_price,discount_pct,urgency_score
SKU03676,clothing,1710.52,409,119,5,3,160,1682.16,7.0,0.885
SKU03677,clothing,813.66,415,69,1,20,67,921.9,4.1,0.351
SKU03678,food,75.27,349,29,3,3,95,71.1,23.7,0.521
SKU03679,electronics,2542.48,238,112,1,13,81,2404.1,35.0,0.658
SKU03680,electronics,3731.41,140,79,2,17,48,3056.36,16.0,0.572
SKU03681,electronics,4112.73,63,114,4,23,91,4237.88,2.9,1.255
SKU03682,clothing,1969.82,360,101,5,12,151,2045.04,18.9,0.744
SKU03683,electronics,4486.78,425,54,2,22,160,3650.35,4.7,0.803
SKU03684,personal_care,674.06,138,21,6,4,203,616.36,38.2,0.988
SKU03685,food,260.36,298,27,0,13,80,217.73,15.6,0.465
SKU03686,food,82.76,113,58,6,17,146,76.55,12.5,0.938
SKU03687,clothing,386.62,457,67,1,4,105,383.1,32.8,0.593
SKU03688,household,591.54,203,73,0,12,117,527.47,0.9,0.747
SKU03689,electronics,1605.26,56,112,3,6,97,1684.83,31.2,1.37
SKU03690,household,80.44,45,92,2,15,83,72.12,34.0,1.432
SKU03691,personal_care,805.26,432,94,3,0,135,847.35,24.0,0.649
SKU03692,clothing,1528.22,347,45,0,3,82,1441.34,38.5,0.493
SKU03693,food,163.28,247,28,6,5,202,139.2,14.6,0.964
SKU03694,food,199.69,188,63,6,5,101,170.31,11.6,0.671
SKU03695,clothing,2225.39,147,64,4,18,174,2031.43,38.5,1.012
SKU03696,clothing,2272.57,474,81,5,13,183,2418.01,6.6,0.817
SKU03697,personal_care,484.19,390,38,4,0,111,514.9,17.6,0.493
SKU03698,electronics,2935.71,365,49,2,11,103,2777.98,30.7,0.579
SKU03699,food,271.27,304,112,2,17,113,311.59,11.4,0.636
SKU03700,household,126.97,428,87,6,3,111,104.15,6.6,0.645
SKU03701,clothing,1950.92,406,89,2,17,39,2253.96,27.5,0.265
SKU03702,food,207.53,76,51,1,17,142,240.78,4.1,0.899
SKU03703,food,163.42,216,69,0,20,129,146.99,39.8,0.775
SKU03704,personal_care,1113.19,13,24,2,22,90,1016.29,14.1,1.317
SKU03705,household,151.52,197,46,3,3,79,140.32,22.1,0.532
SKU03706,clothing,2364.55,376,88,4,8,134,2210.52,14.7,0.753
SKU03707,electronics,3115.82,144,69,6,9,121,2561.46,39.1,0.822
SKU03708,food,65.48,172,40,5,7,120,63.0,25.0,0.696
SKU03709,electronics,2192.3,96,104,1,15,94,2016.33,38.4,1.012
SKU03710,electronics,2555.26,431,56,5,9,147,2330.93,38.5,0.753
SKU03711,electronics,1673.91,48,87,3,21,182,1568.46,19.7,1.716
SKU03712,personal_care,415.3,70,107,0,20,47,380.72,9.4,1.042
SKU03713,household,795.76,312,86,0,18,141,889.56,9.6,0.701
SKU03714,household,94.53,426,68,5,21,125,78.79,19.5,0.68
SKU03715,personal_care,498.61,7,98,5,18,194,530.14,35.8,6.901
SKU03716,electronics,3833.08,73,60,3,11,78,4551.08,25.8,0.717
SKU03717,electronics,4073.98,81,88,3,7,103,3285.62,35.4,1.049
SKU03718,clothing,1812.62,335,23,3,7,101,1903.16,21.2,0.438
SKU03719,personal_care,1002.8,415,29,4,16,97,1041.3,21.4,0.423
SKU03720,clothing,1747.24,309,120,6,10,117,1525.81,3.1,0.762
SKU03721,household,700.71,117,30,3,15,45,687.02,27.3,0.407
SKU03722,food,63.39,244,87,3,18,88,67.59,31.6,0.53
SKU03723,electronics,3005.54,236,82,0,23,82,3217.72,17.0,0.501
SKU03724,food,106.1,56,47,0,5,69,92.02,27.5,0.788
SKU03725,personal_care,167.98,409,39,1,19,68,163.57,5.5,0.42
SKU03726,clothing,1878.43,197,28,2,10,116,1945.92,29.6,0.535
SKU03727,electronics,2589.21,341,49,0,0,99,3070.89,8.1,0.468
SKU03728,household,275.79,272,119,6,3,137,229.95,29.8,0.866
SKU03729,personal_care,292.45,451,67,1,23,120,263.1,21.6,0.654
SKU03730,clothing,776.61,149,110,2,15,89,815.46,34.3,0.723
SKU03731,personal_care,875.46,472,71,2,11,119,710.23,16.1,0.651
SKU03732,food,169.05,398,35,5,18,127,172.27,39.8,0.552
SKU03733,food,118.82,402,94,0,22,152,106.38,31.2,0.825
SKU03734,food,247.79,344,50,4,22,120,216.2,32.8,0.652
SKU03735,food,286.69,120,85,0,18,139,300.33,33.0,0.907
SKU03736,clothing,1660.35,482,37,5,4,151,1522.01,22.2,0.742
SKU03737,clothing,216.21,376,60,5,21,266,234.64,21.6,1.144
SKU03738,electronics,4074.62,173,23,4,20,143,4247.86,31.5,0.638
SKU03739,household,650.84,402,119,0,17,42,604.04,22.1,0.416
SKU03740,personal_care,447.67,487,58,0,2,60,497.67,1.2,0.299
SKU03741,clothing,1294.43,228,61,6,13,81,1509.31,8.4,0.457
SKU03742,personal_care,546.89,194,37,4,13,158,616.07,17.7,0.727
SKU03743,food,244.06,67,117,2,6,34,284.55,30.9,0.996
SKU03744,electronics,4417.71,492,71,3,6,107,4806.91,20.3,0.5
SKU03745,personal_care,1026.92,7,70,0,15,24,999.63,17.0,4.571
SKU03746,clothing,2471.27,245,53,2,3,22,2695.55,33.1,0.196
SKU03747,electronics,2446.66,26,106,3,2,61,2825.96,21.5,2.207
SKU03748,food,48.91,455,66,6,13,112,57.72,20.0,0.52
SKU03749,clothing,2313.07,412,119,4,1,104,2528.75,33.4,0.56
SKU03750,food,252.57,255,83,1,15,98,301.84,29.8,0.554
SKU03751,clothing,1806.05,79,24,6,17,191,1457.95,31.6,1.014
SKU03752,household,674.16,372,82,4,6,84,546.85,14.0,0.546
SKU03753,clothing,2451.54,451,112,2,12,131,2795.43,12.0,0.648
SKU03754,food,229.81,441,95,5,2,65,250.75,20.1,0.367
SKU03755,electronics,3281.9,313,24,4,0,164,3529.73,17.3,0.694
SKU03756,household,724.89,343,39,4,3,95,679.15,7.9,0.537
SKU03757,personal_care,347.86,25,111,1,9,66,293.51,35.2,2.499
SKU03758,household,679.38,39,88,6,8,151,558.1,0.7,1.804
SKU03759,food,228.96,48,78,4,17,15,189.07,38.7,0.956
SKU03760,electronics,4614.18,122,64,6,4,177,5198.15,6.8,0.968
SKU03761,electronics,3084.42,215,112,6,10,113,2554.93,17.8,0.811
SKU03762,household,410.55,276,94,0,3,102,399.15,0.4,0.678
SKU03763,electronics,4973.87,450,104,3,18,104,4326.93,12.0,0.631
SKU03764,household,104.04,154,46,4,22,141,120.49,23.3,0.712
SKU03765,personal_care,681.68,247,20,2,3,87,602.08,0.8,0.488
SKU03766,electronics,1952.57,399,83,3,20,74,2070.97,21.1,0.4
SKU03767,clothing,1845.81,262,23,3,12,101,1657.34,38.0,0.548
SKU03768,household,210.77,112,42,2,8,159,229.92,31.3,0.822
SKU03769,food,210.22,175,103,6,18,129,225.33,13.8,0.809
SKU03770,personal_care,1098.82,99,35,0,5,73,1007.41,29.2,0.567
SKU03771,electronics,1678.56,438,118,5,0,94,1356.48,10.4,0.61
SKU03772,clothing,1108.68,107,22,0,14,57,1130.98,37.4,0.33
SKU03773,household,407.82,182,65,5,23,39,368.59,5.8,0.434
SKU03774,food,260.92,297,44,4,17,110,303.95,6.6,0.514
SKU03775,personal_care,720.77,97,82,4,4,39,786.28,32.5,0.574
SKU03776,personal_care,1160.05,210,39,5,9,71,1014.54,29.9,0.476
SKU03777,food,137.63,213,33,6,2,110,122.73,17.5,0.617
SKU03778,household,163.94,257,95,0,1,43,188.6,31.9,0.356
SKU03779,food,272.45,53,44,3,19,152,300.05,34.6,1.015
SKU03780,clothing,2457.04,35,105,2,4,119,2927.48,23.8,1.934
SKU03781,electronics,1744.13,117,111,2,15,106,1753.0,22.1,0.894
SKU03782,personal_care,758.74,460,38,3,10,87,750.81,24.2,0.489
SKU03783,electronics,2177.98,116,89,2,23,96,2315.99,23.2,0.764
SKU03784,food,157.79,176,39,2,11,70,132.6,22.8,0.49
SKU03785,clothing,2484.29,436,106,3,7,126,2359.58,21.2,0.725
SKU03786,electronics,2852.24,126,55,5,10,124,3203.61,21.7,0.713
SKU03787,personal_care,1187.02,287,119,0,2,20,1147.45,35.5,0.387
SKU03788,food,286.68,12,74,6,18,146,273.24,38.2,3.53
SKU03789,electronics,530.97,309,33,6,3,30,531.54,22.1,0.173
SKU03790,electronics,1480.36,30,89,6,20,160,1734.14,3.4,2.075
SKU03791,food,84.23,147,104,4,9,120,93.51,4.8,0.831
SKU03792,household,544.48,247,22,1,5,60,460.98,5.5,0.384
SKU03793,personal_care,1103.05,172,62,2,18,63,1032.62,34.6,0.531
SKU03794,personal_care,466.06,306,63,3,7,123,519.92,32.6,0.595
SKU03795,food,100.98,249,43,1,20,124,117.53,18.3,0.582
SKU03796,electronics,1335.6,203,61,5,0,168,1486.36,10.2,0.822
SKU03797,electronics,3818.52,158,40,2,20,70,4540.63,3.2,0.406
SKU03798,food,22.58,115,77,5,22,177,19.81,20.9,1.14
SKU03799,food,145.53,318,33,1,3,91,166.67,22.2,0.416
SKU03800,personal_care,687.77,218,63,1,14,123,682.56,32.1,0.736
SKU03801,household,674.39,387,114,2,19,180,742.4,3.9,0.867
SKU03802,electronics,4546.12,394,58,5,6,186,3893.87,38.9,0.917
SKU03803,electronics,3700.88,188,28,6,18,144,4030.19,10.9,0.65
SKU03804,personal_care,496.67,95,104,4,5,137,431.02,35.9,1.19
SKU03805,electronics,750.5,33,75,1,10,120,621.92,25.2,1.683
SKU03806,household,231.06,362,35,1,16,149,274.68,0.5,0.644
SKU03807,electronics,2662.48,243,50,6,6,117,2289.86,5.4,0.67
SKU03808,food,74.52,68,114,2,16,113,85.1,28.6,1.278
SKU03809,food,142.09,56,96,4,5,89,145.55,7.3,1.198
SKU03810,personal_care,879.21,476,108,4,18,196,829.23,6.5,0.997
SKU03811,electronics,1285.25,40,92,0,7,124,1358.42,37.6,1.618
SKU03812,personal_care,348.28,142,49,2,8,40,411.36,37.2,0.331
SKU03813,personal_care,266.95,238,90,3,2,63,274.15,36.4,0.44
SKU03814,household,531.87,285,103,6,15,182,444.8,33.4,1.008
SKU03815,household,726.37,109,115,2,11,126,627.61,27.2,1.127
SKU03816,household,597.56,348,63,1,11,56,479.91,19.0,0.414
SKU03817,personal_care,236.32,408,62,1,20,96,228.39,10.6,0.56
SKU03818,electronics,2295.24,286,80,2,0,51,2687.83,0.7,0.343
SKU03819,personal_care,905.05,307,81,6,22,176,805.83,24.3,0.935
SKU03820,electronics,1070.9,451,34,6,8,135,919.84,17.7,0.678
SKU03821,personal_care,743.09,236,28,1,19,101,639.07,23.8,0.563
SKU03822,clothing,2422.32,205,102,4,9,140,2605.64,22.3,0.808
SKU03823,clothing,530.73,42,59,5,15,115,489.1,12.0,1.246
SKU03824,household,511.42,368,53,2,4,106,419.8,16.6,0.596
SKU03825,food,242.88,5,53,1,19,101,212.18,22.0,4.921
SKU03826,personal_care,190.05,396,39,2,3,88,208.89,22.8,0.401
SKU03827,household,697.54,435,45,3,4,34,697.96,18.2,0.188
SKU03828,clothing,2470.78,112,80,0,6,83,2672.41,34.4,0.686
SKU03829,clothing,1406.91,28,80,3,13,137,1480.6,4.5,1.927
SKU03830,clothing,910.77,442,81,1,10,119,746.03,24.0,0.667
SKU03831,household,106.75,148,63,0,8,26,122.68,26.5,0.315
SKU03832,clothing,2311.47,194,74,0,15,66,2414.3,6.1,0.454
SKU03833,household,780.32,328,38,2,23,81,802.07,29.5,0.382
SKU03834,food,120.77,38,28,3,10,137,127.77,11.9,0.907
SKU03835,clothing,499.36,301,77,0,9,49,527.81,21.4,0.323
SKU03836,electronics,2826.5,244,28,2,22,75,3225.16,4.1,0.357
SKU03837,household,65.77,316,62,3,16,69,73.44,17.7,0.374
SKU03838,clothing,1341.52,26,49,3,0,74,1447.84,11.0,1.203
SKU03839,clothing,905.28,115,81,1,15,99,999.3,14.4,0.745
SKU03840,food,161.15,431,56,0,13,119,129.74,14.9,0.641
SKU03841,electronics,2865.83,499,57,1,4,45,3433.32,28.4,0.237
SKU03842,clothing,2481.84,479,79,0,14,130,2031.96,33.7,0.702
SKU03843,household,790.7,470,100,1,9,139,740.02,30.3,0.762
SKU03844,electronics,2067.78,81,64,5,5,126,1755.14,9.6,0.994
SKU03845,electronics,1229.81,482,106,4,5,84,1145.75,20.7,0.546
SKU03846,personal_care,872.0,286,101,4,1,91,1007.73,20.6,0.54
SKU03847,household,322.63,294,66,3,3,47,342.47,5.5,0.3
SKU03848,clothing,1388.54,424,82,1,8,155,1553.26,17.9,0.716
SKU03849,household,731.8,298,111,6,6,45,663.69,22.3,0.466
SKU03850,personal_care,1077.12,174,90,5,12,123,1083.0,26.0,0.749
SKU03851,personal_care,728.16,167,26,2,10,104,739.99,19.1,0.493
SKU03852,food,251.24,27,116,5,7,134,218.41,18.9,2.707
SKU03853,household,543.76,463,105,3,0,100,443.23,14.0,0.613
SKU03854,household,279.79,76,33,5,2,108,283.68,9.6,0.646
SKU03855,clothing,2180.65,163,90,6,15,57,2221.23,32.5,0.502
SKU03856,electronics,1373.78,496,33,6,19,78,1153.44,31.8,0.445
SKU03857,electronics,2439.24,351,85,2,15,39,2685.2,36.1,0.277
SKU03858,clothing,259.87,172,54,2,3,119,243.82,34.2,0.732
SKU03859,household,783.2,436,66,5,6,106,687.78,19.1,0.6
SKU03860,food,112.73,250,88,6,20,239,100.66,13.3,1.231
SKU03861,food,71.22,223,54,6,16,176,63.71,16.9,0.925
SKU03862,personal_care,511.71,294,62,0,20,84,589.04,18.7,0.441
SKU03863,clothing,279.82,95,85,1,14,65,308.27,10.1,0.703
SKU03864,household,576.91,251,35,4,2,45,521.19,1.8,0.349
SKU03865,food,233.76,476,61,2,23,58,248.29,33.4,0.296
SKU03866,clothing,2144.0,177,109,1,6,65,2418.12,34.1,0.566
SKU03867,clothing,2099.81,202,79,6,20,140,2274.5,20.2,0.755
SKU03868,household,188.43,60,61,5,10,110,187.9,14.8,1.04
SKU03869,household,758.65,264,111,5,17,163,634.27,27.5,0.961
SKU03870,personal_care,1064.35,38,104,0,19,83,1015.85,25.3,1.765
SKU03871,clothing,1294.98,263,37,0,18,72,1210.65,37.0,0.458
SKU03872,household,554.06,292,37,1,14,89,572.33,1.1,0.419
SKU03873,personal_care,527.13,6,95,2,23,121,566.09,32.6,7.27
SKU03874,personal_care,476.22,435,90,3,4,128,397.11,17.4,0.715
SKU03875,personal_care,210.58,424,81,4,6,94,209.62,26.4,0.571
SKU03876,household,621.86,187,95,0,1,84,715.98,20.6,0.589
SKU03877,food,68.3,305,39,2,3,100,60.79,24.5,0.564
SKU03878,electronics,4936.29,292,118,2,12,21,5701.63,33.5,0.285
SKU03879,household,619.93,210,70,0,2,152,701.4,11.0,0.774
SKU03880,household,272.46,372,35,6,18,110,319.23,15.8,0.487
SKU03881,electronics,2071.96,321,90,6,4,79,2343.87,33.5,0.456
SKU03882,food,25.58,109,114,0,16,136,27.39,32.5,1.062
SKU03883,household,188.42,166,119,6,17,101,203.03,6.9,0.76
SKU03884,electronics,2304.1,5,104,3,16,47,2073.94,38.0,8.955
SKU03885,electronics,2187.94,68,104,1,12,129,2080.24,36.0,1.37
SKU03886,electronics,619.64,234,117,6,7,171,658.82,27.4,0.933
SKU03887,household,306.07,460,29,6,7,189,312.73,9.0,0.787
SKU03888,food,209.22,30,84,3,14,99,234.72,21.2,1.751
SKU03889,electronics,2536.66,271,98,5,7,74,2157.48,35.7,0.576
SKU03890,clothing,2233.18,329,98,5,5,204,2015.52,25.9,1.064
SKU03891,household,529.22,128,30,1,4,66,509.84,0.6,0.48
SKU03892,personal_care,252.7,345,109,5,13,172,293.87,34.1,0.846
SKU03893,clothing,1309.76,309,24,1,5,92,1521.08,10.1,0.407
SKU03894,electronics,1529.87,403,40,1,2,140,1701.29,13.1,0.61
SKU03895,personal_care,322.2,477,52,1,12,74,340.5,27.2,0.35
SKU03896,food,47.46,99,47,3,23,48,46.44,9.8,0.527
SKU03897,food,162.01,454,74,5,20,175,189.54,1.4,0.781
SKU03898,electronics,3103.63,317,41,6,13,132,2485.46,33.9,0.692
SKU03899,electronics,1876.96,370,106,1,1,60,1653.47,6.4,0.483
SKU03900,personal_care,912.0,158,60,5,9,97,1075.89,30.1,0.577
SKU03901,personal_care,963.07,211,87,0,16,114,891.21,30.9,0.761
SKU03902,clothing,1963.77,192,32,1,12,85,2224.42,24.9,0.423
SKU03903,clothing,1389.86,155,92,2,13,78,1200.65,13.4,0.707
SKU03904,clothing,2293.31,217,21,2,22,112,2239.24,33.8,0.596
SKU03905,electronics,1409.81,317,99,0,9,58,1317.91,26.2,0.488
SKU03906,electronics,2116.27,67,98,2,18,140,2319.57,28.7,1.281
SKU03907,clothing,1160.73,160,70,5,9,123,1262.35,3.0,0.709
SKU03908,personal_care,1144.63,129,56,2,20,108,1243.19,13.8,0.647
SKU03909,personal_care,379.47,410,89,5,2,124,390.99,8.1,0.604
SKU03910,food,218.78,282,62,5,5,92,179.07,17.0,0.578
SKU03911,personal_care,830.99,459,103,6,7,171,682.7,1.3,0.896
SKU03912,electronics,3979.28,136,31,4,8,28,3231.22,8.2,0.325
SKU03913,electronics,2844.55,143,108,5,12,129,3102.37,39.3,0.891
SKU03914,clothing,1905.46,485,22,5,13,172,1892.2,1.5,0.811
SKU03915,household,347.35,296,64,4,15,80,410.69,27.0,0.428
SKU03916,clothing,2279.39,225,74,5,17,84,2633.62,38.6,0.5
SKU03917,food,88.83,68,74,0,7,166,105.12,26.3,1.2
SKU03918,electronics,1989.03,18,119,1,20,43,1889.03,13.7,3.404
SKU03919,clothing,1715.77,298,43,1,7,56,1731.06,17.7,0.296
SKU03920,household,153.4,473,32,4,3,70,151.91,36.8,0.414
SKU03921,household,525.65,424,71,2,12,161,581.39,16.8,0.728
SKU03922,household,166.76,17,54,5,1,109,155.96,4.9,2.036
SKU03923,personal_care,177.78,71,32,0,5,93,147.94,2.0,0.694
SKU03924,food,192.0,320,75,6,0,100,168.66,29.3,0.617
SKU03925,clothing,1743.7,442,114,4,16,87,1552.54,29.0,0.577
SKU03926,electronics,4293.24,193,87,6,6,110,3858.3,15.5,0.764
SKU03927,personal_care,765.99,449,34,2,13,116,814.28,25.0,0.502
SKU03928,personal_care,1112.58,266,98,1,15,107,912.57,6.0,0.712
SKU03929,personal_care,674.69,427,119,6,14,83,780.21,14.1,0.471
SKU03930,food,257.65,342,118,6,5,137,297.39,7.2,0.72
SKU03931,electronics,1143.63,116,71,5,7,54,1159.59,10.8,0.519
SKU03932,personal_care,1065.2,355,59,4,15,51,1037.05,38.2,0.387
SKU03933,electronics,2423.01,164,41,1,20,102,2723.87,17.6,0.532
SKU03934,clothing,2196.98,375,66,5,23,152,2271.2,5.1,0.696
SKU03935,household,574.46,297,97,4,1,164,527.35,33.3,0.919
SKU03936,electronics,3411.9,168,94,3,5,139,3292.1,1.9,0.934
SKU03937,food,277.52,382,49,2,23,23,247.1,23.7,0.256
SKU03938,household,740.2,301,86,5,0,104,819.55,26.5,0.558
SKU03939,personal_care,284.65,497,66,6,21,136,303.62,6.0,0.61
SKU03940,food,157.73,174,62,0,7,110,169.52,33.0,0.617
SKU03941,household,430.93,427,117,1,6,161,458.22,31.7,0.781
SKU03942,personal_care,576.61,257,75,6,3,171,587.95,23.3,0.829
SKU03943,clothing,1296.27,407,60,3,0,52,1244.39,29.9,0.382
SKU03944,personal_care,615.88,404,67,3,22,124,635.19,37.2,0.579
SKU03945,household,399.42,454,71,1,7,120,354.01,37.0,0.658
SKU03946,personal_care,821.67,18,115,1,9,90,820.8,22.9,3.486
SKU03947,household,698.03,72,71,2,8,53,659.97,33.9,0.798
SKU03948,food,192.58,392,38,5,14,172,219.12,22.6,0.736
SKU03949,household,638.14,92,72,2,4,93,749.05,19.6,0.759
SKU03950,electronics,4489.96,200,73,0,23,180,3886.88,28.7,1.002
SKU03951,clothing,626.22,371,104,5,10,188,705.01,5.3,0.892
SKU03952,electronics,1225.67,74,49,6,12,98,1066.51,25.6,0.819
SKU03953,personal_care,1147.73,65,35,6,12,168,1359.0,36.3,0.937
SKU03954,personal_care,1169.6,381,109,4,2,45,1110.28,33.6,0.423
SKU03955,clothing,416.15,358,39,2,6,31,425.69,33.9,0.178
SKU03956,food,273.14,254,79,2,17,110,299.67,28.8,0.595
SKU03957,household,280.83,489,102,5,18,140,315.68,17.5,0.664
SKU03958,household,635.25,210,58,5,7,148,647.14,6.1,0.729
SKU03959,clothing,1548.76,497,20,0,3,137,1851.98,10.8,0.568
SKU03960,clothing,1771.51,341,115,1,5,82,2027.42,26.1,0.496
SKU03961,household,276.49,194,40,1,8,107,310.78,28.0,0.531
SKU03962,electronics,1266.4,257,96,6,10,106,1092.16,15.8,0.71
SKU03963,clothing,2373.74,111,39,5,16,154,2376.91,8.7,0.79
SKU03964,personal_care,117.44,494,110,1,7,95,100.02,14.1,0.591
SKU03965,personal_care,704.42,341,83,4,12,141,831.46,13.0,0.685
SKU03966,food,285.76,355,78,0,1,85,306.49,19.8,0.45
SKU03967,food,258.98,336,23,1,7,68,226.53,30.4,0.406
SKU03968,food,63.73,280,20,5,12,109,56.85,5.4,0.572
SKU03969,personal_care,761.78,116,48,2,23,91,612.63,0.4,0.669
SKU03970,personal_care,655.48,279,57,3,5,75,610.4,37.8,0.502
SKU03971,clothing,1112.81,436,30,1,8,50,1170.64,26.8,0.234
SKU03972,electronics,4122.28,265,99,5,3,162,3976.38,32.0,0.934
SKU03973,food,191.44,26,111,3,18,101,169.05,26.5,2.56
SKU03974,food,44.23,427,26,6,23,181,43.39,15.0,0.854
SKU03975,household,339.7,336,73,2,3,135,395.3,7.0,0.648
SKU03976,clothing,649.22,290,72,1,10,138,683.32,22.1,0.676
SKU03977,household,689.17,308,99,0,22,115,810.15,18.3,0.62
SKU03978,personal_care,117.57,173,90,1,3,118,128.42,11.9,0.731
SKU03979,electronics,2014.94,76,99,6,15,191,2371.83,36.2,1.407
SKU03980,household,604.71,381,47,0,19,94,697.48,17.3,0.438
SKU03981,food,77.36,210,62,4,21,98,80.76,13.0,0.539
SKU03982,personal_care,793.33,158,115,3,1,91,788.8,24.0,0.826
SKU03983,clothing,488.06,97,64,4,10,104,578.26,9.3,0.743
SKU03984,electronics,1733.6,249,41,3,17,96,1979.82,38.3,0.466
SKU03985,clothing,694.3,328,51,0,4,140,598.44,15.3,0.738
SKU03986,household,385.7,388,83,5,6,179,452.22,4.5,0.823
SKU03987,personal_care,433.37,498,58,2,12,150,410.38,29.0,0.758
SKU03988,electronics,1306.68,169,55,1,18,78,1425.8,38.2,0.474
SKU03989,household,528.95,252,95,5,13,50,622.29,29.1,0.388
SKU03990,clothing,368.64,9,86,0,18,165,387.87,16.9,4.96
SKU03991,food,96.71,246,105,6,18,110,90.81,36.1,0.753
SKU03992,household,456.91,169,37,2,4,124,439.42,8.3,0.705
SKU03993,household,87.5,184,89,6,16,138,84.94,29.0,0.893
SKU03994,clothing,2052.08,410,78,5,18,76,1760.49,38.5,0.499
SKU03995,personal_care,598.4,103,91,1,0,62,595.84,7.5,0.785
SKU03996,electronics,3338.41,403,101,3,7,128,3091.36,7.3,0.737
SKU03997,clothing,722.78,447,30,5,22,148,805.59,2.0,0.625
SKU03998,household,253.28,384,66,4,4,120,217.79,28.7,0.666
SKU03999,electronics,3697.13,39,39,2,17,95,3934.75,0.7,0.867
SKU04000,food,255.7,37,43,0,14,114,266.47,7.5,1.022
SKU04001,household,511.96,488,26,5,9,112,487.3,1.2,0.575
SKU04002,household,631.05,214,56,2,12,77,533.09,19.7,0.538
SKU04003,household,637.68,240,26,1,7,128,729.91,32.3,0.566
SKU04004,electronics,1748.52,51,60,0,21,136,1710.44,3.4,1.221
SKU04005,electronics,2807.33,61,28,1,10,92,3136.62,30.7,0.594
SKU04006,household,265.32,68,51,5,15,143,291.13,4.0,0.942
SKU04007,household,478.82,264,74,4,1,82,529.9,15.1,0.468
SKU04008,clothing,450.68,147,90,2,2,116,411.1,39.9,0.868
SKU04009,electronics,2128.44,285,40,4,14,155,2037.82,22.0,0.79
SKU04010,household,585.79,225,75,1,19,137,530.36,0.4,0.814
SKU04011,household,273.86,409,110,3,10,21,279.2,26.8,0.218
SKU04012,household,161.43,267,27,0,7,103,142.16,11.4,0.562
SKU04013,clothing,1352.97,159,37,5,0,137,1139.6,20.4,0.764
SKU04014,clothing,1603.3,440,62,6,0,89,1675.77,0.5,0.426
SKU04015,household,520.55,40,54,5,2,134,571.1,19.9,1.195
SKU04016,electronics,4745.14,285,112,1,7,68,4994.0,32.6,0.468
SKU04017,household,408.23,495,55,5,15,127,479.36,0.4,0.563
SKU04018,electronics,986.91,179,69,0,1,74,855.92,21.0,0.588
SKU04019,personal_care,1154.03,302,95,0,3,65,1376.47,16.7,0.417
SKU04020,clothing,1485.44,430,65,1,17,32,1575.88,0.8,0.203
SKU04021,electronics,2686.08,103,33,4,5,58,3045.57,14.5,0.391
SKU04022,electronics,2184.84,251,54,3,3,33,2482.69,10.7,0.239
SKU04023,household,121.27,117,95,5,20,135,135.69,2.4,0.943
SKU04024,clothing,2496.29,138,43,1,13,91,2011.9,35.3,0.619
SKU04025,personal_care,450.5,39,101,2,19,177,503.5,35.9,1.97
SKU04026,food,218.87,11,93,2,10,108,192.17,39.9,4.407
SKU04027,personal_care,1013.43,128,63,3,17,129,1105.96,11.9,0.76
SKU04028,electronics,1182.32,54,60,5,16,141,1341.74,36.3,1.109
SKU04029,electronics,4515.06,172,91,5,10,109,4141.52,28.3,0.799
SKU04030,clothing,971.79,72,120,6,8,151,1006.69,2.1,1.426
SKU04031,household,327.5,342,40,5,16,103,366.96,29.1,0.47
SKU04032,food,83.15,64,65,5,5,170,84.18,32.2,1.18
SKU04033,electronics,4262.25,258,120,2,6,127,4446.7,26.3,0.74
SKU04034,personal_care,895.35,404,61,1,3,120,736.48,23.8,0.655
SKU04035,household,140.62,478,47,1,16,98,151.72,1.0,0.441
SKU04036,household,614.65,395,32,2,0,99,554.99,6.1,0.536
SKU04037,household,586.76,54,80,3,17,80,512.05,8.1,1.147
SKU04038,personal_care,208.11,344,119,1,2,103,229.69,5.5,0.584
SKU04039,clothing,1059.02,144,106,4,9,114,1106.99,14.1,0.822
SKU04040,electronics,661.33,142,56,6,13,54,577.44,5.1,0.512
SKU04041,food,286.15,454,54,6,14,85,326.39,26.9,0.399
SKU04042,clothing,2338.15,353,22,0,14,75,2705.46,14.2,0.331
SKU04043,food,46.91,221,28,3,4,62,56.07,36.9,0.311
SKU04044,personal_care,1173.45,189,30,5,22,129,1124.13,33.7,0.695
SKU04045,personal_care,956.27,450,64,4,21,137,859.26,0.3,0.719
SKU04046,household,430.75,474,88,2,2,70,482.1,11.4,0.373
SKU04047,household,113.93,268,97,3,12,144,113.32,26.4,0.856
SKU04048,food,160.54,348,104,4,1,104,185.13,16.2,0.565
SKU04049,electronics,1772.22,174,41,3,9,124,1669.98,8.7,0.713
SKU04050,household,518.0,310,43,1,2,150,449.24,24.5,0.769
SKU04051,clothing,341.63,49,57,5,2,163,385.1,39.1,1.222
SKU04052,household,305.71,287,47,4,6,66,312.93,19.0,0.346
SKU04053,personal_care,220.5,291,30,6,16,84,223.5,13.3,0.387
SKU04054,personal_care,1075.8,286,106,0,0,56,928.91,8.5,0.509
SKU04055,household,619.04,187,82,0,23,133,629.66,25.3,0.75
SKU04056,electronics,4290.14,62,54,4,5,50,4679.99,33.8,0.629
SKU04057,household,333.06,222,29,1,20,119,370.09,28.8,0.541
SKU04058,household,334.03,75,61,6,3,133,335.57,30.9,0.933
SKU04059,personal_care,280.87,237,43,6,0,163,294.89,34.0,0.742
SKU04060,household,553.4,266,40,3,21,200,480.21,26.8,0.975
