scan_id,ticket_id,customer_id,event_id,gate_id,seat_block,scan_time_min,is_duplicate,is_blacklisted,entry_allowed
5897,T011983,CUST06161,EVT1002,G2,B17B,60,0,0,1
5898,T003746,CUST03698,EVT1001,G1,B15D,127,0,0,1
5899,T009093,CUST00738,EVT1001,G9,B19C,117,0,0,1
5900,T018326,CUST10917,EVT1002,G10,B16D,4,0,0,1
5901,T013344,CUST07056,EVT1001,G6,B11E,76,0,0,1
5902,T012208,CUST00669,EVT1002,G8,B13B,13,0,0,1
5903,T002644,CUST12541,EVT1001,G9,B3D,149,0,0,1
5904,T003295,CUST08066,EVT1002,G7,B7B,85,0,0,1
5905,T014627,CUST08144,EVT1002,G5,B8D,9,0,0,1
5906,T006977,CUST09825,EVT1001,G10,B17E,121,1,0,0
5907,T015877,CUST00389,EVT1001,G4,B17A,69,0,0,1
5908,T010466,CUST09555,EVT1001,G8,B18C,104,1,0,0
5909,T013494,CUST01559,EVT1002,G2,B19B,47,1,0,0
5910,T016137,CUST04537,EVT1001,G4,B20A,136,0,0,1
5911,T015840,CUST14178,EVT1002,G8,B20B,61,0,0,1
5912,T003011,CUST04365,EVT1002,G1,B9D,142,0,0,1
5913,T016335,CUST12122,EVT1001,G5,B10D,40,0,0,1
5914,T006877,CUST11889,EVT1002,G10,B10A,28,0,0,1
5915,T015015,CUST01990,EVT1002,G7,B5A,4,0,0,1
5916,T003939,CUST10305,EVT1001,G7,B18E,108,0,0,1
5917,T013706,CUST14385,EVT1002,G9,B11C,115,0,0,1
5918,T016997,CUST13021,EVT1002,G1,B20D,128,0,0,1
5919,T002297,CUST06884,EVT1001,G1,B17E,133,0,0,1
5920,T005655,CUST14777,EVT1001,G8,B16D,28,0,0,1
5921,T005281,CUST10676,EVT1002,G5,B8D,53,0,1,0
5922,T010555,CUST09224,EVT1001,G1,B13D,80,0,0,1
5923,T015391,CUST13249,EVT1002,G2,B11B,61,0,0,1
5924,T009304,CUST02694,EVT1001,G8,B7E,76,0,0,1
5925,T006122,CUST05549,EVT1002,G8,B8D,59,0,0,1
5926,T000251,CUST10984,EVT1001,G1,B7C,12,0,0,1
5927,T019702,CUST05914,EVT1001,G10,B1C,121,0,0,1
5928,T011395,CUST10642,EVT1001,G8,B11C,128,0,0,1
5929,T000012,CUST01821,EVT1001,G3,B4A,66,1,0,0
5930,T007584,CUST13178,EVT1002,G6,B1D,32,1,0,0
5931,T019700,CUST07566,EVT1002,G7,B8D,59,0,0,1
5932,T014944,CUST02854,EVT1001,G9,B6D,116,0,0,1
5933,T011622,CUST07376,EVT1002,G6,B19C,89,0,0,1
5934,T009604,CUST04052,EVT1002,G2,B2A,98,0,0,1
5935,T018900,CUST04352,EVT1001,G3,B1E,16,0,0,1
5936,T005656,CUST06836,EVT1002,G4,B6B,44,0,0,1
5937,T018867,CUST02784,EVT1002,G6,B11A,111,0,0,1
5938,T015113,CUST06300,EVT1002,G1,B3A,100,0,0,1
5939,T012357,CUST10381,EVT1001,G3,B12C,138,1,0,0
5940,T005561,CUST08223,EVT1002,G5,B3B,38,0,0,1
5941,T019944,CUST13717,EVT1002,G9,B3E,130,0,0,1
5942,T011283,CUST03297,EVT1002,G8,B2E,70,1,0,0
5943,T015107,CUST03137,EVT1001,G4,B5B,142,0,0,1
5944,T019841,CUST13921,EVT1002,G5,B4B,37,1,0,0
5945,T016255,CUST02554,EVT1002,G7,B4A,94,0,0,1
5946,T004487,CUST00266,EVT1001,G4,B17B,133,0,0,1
5947,T010841,CUST07158,EVT1002,G6,B7D,139,1,1,0
5948,T004800,CUST13283,EVT1001,G7,B9B,101,0,0,1
5949,T012569,CUST13996,EVT1002,G10,B13D,57,0,0,1
5950,T009401,CUST01252,EVT1001,G3,B16A,131,0,0,1
5951,T019941,CUST00114,EVT1002,G5,B11B,94,0,0,1
5952,T007337,CUST03111,EVT1001,G6,B19D,112,0,0,1
5953,T018354,CUST01966,EVT1001,G1,B9D,46,0,0,1
5954,T018697,CUST13288,EVT1001,G10,B15E,54,0,0,1
5955,T006004,CUST02308,EVT1001,G3,B11C,52,0,0,1
5956,T011250,CUST14651,EVT1002,G9,B11E,21,0,0,1
5957,T007509,CUST06316,EVT1001,G7,B4A,118,0,0,1
5958,T017890,CUST14901,EVT1001,G5,B1E,69,0,0,1
5959,T000421,CUST01648,EVT1002,G2,B19E,148,0,0,1
5960,T014348,CUST12802,EVT1001,G1,B7E,42,0,0,1
5961,T004347,CUST02589,EVT1001,G6,B16B,143,0,0,1
5962,T007461,CUST08697,EVT1002,G5,B8A,10,0,0,1
5963,T018721,CUST08593,EVT1002,G1,B1E,59,0,0,1
5964,T011447,CUST13004,EVT1001,G1,B15B,52,0,0,1
5965,T009401,CUST05232,EVT1002,G9,B11D,79,0,0,1
5966,T002266,CUST14089,EVT1001,G3,B14B,27,0,0,1
5967,T019788,CUST14935,EVT1002,G9,B7E,136,0,0,1
5968,T002091,CUST10236,EVT1002,G7,B17A,102,0,0,1
5969,T000587,CUST06978,EVT1002,G3,B12A,10,1,0,0
5970,T010567,CUST07522,EVT1002,G2,B19D,138,0,0,1
5971,T016843,CUST14578,EVT1001,G3,B5E,124,0,0,1
5972,T008321,CUST05670,EVT1002,G8,B2E,105,0,0,1
5973,T008561,CUST09938,EVT1001,G1,B15E,141,0,0,1
5974,T013178,CUST09337,EVT1002,G7,B11C,70,0,0,1
5975,T014787,CUST00905,EVT1002,G3,B14C,51,0,0,1
5976,T003301,CUST06724,EVT1002,G7,B20B,85,0,0,1
5977,T010207,CUST03909,EVT1002,G1,B7C,4,0,0,1
5978,T015567,CUST08906,EVT1002,G2,B1E,134,0,0,1
5979,T007567,CUST04674,EVT1001,G5,B2C,68,0,0,1
5980,T001600,CUST04040,EVT1002,G8,B14B,95,0,0,1
5981,T017247,CUST08174,EVT1002,G6,B4A,61,0,0,1
5982,T013961,CUST00750,EVT1001,G9,B7A,7,0,0,1
5983,T008430,CUST10969,EVT1001,G1,B19D,113,0,0,1
5984,T005783,CUST11364,EVT1002,G2,B13B,25,0,0,1
5985,T011228,CUST05808,EVT1001,G10,B18A,82,0,0,1
5986,T000670,CUST14825,EVT1001,G4,B6B,52,1,0,0
5987,T016850,CUST14408,EVT1002,G2,B14E,89,0,0,1
5988,T005930,CUST02560,EVT1001,G2,B7E,145,0,0,1
5989,T007326,CUST13068,EVT1002,G7,B4A,64,0,0,1
5990,T004451,CUST11280,EVT1001,G9,B7B,129,0,0,1
5991,T005111,CUST12799,EVT1001,G2,B18B,143,0,0,1
5992,T001013,CUST06987,EVT1002,G5,B1B,115,0,0,1
5993,T018536,CUST03900,EVT1001,G9,B5D,69,0,0,1
5994,T000317,CUST12479,EVT1002,G10,B3A,44,1,0,0
5995,T003242,CUST04836,EVT1002,G2,B2E,123,0,0,1
5996,T016514,CUST07651,EVT1002,G1,B1A,40,0,0,1
5997,T002945,CUST00632,EVT1002,G10,B2E,19,0,0,1
5998,T014478,CUST07193,EVT1002,G10,B18C,51,1,0,0
5999,T002920,CUST02438,EVT1002,G3,B11A,17,0,0,1
6000,T011566,CUST07819,EVT1002,G2,B11D,64,0,0,1
6001,T006785,CUST12944,EVT1002,G1,B8C,109,0,0,1
6002,T013164,CUST00838,EVT1001,G2,B2A,132,0,0,1
6003,T002389,CUST02140,EVT1001,G8,B14B,10,0,0,1
6004,T011162,CUST08961,EVT1001,G6,B11B,73,0,0,1
6005,T000360,CUST00777,EVT1002,G2,B11D,5,0,0,1
6006,T019252,CUST03675,EVT1002,G5,B5C,62,0,0,1
6007,T007500,CUST00146,EVT1002,G7,B6E,48,0,0,1
6008,T014546,CUST03782,EVT1001,G4,B7E,14,0,0,1
6009,T001120,CUST10082,EVT1001,G3,B11B,2,0,0,1
6010,T004528,CUST04363,EVT1002,G2,B13D,96,0,0,1
6011,T017285,CUST10876,EVT1001,G3,B3B,20,0,0,1
6012,T013306,CUST14866,EVT1001,G2,B2A,47,1,0,0
6013,T004881,CUST10307,EVT1002,G9,B14D,77,0,0,1
6014,T011811,CUST07980,EVT1002,G2,B5E,113,0,0,1
6015,T014793,CUST10132,EVT1002,G1,B6B,87,0,0,1
6016,T013082,CUST07425,EVT1002,G6,B5C,85,0,0,1
6017,T015831,CUST02589,EVT1001,G4,B13E,37,0,0,1
6018,T013321,CUST14569,EVT1002,G10,B2E,65,0,0,1
6019,T001577,CUST03314,EVT1001,G7,B7A,35,0,0,1
6020,T014484,CUST05875,EVT1001,G2,B14C,144,0,0,1
6021,T003067,CUST03860,EVT1002,G4,B5E,25,0,0,1
6022,T019674,CUST08903,EVT1002,G5,B6E,111,0,0,1
6023,T003119,CUST05900,EVT1002,G8,B15D,91,0,0,1
6024,T019119,CUST02654,EVT1002,G8,B19B,23,1,0,0
6025,T009995,CUST08482,EVT1001,G2,B1C,126,0,0,1
6026,T011857,CUST13822,EVT1002,G6,B1B,150,0,0,1
6027,T014742,CUST07299,EVT1002,G8,B5C,65,0,0,1
6028,T016448,CUST07093,EVT1002,G9,B16B,80,0,0,1
6029,T018122,CUST12021,EVT1002,G5,B17B,122,0,0,1
6030,T019352,CUST13693,EVT1001,G2,B3B,105,0,0,1
6031,T007598,CUST02762,EVT1001,G4,B1B,63,0,0,1
6032,T003278,CUST04096,EVT1001,G1,B14B,87,0,0,1
6033,T000902,CUST01579,EVT1002,G3,B8A,26,0,0,1
6034,T006272,CUST03843,EVT1001,G6,B18D,25,0,0,1
6035,T009320,CUST09017,EVT1002,G3,B2B,150,0,0,1
6036,T016361,CUST11347,EVT1002,G5,B20C,24,0,0,1
6037,T002864,CUST08854,EVT1002,G9,B14B,78,0,0,1
6038,T008486,CUST07255,EVT1001,G4,B4D,86,0,0,1
6039,T006918,CUST04776,EVT1002,G8,B14D,0,0,0,1
6040,T014045,CUST09624,EVT1002,G4,B7C,107,1,0,0
6041,T007837,CUST06642,EVT1002,G3,B8B,110,0,0,1
6042,T017747,CUST08355,EVT1002,G8,B10B,65,0,0,1
6043,T001053,CUST04304,EVT1001,G6,B3D,98,0,0,1
6044,T019853,CUST06843,EVT1001,G5,B5E,69,0,0,1
6045,T018563,CUST03252,EVT1002,G8,B3A,56,0,0,1
6046,T003866,CUST10874,EVT1001,G8,B2D,114,0,0,1
6047,T019540,CUST12419,EVT1002,G10,B17D,137,0,1,0
6048,T014647,CUST02713,EVT1001,G3,B2B,133,1,0,0
6049,T009413,CUST03762,EVT1001,G1,B13B,84,0,0,1
6050,T017356,CUST05378,EVT1001,G7,B6C,90,0,0,1
6051,T003781,CUST10685,EVT1001,G7,B17D,10,0,0,1
6052,T009435,CUST04060,EVT1001,G7,B8C,146,1,0,0
6053,T001617,CUST09591,EVT1001,G6,B8B,150,0,0,1
6054,T016360,CUST02643,EVT1002,G5,B8A,109,0,0,1
6055,T017949,CUST09855,EVT1002,G3,B3A,94,0,0,1
6056,T004503,CUST14595,EVT1001,G1,B3D,18,0,0,1
6057,T010530,CUST03812,EVT1002,G2,B13B,1,0,0,1
6058,T003438,CUST00429,EVT1001,G10,B5C,89,0,0,1
6059,T017952,CUST10954,EVT1002,G9,B5A,115,0,0,1
6060,T011656,CUST04874,EVT1002,G3,B11A,38,0,0,1
6061,T003834,CUST00366,EVT1002,G9,B13A,131,0,0,1
6062,T002097,CUST10322,EVT1002,G7,B6D,87,0,0,1
6063,T019770,CUST12088,EVT1001,G2,B14E,107,0,0,1
6064,T002528,CUST00490,EVT1002,G9,B12B,38,0,0,1
6065,T003325,CUST08032,EVT1001,G2,B7D,60,0,0,1
6066,T008950,CUST10641,EVT1002,G8,B20B,52,0,0,1
6067,T015569,CUST08559,EVT1002,G7,B1C,61,0,0,1
6068,T007802,CUST04380,EVT1001,G5,B5B,1,0,0,1
6069,T017354,CUST06132,EVT1001,G3,B9C,112,0,0,1
6070,T004762,CUST12069,EVT1001,G10,B16E,135,0,0,1
6071,T000427,CUST08536,EVT1001,G9,B6A,139,0,0,1
6072,T012071,CUST04149,EVT1001,G9,B13B,117,0,0,1
6073,T016279,CUST13707,EVT1001,G3,B1D,45,0,0,1
6074,T009573,CUST06298,EVT1001,G9,B5A,93,0,0,1
6075,T017786,CUST09918,EVT1001,G8,B4D,64,0,0,1
6076,T007312,CUST01057,EVT1002,G4,B17C,145,0,0,1
6077,T006483,CUST04631,EVT1001,G1,B8A,98,0,0,1
6078,T004768,CUST00019,EVT1002,G5,B5A,101,0,0,1
6079,T002714,CUST05516,EVT1002,G6,B15A,93,0,0,1
6080,T000151,CUST04276,EVT1001,G10,B6A,2,0,0,1
6081,T004559,CUST10237,EVT1002,G3,B13C,25,0,0,1
6082,T004650,CUST07347,EVT1002,G3,B20A,139,0,0,1
6083,T018108,CUST05704,EVT1001,G1,B4D,148,0,0,1
6084,T012325,CUST02323,EVT1001,G6,B5C,142,0,0,1
6085,T000385,CUST01031,EVT1002,G3,B7A,23,0,0,1
6086,T017202,CUST03159,EVT1002,G9,B20B,99,0,0,1
6087,T010757,CUST12496,EVT1001,G2,B3C,2,0,0,1
6088,T016262,CUST12207,EVT1001,G10,B12A,62,0,0,1
6089,T019679,CUST05111,EVT1002,G4,B8C,138,0,0,1
6090,T009135,CUST10263,EVT1001,G1,B14A,114,0,0,1
6091,T010033,CUST01524,EVT1002,G10,B5A,81,0,0,1
6092,T000636,CUST12749,EVT1002,G1,B6C,124,0,0,1
6093,T009253,CUST05218,EVT1001,G1,B19B,138,1,0,0
6094,T017995,CUST01450,EVT1002,G9,B19A,25,0,0,1
6095,T015645,CUST04425,EVT1002,G8,B18E,100,0,0,1
6096,T015748,CUST11128,EVT1002,G8,B14D,110,1,0,0
6097,T010584,CUST13324,EVT1002,G9,B17E,76,0,0,1
6098,T010472,CUST00662,EVT1001,G1,B14D,11,0,0,1
6099,T018826,CUST07698,EVT1002,G7,B14D,10,0,0,1
6100,T012965,CUST05065,EVT1002,G2,B14B,129,1,0,0
6101,T013463,CUST07082,EVT1002,G3,B14B,54,0,0,1
6102,T009168,CUST01828,EVT1002,G2,B10A,148,0,0,1
6103,T011830,CUST13244,EVT1001,G3,B6B,43,0,0,1
6104,T007709,CUST00807,EVT1002,G9,B7D,44,0,1,0
6105,T016400,CUST01092,EVT1002,G4,B20E,104,0,0,1
6106,T017789,CUST01520,EVT1001,G9,B12D,138,0,0,1
6107,T007359,CUST10524,EVT1001,G2,B11B,79,0,0,1
6108,T003746,CUST07839,EVT1002,G6,B5B,83,0,0,1
6109,T014328,CUST10522,EVT1002,G4,B7E,106,0,0,1
6110,T009517,CUST04985,EVT1002,G7,B16D,82,0,0,1
6111,T019351,CUST06203,EVT1001,G1,B12C,54,1,0,0
6112,T003861,CUST08041,EVT1002,G5,B18C,61,0,0,1
6113,T013125,CUST11935,EVT1001,G10,B3D,22,0,0,1
6114,T009405,CUST06926,EVT1001,G7,B2D,52,0,0,1
6115,T005903,CUST08559,EVT1001,G1,B16E,127,0,0,1
6116,T015601,CUST10970,EVT1001,G5,B17C,71,0,0,1
6117,T005323,CUST10805,EVT1002,G4,B16E,17,0,0,1
6118,T018180,CUST07990,EVT1002,G4,B19C,59,0,0,1
6119,T009850,CUST08565,EVT1001,G10,B2C,65,0,0,1
6120,T003010,CUST00820,EVT1001,G8,B2E,10,0,0,1
6121,T013819,CUST12514,EVT1002,G7,B5D,134,0,0,1
6122,T005945,CUST05189,EVT1002,G6,B8B,111,0,0,1
6123,T006655,CUST11371,EVT1002,G10,B2A,63,0,0,1
6124,T019938,CUST14646,EVT1002,G6,B8E,128,0,0,1
6125,T011574,CUST04897,EVT1002,G4,B11B,120,0,0,1
6126,T006110,CUST02401,EVT1001,G2,B16C,127,0,0,1
6127,T001461,CUST02774,EVT1001,G4,B8E,146,0,0,1
6128,T008976,CUST07782,EVT1001,G10,B12A,37,0,0,1
6129,T008168,CUST11146,EVT1001,G2,B20B,47,0,0,1
6130,T010519,CUST02051,EVT1002,G2,B11B,7,0,0,1
6131,T017153,CUST09188,EVT1001,G9,B16C,71,0,0,1
6132,T018203,CUST06530,EVT1002,G3,B19D,147,0,0,1
6133,T005610,CUST02859,EVT1001,G6,B1A,24,0,0,1
6134,T018580,CUST13292,EVT1001,G1,B20C,115,0,0,1
6135,T004206,CUST07352,EVT1002,G10,B13E,100,1,0,0
6136,T003997,CUST07203,EVT1001,G7,B18D,44,0,0,1
6137,T008511,CUST04962,EVT1002,G8,B1C,102,0,0,1
6138,T015127,CUST08620,EVT1001,G7,B4B,115,0,0,1
6139,T009275,CUST02227,EVT1001,G2,B18A,14,0,0,1
6140,T017399,CUST05168,EVT1001,G2,B20A,53,0,0,1
6141,T012302,CUST06820,EVT1001,G10,B17D,43,0,0,1
6142,T018808,CUST00447,EVT1001,G8,B13B,44,0,0,1
6143,T012021,CUST01695,EVT1001,G7,B15B,8,0,0,1
6144,T005240,CUST13233,EVT1002,G5,B14E,84,0,0,1
6145,T019196,CUST09435,EVT1002,G6,B12A,73,0,1,0
6146,T016803,CUST09165,EVT1001,G7,B13B,86,0,0,1
6147,T006291,CUST12661,EVT1002,G6,B12A,51,0,0,1
6148,T002256,CUST06776,EVT1002,G10,B8C,124,0,0,1
6149,T004153,CUST06132,EVT1002,G5,B10A,91,0,1,0
6150,T013125,CUST01661,EVT1001,G6,B16A,119,1,0,0
6151,T001754,CUST04341,EVT1001,G8,B17C,39,1,0,0
6152,T005667,CUST08948,EVT1002,G6,B4C,36,0,0,1
6153,T014430,CUST05103,EVT1001,G1,B12A,53,0,0,1
6154,T002393,CUST10387,EVT1001,G9,B7B,73,0,0,1
6155,T005133,CUST00829,EVT1002,G10,B4A,74,0,0,1
6156,T012047,CUST07732,EVT1002,G7,B5D,114,0,0,1
6157,T006202,CUST09027,EVT1002,G6,B8D,56,1,0,0
6158,T014226,CUST03366,EVT1001,G4,B5B,57,0,0,1
6159,T004360,CUST07850,EVT1002,G2,B12D,32,0,0,1
6160,T005117,CUST14869,EVT1001,G10,B4D,83,0,0,1
6161,T003743,CUST09897,EVT1002,G1,B1D,136,0,0,1
6162,T019144,CUST02157,EVT1001,G6,B8B,73,0,0,1
6163,T017664,CUST05822,EVT1001,G2,B19B,59,0,0,1
6164,T003898,CUST05557,EVT1001,G1,B15D,84,0,1,0
6165,T006475,CUST00690,EVT1002,G9,B18C,17,0,0,1
6166,T013313,CUST09972,EVT1001,G7,B13D,69,0,0,1
6167,T012717,CUST03507,EVT1001,G7,B6A,149,0,0,1
6168,T014199,CUST01327,EVT1002,G9,B10D,43,0,0,1
6169,T010474,CUST04954,EVT1002,G6,B10A,131,0,0,1
6170,T008609,CUST13116,EVT1002,G10,B2C,144,0,0,1
6171,T018211,CUST11170,EVT1002,G6,B13B,87,0,0,1
6172,T008115,CUST09496,EVT1002,G7,B14E,105,0,0,1
6173,T008673,CUST06150,EVT1001,G5,B10E,124,0,0,1
6174,T016591,CUST06910,EVT1002,G8,B15B,2,0,0,1
6175,T005243,CUST14988,EVT1001,G7,B4A,65,0,0,1
6176,T009765,CUST14838,EVT1001,G5,B14C,136,0,0,1
6177,T006449,CUST03559,EVT1002,G6,B17C,100,0,0,1
6178,T019263,CUST08617,EVT1001,G4,B17C,104,0,0,1
6179,T001261,CUST03943,EVT1001,G9,B3B,23,0,0,1
6180,T014087,CUST04336,EVT1002,G3,B20B,131,1,0,0
6181,T007389,CUST14225,EVT1002,G8,B3C,143,0,1,0
6182,T009425,CUST03753,EVT1001,G8,B7D,57,1,0,0
6183,T016334,CUST08322,EVT1002,G4,B17B,70,0,0,1
6184,T018455,CUST11658,EVT1001,G6,B15C,4,0,0,1
6185,T013867,CUST03530,EVT1001,G3,B16E,62,1,0,0
6186,T018317,CUST12218,EVT1002,G6,B6B,23,0,0,1
6187,T019000,CUST13907,EVT1002,G10,B5A,74,0,0,1
6188,T016131,CUST02219,EVT1002,G3,B4D,104,1,0,0
6189,T009338,CUST05377,EVT1001,G1,B1C,116,1,0,0
6190,T010650,CUST10828,EVT1002,G4,B14C,41,0,0,1
6191,T015103,CUST12848,EVT1002,G6,B16E,80,0,0,1
6192,T008871,CUST08017,EVT1001,G5,B10E,126,0,0,1
6193,T002899,CUST08305,EVT1002,G5,B5A,80,0,0,1
6194,T018928,CUST12720,EVT1001,G7,B18D,65,0,0,1
6195,T015725,CUST02886,EVT1001,G10,B14D,100,0,0,1
6196,T008181,CUST11638,EVT1002,G1,B15B,105,0,0,1
6197,T000173,CUST04162,EVT1002,G7,B4C,150,0,0,1
6198,T005378,CUST14239,EVT1001,G9,B1D,85,0,0,1
6199,T009518,CUST01169,EVT1002,G8,B9A,124,0,0,1
6200,T007540,CUST04259,EVT1002,G9,B18B,90,0,1,0
6201,T000519,CUST01839,EVT1002,G7,B2A,82,0,0,1
6202,T007498,CUST02826,EVT1001,G5,B14C,59,0,0,1
6203,T006590,CUST14119,EVT1002,G9,B3D,70,0,0,1
6204,T015182,CUST07384,EVT1002,G2,B10C,35,0,0,1
6205,T001813,CUST04899,EVT1002,G4,B10C,82,0,0,1
6206,T009751,CUST14039,EVT1002,G5,B6A,7,0,0,1
6207,T015048,CUST00381,EVT1002,G4,B14B,51,0,0,1
6208,T019065,CUST03925,EVT1002,G6,B10B,57,0,0,1
6209,T014230,CUST01126,EVT1002,G3,B6E,8,0,0,1
6210,T003017,CUST01303,EVT1001,G6,B11A,114,0,0,1
6211,T000439,CUST11570,EVT1002,G3,B20B,80,0,0,1
6212,T002970,CUST01014,EVT1001,G6,B1B,147,0,0,1
6213,T010574,CUST02837,EVT1002,G9,B17E,17,0,0,1
6214,T013805,CUST14095,EVT1002,G7,B17B,101,0,0,1
6215,T018818,CUST05720,EVT1001,G1,B18D,105,0,0,1
6216,T014290,CUST05962,EVT1001,G7,B6C,134,0,0,1
6217,T014679,CUST01365,EVT1002,G5,B7B,19,0,0,1
6218,T010830,CUST12120,EVT1002,G4,B18C,26,0,1,0
6219,T009281,CUST00032,EVT1001,G8,B3C,150,0,0,1
6220,T015792,CUST11393,EVT1002,G10,B9D,141,0,0,1
6221,T006691,CUST08337,EVT1002,G1,B6E,69,0,0,1
6222,T002107,CUST14987,EVT1001,G2,B13D,44,1,0,0
6223,T010327,CUST03640,EVT1001,G5,B1E,46,0,0,1
6224,T013917,CUST09561,EVT1002,G10,B7C,66,0,0,1
6225,T014122,CUST13102,EVT1001,G6,B9E,66,0,0,1
6226,T000040,CUST04391,EVT1002,G3,B9E,107,0,0,1
6227,T018604,CUST05046,EVT1001,G6,B7A,76,0,0,1
6228,T012531,CUST13216,EVT1001,G7,B2C,105,0,0,1
6229,T014401,CUST08328,EVT1002,G8,B2B,63,0,0,1
6230,T012379,CUST00081,EVT1002,G1,B6B,96,0,0,1
6231,T019311,CUST01690,EVT1001,G9,B7D,108,0,0,1
6232,T004386,CUST11066,EVT1002,G2,B16D,0,1,0,0
6233,T013375,CUST13567,EVT1002,G4,B15D,63,1,0,0
6234,T009410,CUST14637,EVT1002,G8,B13B,50,0,0,1
6235,T001164,CUST07568,EVT1001,G1,B8C,145,0,0,1
6236,T001107,CUST06048,EVT1002,G7,B14C,103,1,0,0
6237,T008635,CUST00996,EVT1002,G7,B10A,31,0,0,1
6238,T017084,CUST08962,EVT1001,G6,B6A,112,0,0,1
6239,T006748,CUST07035,EVT1001,G9,B2E,62,0,0,1
6240,T002515,CUST14964,EVT1002,G6,B8E,105,0,0,1
6241,T017117,CUST10699,EVT1002,G8,B3B,104,1,0,0
6242,T004016,CUST11701,EVT1002,G3,B4B,63,0,0,1
6243,T017391,CUST12822,EVT1002,G10,B13D,133,0,0,1
6244,T018867,CUST11979,EVT1002,G8,B7C,74,0,0,1
6245,T014871,CUST14361,EVT1002,G3,B9A,53,0,0,1
6246,T012060,CUST01762,EVT1001,G9,B16D,150,0,0,1
6247,T013054,CUST07784,EVT1002,G1,B7E,147,0,0,1
6248,T003193,CUST03145,EVT1002,G8,B16A,65,0,0,1
6249,T010174,CUST10851,EVT1001,G6,B18D,112,0,0,1
6250,T000679,CUST06781,EVT1001,G7,B3D,135,0,0,1
6251,T006831,CUST04856,EVT1001,G8,B6A,37,0,0,1
6252,T011984,CUST14338,EVT1002,G5,B20D,45,0,0,1
6253,T015119,CUST10868,EVT1001,G7,B9D,89,1,0,0
6254,T000325,CUST05844,EVT1001,G8,B9B,74,0,0,1
6255,T002145,CUST05195,EVT1001,G1,B10D,127,0,0,1
6256,T009601,CUST11188,EVT1001,G7,B15D,18,0,0,1
6257,T007227,CUST13116,EVT1001,G5,B7B,110,0,0,1
6258,T014503,CUST08946,EVT1001,G5,B16B,150,0,0,1
6259,T004406,CUST05909,EVT1002,G7,B20C,85,0,0,1
6260,T019381,CUST11053,EVT1002,G4,B15E,141,0,0,1
6261,T014699,CUST11894,EVT1001,G6,B20A,124,1,0,0
6262,T010776,CUST10528,EVT1001,G7,B11E,52,0,0,1
6263,T012970,CUST00936,EVT1001,G1,B9A,94,0,0,1
6264,T010029,CUST04962,EVT1001,G6,B9D,103,1,0,0
6265,T011976,CUST02508,EVT1001,G2,B1B,20,0,0,1
6266,T009487,CUST02613,EVT1002,G3,B7E,11,0,0,1
6267,T012383,CUST04551,EVT1001,G5,B11C,79,0,0,1
6268,T001522,CUST05688,EVT1002,G4,B4D,64,0,0,1
6269,T011413,CUST01327,EVT1002,G10,B7E,29,0,0,1
6270,T019231,CUST12166,EVT1002,G8,B6B,108,0,0,1
6271,T007829,CUST05465,EVT1001,G4,B18C,76,1,1,0
6272,T011419,CUST00709,EVT1001,G6,B3A,19,0,0,1
6273,T009500,CUST10418,EVT1002,G4,B16E,85,0,0,1
6274,T014051,CUST03490,EVT1001,G5,B3E,94,0,0,1
6275,T016862,CUST10740,EVT1001,G9,B20A,138,0,0,1
6276,T000555,CUST06640,EVT1001,G6,B20C,133,0,0,1
6277,T008747,CUST01636,EVT1002,G8,B11A,37,0,0,1
6278,T019616,CUST02280,EVT1001,G6,B10D,24,0,0,1
6279,T011961,CUST07400,EVT1001,G3,B11D,136,0,0,1
6280,T017087,CUST04625,EVT1001,G9,B5A,21,0,0,1
6281,T011547,CUST01508,EVT1001,G2,B9B,14,0,0,1
6282,T011797,CUST12068,EVT1001,G9,B5A,116,0,1,0
6283,T002529,CUST01152,EVT1001,G10,B11E,130,0,0,1
6284,T002714,CUST06371,EVT1001,G1,B7B,59,0,0,1
6285,T001253,CUST14902,EVT1001,G7,B20E,128,0,0,1
6286,T019495,CUST05082,EVT1001,G8,B16A,124,0,0,1
6287,T013247,CUST08132,EVT1001,G6,B15D,28,0,0,1
6288,T007508,CUST12749,EVT1001,G9,B19D,10,0,0,1
6289,T013948,CUST12989,EVT1002,G10,B4A,98,0,0,1
6290,T000662,CUST04726,EVT1002,G7,B17B,100,0,0,1
6291,T016473,CUST01423,EVT1001,G5,B7B,93,0,0,1
6292,T002637,CUST11682,EVT1001,G2,B7B,66,0,0,1
6293,T003218,CUST08117,EVT1001,G7,B15B,44,0,0,1
6294,T017949,CUST03336,EVT1001,G8,B8E,34,1,0,0
6295,T019135,CUST06466,EVT1001,G9,B9A,96,0,0,1
6296,T011411,CUST03517,EVT1002,G8,B16B,100,0,0,1
6297,T002044,CUST02279,EVT1001,G1,B8C,128,0,0,1
6298,T010800,CUST07582,EVT1001,G2,B8A,99,0,1,0
6299,T007432,CUST08919,EVT1002,G2,B1B,36,0,0,1
6300,T013561,CUST00065,EVT1002,G6,B19E,4,0,0,1
6301,T013815,CUST13492,EVT1001,G10,B2B,20,0,0,1
6302,T003234,CUST05527,EVT1002,G9,B3D,93,0,0,1
6303,T018840,CUST14425,EVT1002,G1,B17E,107,0,0,1
6304,T000260,CUST08601,EVT1002,G10,B5D,83,0,0,1
6305,T005117,CUST06927,EVT1001,G10,B6E,84,1,0,0
6306,T008228,CUST00521,EVT1002,G9,B1B,129,0,1,0
