complaint_id,citizen_id,raw_text,detected_type,ward_id,lat,lon,severity,waiting_minutes,assigned_team_id,heap_priority_score
CMP006308,CZ00558,Overflowing dustbin,garbage,W13,12.955898,77.542077,5,3880,TEAM03,0.959
CMP006309,CZ02678,Damaged road patch,pothole,W07,12.897334,77.542163,1,238,TEAM07,0.142
CMP006310,CZ00636,Smell from waste,garbage,W19,12.871041,77.5147,1,3058,TEAM01,0.403
CMP006311,CZ04677,Water leakage on road,water_leak,W09,12.821783,77.522795,5,1872,TEAM04,0.773
CMP006312,CZ02349,Pipe burst near house,water_leak,W09,12.866314,77.535167,2,1835,TEAM07,0.41
CMP006313,CZ07165,Clogged sewage line,drainage,W11,12.937837,77.433873,4,2038,TEAM10,0.669
CMP006314,CZ04176,Flickering street lamp,streetlight,W13,12.906918,77.520906,1,2481,TEAM06,0.35
CMP006315,CZ06529,Deep pothole near junction,pothole,W15,12.852055,77.539274,1,472,TEAM07,0.164
CMP006316,CZ05044,Clogged sewage line,drainage,W11,12.887999,77.516336,1,628,TEAM08,0.178
CMP006317,CZ00759,Smell from waste,garbage,W11,12.838173,77.453468,1,4264,TEAM05,0.515
CMP006318,CZ04259,Deep pothole near junction,pothole,W11,12.823951,77.441005,4,1919,TEAM10,0.658
CMP006319,CZ06802,Overflowing dustbin,garbage,W03,12.901372,77.47744,5,1418,TEAM02,0.731
CMP006320,CZ02641,Pipe burst near house,water_leak,W04,12.944924,77.476814,2,631,TEAM04,0.298
CMP006321,CZ04275,Blocked drain,drainage,W05,12.823113,77.44893,1,3965,TEAM08,0.487
CMP006322,CZ05159,Pole light fused,streetlight,W11,12.91736,77.529466,4,706,TEAM07,0.545
CMP006323,CZ07538,Sewage water overflow,water_leak,W14,12.947946,77.443956,2,2255,,0.449
CMP006324,CZ05221,Pole light fused,streetlight,W10,12.943298,77.524173,1,415,TEAM02,0.158
CMP006325,CZ06188,Broken road surface,pothole,W20,12.89293,77.538643,3,3052,,0.643
CMP006326,CZ00006,Sewage water overflow,water_leak,W09,12.876714,77.470555,2,1446,TEAM08,0.374
CMP006327,CZ02639,Garbage not collected,garbage,W20,12.947862,77.442398,2,3370,TEAM03,0.552
CMP006328,CZ00299,Sewage water overflow,water_leak,W09,12.924422,77.579465,3,2599,TEAM06,0.601
CMP006329,CZ05890,Clogged sewage line,drainage,W17,12.83048,77.538963,5,3596,TEAM08,0.933
CMP006330,CZ06163,Drainage overflowing,drainage,W20,12.837117,77.57166,2,1115,TEAM08,0.343
CMP006331,CZ03190,Big pothole on road,pothole,W11,12.960893,77.484023,5,941,TEAM08,0.687
CMP006332,CZ06206,Big pothole on road,pothole,W05,12.846742,77.487936,4,4206,TEAM06,0.869
CMP006333,CZ06400,Clogged sewage line,drainage,W11,12.922175,77.558919,1,354,TEAM05,0.153
CMP006334,CZ06007,Pipe burst near house,water_leak,W08,12.964697,77.463307,2,1665,TEAM06,0.394
CMP006335,CZ07860,Blocked drain,drainage,W15,12.883318,77.536787,5,1305,TEAM01,0.721
CMP006336,CZ03698,Overflowing dustbin,garbage,W11,12.879533,77.462794,2,3460,,0.56
CMP006337,CZ02340,Pole light fused,streetlight,W20,12.956721,77.483005,3,1703,TEAM06,0.518
CMP006338,CZ02596,Flickering street lamp,streetlight,W04,12.944818,77.459848,4,1754,TEAM09,0.642
CMP006339,CZ03304,Flickering street lamp,streetlight,W19,12.935842,77.538937,3,1527,TEAM09,0.501
CMP006340,CZ02788,Clogged sewage line,drainage,W08,12.966568,77.478785,3,420,TEAM01,0.399
CMP006341,CZ01577,Water leakage on road,water_leak,W06,12.887026,77.473339,1,1817,TEAM07,0.288
CMP006342,CZ06273,Big pothole on road,pothole,W20,12.880473,77.520061,5,3420,TEAM08,0.917
CMP006343,CZ04563,Dark road no lights,streetlight,W15,12.847755,77.493113,2,1941,TEAM10,0.42
CMP006344,CZ04481,Dark road no lights,streetlight,W09,12.870562,77.468705,3,3719,TEAM04,0.704
CMP006345,CZ04695,Pole light fused,streetlight,W13,12.95607,77.577917,4,188,,0.497
CMP006346,CZ02489,Pipe burst near house,water_leak,W06,12.972616,77.52919,3,1569,,0.505
CMP006347,CZ05354,Sewage water overflow,water_leak,W19,12.938058,77.568072,3,413,TEAM01,0.398
CMP006348,CZ00482,Water leakage on road,water_leak,W19,12.861303,77.420852,5,4121,TEAM06,0.982
CMP006349,CZ01032,Water leakage on road,water_leak,W07,12.918956,77.528579,3,4074,,0.737
CMP006350,CZ04199,Open manhole,drainage,W03,12.873445,77.434029,1,3589,TEAM08,0.452
CMP006351,CZ03244,Clogged sewage line,drainage,W09,12.953261,77.546246,2,483,TEAM04,0.285
CMP006352,CZ04104,Blocked drain,drainage,W03,12.97011,77.527211,1,2656,TEAM06,0.366
CMP006353,CZ05657,Open manhole,drainage,W08,12.897169,77.55488,3,1122,TEAM04,0.464
CMP006354,CZ03668,Broken road surface,pothole,W18,12.894854,77.512896,4,2847,TEAM04,0.744
CMP006355,CZ05185,Streetlight not working,streetlight,W14,12.875025,77.514226,1,3356,TEAM05,0.431
CMP006356,CZ06250,Overflowing dustbin,garbage,W14,12.963277,77.49464,4,1729,,0.64
CMP006357,CZ00797,Broken road surface,pothole,W18,12.967921,77.577415,4,20,,0.482
CMP006358,CZ04530,Flickering street lamp,streetlight,W11,12.957043,77.427647,1,1935,TEAM09,0.299
CMP006359,CZ00566,Street garbage pile,garbage,W13,12.904674,77.473662,1,1932,TEAM07,0.299
CMP006360,CZ00216,Sewage water overflow,water_leak,W15,12.853969,77.572197,5,437,TEAM03,0.64
CMP006361,CZ05502,Drainage overflowing,drainage,W04,12.888317,77.431788,4,3799,TEAM08,0.832
CMP006362,CZ06728,Pole light fused,streetlight,W12,12.863872,77.450216,2,579,TEAM01,0.294
CMP006363,CZ04381,Deep pothole near junction,pothole,W06,12.864848,77.56765,1,80,,0.127
CMP006364,CZ05567,Water leakage on road,water_leak,W01,12.898548,77.450532,3,885,TEAM06,0.442
CMP006365,CZ02063,Damaged road patch,pothole,W20,12.855737,77.516921,3,1865,TEAM09,0.533
CMP006366,CZ00695,Drainage overflowing,drainage,W18,12.899131,77.429157,1,750,TEAM04,0.189
CMP006367,CZ01396,Sewage water overflow,water_leak,W01,12.858563,77.477127,2,3967,TEAM04,0.607
CMP006368,CZ05534,Water supply leak,water_leak,W13,12.969878,77.470904,1,3898,,0.481
CMP006369,CZ02144,Drainage overflowing,drainage,W07,12.906692,77.447802,4,368,TEAM05,0.514
CMP006370,CZ03085,Broken road surface,pothole,W12,12.903181,77.53935,4,1681,TEAM06,0.636
CMP006371,CZ05160,Smell from waste,garbage,W09,12.866943,77.501543,1,2571,TEAM09,0.358
CMP006372,CZ07624,Clogged sewage line,drainage,W15,12.973027,77.541809,1,3899,TEAM07,0.481
CMP006373,CZ06104,Pole light fused,streetlight,W19,12.943345,77.523275,2,1092,TEAM04,0.341
CMP006374,CZ01536,Water leakage on road,water_leak,W16,12.881384,77.520102,4,1243,TEAM01,0.595
CMP006375,CZ06623,Drainage overflowing,drainage,W05,12.910481,77.48149,5,2332,TEAM02,0.816
CMP006376,CZ05998,Overflowing dustbin,garbage,W17,12.963759,77.526665,1,372,TEAM08,0.154
CMP006377,CZ07028,Flickering street lamp,streetlight,W19,12.890612,77.422038,2,719,TEAM07,0.307
CMP006378,CZ01254,Clogged sewage line,drainage,W04,12.962214,77.486029,1,2141,TEAM09,0.318
CMP006379,CZ06924,Streetlight not working,streetlight,W17,12.841731,77.470166,3,1283,TEAM06,0.479
CMP006380,CZ05214,Water leakage on road,water_leak,W17,12.916033,77.470667,5,2004,TEAM10,0.786
CMP006381,CZ07840,Sewage water overflow,water_leak,W11,12.873738,77.455825,3,956,TEAM09,0.449
CMP006382,CZ07016,Smell from waste,garbage,W03,12.893675,77.569605,1,3288,TEAM02,0.424
CMP006383,CZ07062,Garbage not collected,garbage,W17,12.937717,77.495348,5,3768,TEAM09,0.949
CMP006384,CZ07575,Water leakage on road,water_leak,W01,12.891299,77.506272,3,2887,TEAM10,0.627
CMP006385,CZ01692,Damaged road patch,pothole,W05,12.911315,77.497722,4,1823,TEAM02,0.649
CMP006386,CZ02785,Pipe burst near house,water_leak,W19,12.916418,77.57331,1,2258,,0.329
CMP006387,CZ05051,Pipe burst near house,water_leak,W04,12.942708,77.504462,4,862,TEAM07,0.56
CMP006388,CZ02637,Clogged sewage line,drainage,W06,12.968408,77.515665,4,1458,TEAM09,0.615
CMP006389,CZ02974,Overflowing dustbin,garbage,W13,12.85272,77.536021,3,2679,,0.608
CMP006390,CZ03333,Sewage water overflow,water_leak,W17,12.841255,77.553524,5,297,TEAM06,0.627
CMP006391,CZ02894,Open manhole,drainage,W15,12.903714,77.465386,5,3740,TEAM03,0.946
CMP006392,CZ01379,Sewage water overflow,water_leak,W08,12.839462,77.494838,5,4057,TEAM07,0.976
CMP006393,CZ05375,Pole light fused,streetlight,W11,12.89127,77.499924,1,4113,TEAM09,0.501
CMP006394,CZ03872,Blocked drain,drainage,W08,12.893994,77.483692,2,2695,TEAM01,0.49
CMP006395,CZ06642,Blocked drain,drainage,W08,12.858806,77.506724,3,2090,TEAM06,0.554
CMP006396,CZ00884,Drainage overflowing,drainage,W15,12.842947,77.55937,5,253,TEAM01,0.623
CMP006397,CZ06604,Drainage overflowing,drainage,W18,12.899629,77.483563,3,4023,TEAM09,0.733
CMP006398,CZ05581,Smell from waste,garbage,W11,12.870262,77.44897,3,1930,TEAM06,0.539
CMP006399,CZ01182,Water supply leak,water_leak,W05,12.929752,77.513234,3,155,,0.374
CMP006400,CZ03248,Overflowing dustbin,garbage,W04,12.966703,77.508076,4,1483,TEAM04,0.617
CMP006401,CZ02070,Overflowing dustbin,garbage,W01,12.883289,77.517739,5,373,TEAM02,0.635
CMP006402,CZ03216,Smell from waste,garbage,W12,12.836587,77.495918,3,4117,TEAM05,0.741
CMP006403,CZ03148,Open manhole,drainage,W08,12.922219,77.446244,5,3404,TEAM02,0.915
CMP006404,CZ07872,Blocked drain,drainage,W07,12.824251,77.543064,1,959,TEAM07,0.209
CMP006405,CZ04148,Streetlight not working,streetlight,W14,12.86319,77.438176,1,1043,TEAM05,0.217
CMP006406,CZ04042,Water leakage on road,water_leak,W06,12.8831,77.555501,3,3957,TEAM01,0.726
CMP006407,CZ03678,Open manhole,drainage,W03,12.927303,77.561819,3,3340,TEAM06,0.669
CMP006408,CZ02629,Blocked drain,drainage,W03,12.828837,77.483603,3,3188,TEAM10,0.655
CMP006409,CZ04839,Water supply leak,water_leak,W02,12.958179,77.534666,4,1913,,0.657
CMP006410,CZ04554,Streetlight not working,streetlight,W12,12.820551,77.505526,5,983,TEAM04,0.691
CMP006411,CZ06585,Sewage water overflow,water_leak,W13,12.965463,77.567869,1,1503,TEAM08,0.259
CMP006412,CZ07891,Water leakage on road,water_leak,W09,12.863901,77.439589,4,1787,TEAM02,0.645
CMP006413,CZ02269,Pipe burst near house,water_leak,W02,12.9295,77.5729,3,3933,TEAM06,0.724
CMP006414,CZ00687,Overflowing dustbin,garbage,W08,12.906386,77.523957,1,4097,TEAM03,0.499
CMP006415,CZ06074,Water supply leak,water_leak,W02,12.837738,77.547849,4,3302,TEAM01,0.786
CMP006416,CZ02952,Damaged road patch,pothole,W13,12.824027,77.459879,1,1147,TEAM04,0.226
CMP006417,CZ06540,Blocked drain,drainage,W15,12.856379,77.523754,1,470,TEAM06,0.164
CMP006418,CZ07443,Flickering street lamp,streetlight,W03,12.87015,77.468195,3,1204,TEAM07,0.471
CMP006419,CZ03842,Damaged road patch,pothole,W09,12.959281,77.505035,2,2241,,0.448
CMP006420,CZ07173,Damaged road patch,pothole,W05,12.880545,77.429711,5,2876,TEAM06,0.866
CMP006421,CZ00544,Overflowing dustbin,garbage,W05,12.876431,77.577766,4,4071,TEAM01,0.857
CMP006422,CZ03001,Open manhole,drainage,W20,12.977026,77.425768,3,485,TEAM02,0.405
CMP006423,CZ05430,Overflowing dustbin,garbage,W18,12.97962,77.511447,4,1903,TEAM01,0.656
CMP006424,CZ00487,Blocked drain,drainage,W20,12.863337,77.423873,5,494,TEAM07,0.646
CMP006425,CZ03379,Dark road no lights,streetlight,W20,12.825309,77.484459,3,3265,TEAM02,0.662
CMP006426,CZ03370,Water leakage on road,water_leak,W04,12.872409,77.475609,1,1730,TEAM10,0.28
CMP006427,CZ05329,Pipe burst near house,water_leak,W01,12.896378,77.535961,4,1880,TEAM10,0.654
CMP006428,CZ02877,Streetlight not working,streetlight,W01,12.968293,77.447122,4,1339,TEAM02,0.604
CMP006429,CZ04460,Street garbage pile,garbage,W02,12.916538,77.552072,1,3947,TEAM02,0.485
CMP006430,CZ00811,Flickering street lamp,streetlight,W18,12.975346,77.568102,1,12,,0.121
CMP006431,CZ04973,Overflowing dustbin,garbage,W16,12.957471,77.564131,5,1074,TEAM02,0.699
CMP006432,CZ05000,Sewage water overflow,water_leak,W19,12.892367,77.561926,3,2692,TEAM01,0.609
CMP006433,CZ00569,Dark road no lights,streetlight,W08,12.92188,77.447216,2,1101,TEAM08,0.342
CMP006434,CZ03859,Clogged sewage line,drainage,W02,12.943312,77.426201,4,129,TEAM04,0.492
CMP006435,CZ06716,Street garbage pile,garbage,W20,12.845534,77.486136,2,434,TEAM02,0.28
CMP006436,CZ06376,Street garbage pile,garbage,W12,12.826061,77.461345,1,1347,TEAM09,0.245
CMP006437,CZ07854,Streetlight not working,streetlight,W12,12.912128,77.560339,5,964,TEAM04,0.689
CMP006438,CZ02289,Deep pothole near junction,pothole,W17,12.882157,77.445829,3,2248,TEAM09,0.568
CMP006439,CZ04018,Overflowing dustbin,garbage,W14,12.947317,77.519629,1,1498,TEAM07,0.259
CMP006440,CZ04492,Deep pothole near junction,pothole,W05,12.876861,77.47697,4,2368,TEAM04,0.699
CMP006441,CZ03025,Big pothole on road,pothole,W02,12.900865,77.490323,2,2923,TEAM09,0.511
CMP006442,CZ02193,Deep pothole near junction,pothole,W18,12.834811,77.550285,5,319,TEAM08,0.63
CMP006443,CZ03758,Blocked drain,drainage,W13,12.912174,77.548147,5,2948,TEAM09,0.873
CMP006444,CZ06094,Overflowing dustbin,garbage,W19,12.890098,77.420242,2,1921,TEAM07,0.418
CMP006445,CZ01953,Pipe burst near house,water_leak,W15,12.82521,77.48301,5,1203,TEAM09,0.711
CMP006446,CZ00748,Damaged road patch,pothole,W04,12.840835,77.467364,5,2770,TEAM02,0.856
CMP006447,CZ04530,Pipe burst near house,water_leak,W07,12.949943,77.539948,3,1966,TEAM04,0.542
CMP006448,CZ04998,Big pothole on road,pothole,W03,12.893579,77.574307,2,486,TEAM06,0.285
CMP006449,CZ06690,Broken road surface,pothole,W20,12.848374,77.426159,5,3427,,0.917
CMP006450,CZ01819,Flickering street lamp,streetlight,W18,12.978322,77.473721,2,3495,TEAM09,0.564
CMP006451,CZ03577,Flickering street lamp,streetlight,W14,12.843996,77.540372,5,391,,0.636
CMP006452,CZ05234,Pole light fused,streetlight,W11,12.901159,77.572605,2,2195,TEAM10,0.443
CMP006453,CZ06994,Street garbage pile,garbage,W14,12.911466,77.538601,5,3639,TEAM09,0.937
CMP006454,CZ06823,Sewage water overflow,water_leak,W12,12.861447,77.421265,2,1149,TEAM09,0.346
CMP006455,CZ03335,Big pothole on road,pothole,W08,12.911999,77.496771,5,2325,TEAM03,0.815
CMP006456,CZ01484,Smell from waste,garbage,W11,12.869948,77.52447,1,787,TEAM09,0.193
CMP006457,CZ03218,Sewage water overflow,water_leak,W05,12.902174,77.463891,1,4283,TEAM06,0.517
CMP006458,CZ06534,Drainage overflowing,drainage,W11,12.905573,77.538464,4,589,TEAM10,0.535
CMP006459,CZ06358,Blocked drain,drainage,W17,12.934714,77.420385,3,4030,TEAM09,0.733
CMP006460,CZ07133,Water leakage on road,water_leak,W13,12.973982,77.477808,1,3971,TEAM02,0.488
CMP006461,CZ01139,Smell from waste,garbage,W13,12.912888,77.550724,5,3365,,0.912
CMP006462,CZ01655,Streetlight not working,streetlight,W05,12.835115,77.497319,4,1420,TEAM05,0.611
CMP006463,CZ00464,Broken road surface,pothole,W20,12.970453,77.552061,2,1235,TEAM01,0.354
CMP006464,CZ06600,Streetlight not working,streetlight,W07,12.861711,77.547112,2,2244,TEAM03,0.448
CMP006465,CZ01981,Open manhole,drainage,W14,12.923362,77.533669,1,2468,TEAM03,0.349
CMP006466,CZ04530,Pipe burst near house,water_leak,W11,12.844271,77.511014,5,777,TEAM08,0.672
CMP006467,CZ00227,Pole light fused,streetlight,W15,12.972737,77.493158,1,150,TEAM08,0.134
CMP006468,CZ00547,Blocked drain,drainage,W17,12.877782,77.45631,1,239,TEAM03,0.142
CMP006469,CZ00490,Clogged sewage line,drainage,W12,12.838645,77.52672,3,1651,TEAM04,0.513
CMP006470,CZ04533,Street garbage pile,garbage,W08,12.915807,77.486316,5,3512,TEAM05,0.925
CMP006471,CZ02133,Open manhole,drainage,W15,12.893755,77.534992,3,2818,TEAM07,0.621
CMP006472,CZ05872,Big pothole on road,pothole,W06,12.943061,77.526131,1,3929,TEAM09,0.484
CMP006473,CZ02180,Damaged road patch,pothole,W08,12.977144,77.436984,4,1118,TEAM01,0.584
CMP006474,CZ00235,Water supply leak,water_leak,W02,12.893069,77.541565,2,45,TEAM04,0.244
CMP006475,CZ02843,Overflowing dustbin,garbage,W15,12.875328,77.467902,5,958,TEAM10,0.689
CMP006476,CZ03035,Sewage water overflow,water_leak,W13,12.820807,77.422219,4,3179,TEAM02,0.774
CMP006477,CZ01382,Overflowing dustbin,garbage,W05,12.92789,77.453428,3,2366,TEAM01,0.579
CMP006478,CZ00854,Big pothole on road,pothole,W10,12.970466,77.518801,2,1093,,0.341
CMP006479,CZ03548,Blocked drain,drainage,W08,12.89999,77.540683,2,3674,TEAM05,0.58
CMP006480,CZ04755,Flickering street lamp,streetlight,W15,12.89931,77.433687,5,870,TEAM08,0.681
CMP006481,CZ07497,Open manhole,drainage,W11,12.937121,77.442077,3,3364,TEAM05,0.671
CMP006482,CZ04156,Flickering street lamp,streetlight,W04,12.971126,77.48636,3,1639,TEAM04,0.512
CMP006483,CZ02151,Dark road no lights,streetlight,W16,12.828218,77.467705,3,347,TEAM03,0.392
CMP006484,CZ06230,Overflowing dustbin,garbage,W03,12.921814,77.56907,5,3320,,0.907
CMP006485,CZ01296,Pole light fused,streetlight,W19,12.943934,77.438955,1,2818,TEAM05,0.381
CMP006486,CZ00727,Blocked drain,drainage,W11,12.954916,77.49258,4,2360,TEAM05,0.699
CMP006487,CZ06625,Big pothole on road,pothole,W13,12.858291,77.518675,1,2406,TEAM05,0.343
CMP006488,CZ00861,Flickering street lamp,streetlight,W13,12.870507,77.461197,5,3926,TEAM05,0.964
CMP006489,CZ07845,Blocked drain,drainage,W19,12.929616,77.512643,1,2106,TEAM02,0.315
CMP006490,CZ05470,Streetlight not working,streetlight,W08,12.944425,77.479507,1,810,,0.195
CMP006491,CZ04892,Pole light fused,streetlight,W06,12.872697,77.565597,4,165,TEAM03,0.495
CMP006492,CZ03179,Open manhole,drainage,W17,12.936238,77.432223,3,3649,TEAM01,0.698
CMP006493,CZ01848,Damaged road patch,pothole,W12,12.883441,77.524772,3,3602,TEAM01,0.694
CMP006494,CZ05108,Flickering street lamp,streetlight,W02,12.85208,77.545407,4,4225,,0.871
CMP006495,CZ07100,Dark road no lights,streetlight,W14,12.944424,77.529489,5,2810,TEAM02,0.86
CMP006496,CZ05522,Garbage not collected,garbage,W02,12.964388,77.444655,1,4061,TEAM02,0.496
CMP006497,CZ04621,Flickering street lamp,streetlight,W04,12.8591,77.453297,4,594,,0.535
CMP006498,CZ00422,Garbage not collected,garbage,W19,12.967906,77.566833,4,3252,TEAM04,0.781
CMP006499,CZ04682,Flickering street lamp,streetlight,W13,12.930937,77.431714,4,908,TEAM01,0.564
CMP006500,CZ02550,Smell from waste,garbage,W06,12.862238,77.510617,4,1219,,0.593
CMP006501,CZ00693,Deep pothole near junction,pothole,W18,12.88937,77.521097,3,1963,,0.542
CMP006502,CZ07772,Streetlight not working,streetlight,W02,12.928013,77.486931,1,2773,TEAM10,0.377
CMP006503,CZ05450,Pole light fused,streetlight,W13,12.961522,77.476696,2,2241,TEAM10,0.448
CMP006504,CZ03822,Smell from waste,garbage,W10,12.90951,77.501156,2,4111,,0.621
CMP006505,CZ01701,Open manhole,drainage,W03,12.956887,77.497004,1,1242,TEAM06,0.235
CMP006506,CZ05224,Clogged sewage line,drainage,W04,12.919514,77.482666,2,3418,TEAM01,0.556
CMP006507,CZ01807,Street garbage pile,garbage,W17,12.973496,77.515699,5,2963,TEAM02,0.874
CMP006508,CZ03568,Open manhole,drainage,W07,12.821954,77.496963,5,2352,,0.818
CMP006509,CZ06986,Water leakage on road,water_leak,W01,12.895784,77.455229,5,2543,,0.835
CMP006510,CZ05283,Deep pothole near junction,pothole,W18,12.946673,77.522544,5,756,TEAM10,0.67
CMP006511,CZ07422,Street garbage pile,garbage,W06,12.937922,77.464222,2,3004,,0.518
CMP006512,CZ00972,Sewage water overflow,water_leak,W10,12.934097,77.474128,2,2948,TEAM03,0.513
CMP006513,CZ07324,Street garbage pile,garbage,W16,12.894345,77.506726,3,1751,,0.522
CMP006514,CZ00146,Overflowing dustbin,garbage,W11,12.87795,77.496085,3,1872,TEAM02,0.533
CMP006515,CZ05453,Streetlight not working,streetlight,W02,12.853301,77.471998,2,2093,,0.434
CMP006516,CZ01887,Dark road no lights,streetlight,W06,12.943976,77.520346,5,2474,TEAM08,0.829
CMP006517,CZ04443,Water supply leak,water_leak,W13,12.867454,77.429129,3,598,TEAM02,0.415
CMP006518,CZ01985,Damaged road patch,pothole,W13,12.835977,77.536659,5,3854,TEAM01,0.957
CMP006519,CZ02301,Water supply leak,water_leak,W09,12.905492,77.531346,3,1597,TEAM01,0.508
CMP006520,CZ05757,Overflowing dustbin,garbage,W12,12.975334,77.466705,2,886,TEAM03,0.322
CMP006521,CZ03413,Garbage not collected,garbage,W05,12.854179,77.507006,5,2507,TEAM03,0.832
CMP006522,CZ04476,Water supply leak,water_leak,W18,12.917281,77.500207,4,421,TEAM06,0.519
CMP006523,CZ05513,Streetlight not working,streetlight,W19,12.911255,77.554275,1,758,TEAM03,0.19
CMP006524,CZ07394,Water supply leak,water_leak,W17,12.942206,77.494878,5,2342,TEAM03,0.817
CMP006525,CZ07867,Flickering street lamp,streetlight,W07,12.847774,77.447309,4,1370,TEAM04,0.607
CMP006526,CZ04873,Sewage water overflow,water_leak,W09,12.905102,77.49173,5,2848,TEAM03,0.864
CMP006527,CZ05289,Flickering street lamp,streetlight,W04,12.836779,77.476207,5,2670,,0.847
CMP006528,CZ05824,Pipe burst near house,water_leak,W09,12.969449,77.442843,1,2723,TEAM05,0.372
CMP006529,CZ01630,Pole light fused,streetlight,W10,12.874541,77.447014,4,2081,TEAM04,0.673
CMP006530,CZ06450,Pipe burst near house,water_leak,W16,12.87961,77.467,2,3047,TEAM08,0.522
CMP006531,CZ03093,Blocked drain,drainage,W17,12.888604,77.421011,4,3465,TEAM05,0.801
CMP006532,CZ06332,Flickering street lamp,streetlight,W03,12.853326,77.434833,2,3065,TEAM10,0.524
CMP006533,CZ02973,Sewage water overflow,water_leak,W15,12.968566,77.455811,1,3572,,0.451
CMP006534,CZ02208,Flickering street lamp,streetlight,W11,12.905558,77.448592,1,869,TEAM08,0.2
CMP006535,CZ07529,Garbage not collected,garbage,W09,12.936688,77.483923,3,141,TEAM04,0.373
CMP006536,CZ06278,Big pothole on road,pothole,W11,12.966878,77.439695,4,2319,TEAM02,0.695
CMP006537,CZ04933,Sewage water overflow,water_leak,W07,12.902519,77.462424,3,644,,0.42
CMP006538,CZ06331,Smell from waste,garbage,W05,12.881012,77.483997,2,2649,TEAM09,0.485
CMP006539,CZ01461,Overflowing dustbin,garbage,W02,12.91898,77.536776,3,1366,TEAM09,0.486
CMP006540,CZ07043,Damaged road patch,pothole,W13,12.910016,77.436426,2,1006,TEAM01,0.333
CMP006541,CZ05400,Pole light fused,streetlight,W05,12.867249,77.535568,5,2531,TEAM03,0.834
CMP006542,CZ03439,Clogged sewage line,drainage,W15,12.93504,77.561779,5,4193,,0.988
CMP006543,CZ05532,Smell from waste,garbage,W17,12.878166,77.55325,4,3613,TEAM05,0.815
CMP006544,CZ00733,Sewage water overflow,water_leak,W04,12.822267,77.545803,5,2562,,0.837
CMP006545,CZ04223,Overflowing dustbin,garbage,W20,12.906483,77.45691,3,4131,TEAM08,0.743
CMP006546,CZ05280,Blocked drain,drainage,W16,12.877842,77.518241,5,2975,TEAM06,0.875
CMP006547,CZ01020,Damaged road patch,pothole,W16,12.900295,77.492466,4,3015,TEAM06,0.759
CMP006548,CZ07674,Water leakage on road,water_leak,W10,12.841764,77.558329,4,3475,TEAM09,0.802
CMP006549,CZ06917,Drainage overflowing,drainage,W18,12.931557,77.448594,3,2639,TEAM06,0.604
CMP006550,CZ02242,Water leakage on road,water_leak,W08,12.879702,77.439578,3,1881,TEAM08,0.534
CMP006551,CZ02753,Flickering street lamp,streetlight,W08,12.893955,77.561119,2,3922,TEAM05,0.603
CMP006552,CZ02425,Drainage overflowing,drainage,W19,12.878469,77.439988,3,3664,TEAM10,0.699
CMP006553,CZ07976,Water leakage on road,water_leak,W03,12.911567,77.438629,3,2342,TEAM07,0.577
CMP006554,CZ04373,Clogged sewage line,drainage,W17,12.890523,77.572128,2,2217,TEAM04,0.445
CMP006555,CZ03241,Overflowing dustbin,garbage,W02,12.831587,77.465597,1,2658,TEAM07,0.366
CMP006556,CZ01780,Dark road no lights,streetlight,W15,12.911223,77.555152,3,1817,TEAM07,0.528
CMP006557,CZ06094,Garbage not collected,garbage,W02,12.936361,77.519497,4,1409,TEAM01,0.61
CMP006558,CZ02124,Big pothole on road,pothole,W06,12.858108,77.538805,1,2356,TEAM10,0.338
CMP006559,CZ07593,Overflowing dustbin,garbage,W14,12.930125,77.527222,4,243,TEAM08,0.502
CMP006560,CZ00911,Dark road no lights,streetlight,W07,12.85035,77.456558,1,1941,TEAM02,0.3
CMP006561,CZ05229,Water leakage on road,water_leak,W13,12.962208,77.501227,3,3040,TEAM10,0.641
CMP006562,CZ03960,Dark road no lights,streetlight,W08,12.907727,77.435745,4,3859,TEAM01,0.837
CMP006563,CZ01767,Street garbage pile,garbage,W10,12.912234,77.430667,5,3375,TEAM08,0.912
CMP006564,CZ01646,Water leakage on road,water_leak,W07,12.840248,77.55381,4,2858,TEAM02,0.745
CMP006565,CZ04919,Damaged road patch,pothole,W17,12.898276,77.478487,4,1764,TEAM07,0.643
CMP006566,CZ07834,Smell from waste,garbage,W11,12.890283,77.485327,1,228,TEAM09,0.141
CMP006567,CZ07661,Deep pothole near junction,pothole,W05,12.89164,77.486952,4,3660,,0.819
CMP006568,CZ01031,Deep pothole near junction,pothole,W07,12.849152,77.429405,5,2436,TEAM04,0.826
CMP006569,CZ04054,Broken road surface,pothole,W11,12.845165,77.543437,2,1252,TEAM07,0.356
CMP006570,CZ06478,Broken road surface,pothole,W03,12.84296,77.463093,4,3111,TEAM06,0.768
CMP006571,CZ06193,Flickering street lamp,streetlight,W13,12.916075,77.50589,5,1514,TEAM07,0.74
CMP006572,CZ06516,Water supply leak,water_leak,W06,12.952655,77.541651,1,2521,,0.353
CMP006573,CZ02451,Blocked drain,drainage,W05,12.824499,77.536984,2,3060,TEAM04,0.523
CMP006574,CZ03074,Streetlight not working,streetlight,W12,12.966675,77.513608,5,604,,0.656
CMP006575,CZ06247,Drainage overflowing,drainage,W04,12.911259,77.481734,1,3022,TEAM10,0.4
CMP006576,CZ05513,Water supply leak,water_leak,W04,12.977906,77.440567,1,333,TEAM01,0.151
