match_id,candidate_id,job_id,candidate_skills,job_required_skill,candidate_distance_km,candidate_experience_years,skill_match,match_score
3951,CAND0540,JOB1111,"cybersecurity,linux,git,javascript",flutter,45.2,2,0,0.059
3952,CAND0290,JOB0865,"sql,machine learning,cybersecurity,flutter,javascript",react,5.5,6,0,0.298
3953,CAND0704,JOB0498,"flutter,git,javascript",javascript,26.4,3,1,0.654
3954,CAND0220,JOB0921,"data analysis,java,git,flutter,machine learning",devops,41.3,12,0,0.275
3955,CAND0203,JOB0798,"react,node,testing",cybersecurity,28.7,3,0,0.145
3956,CAND0092,JOB0828,"machine learning,data analysis,java,javascript",docker,22.0,0,0,0.112
3957,CAND0028,JOB0582,"cybersecurity,sql,java,azure,docker",react,23.9,13,0,0.364
3958,CAND0522,JOB0019,"machine learning,react,azure,flutter,python,angular",python,17.1,3,1,0.692
3959,CAND0078,JOB0125,"react,azure,flutter,aws",testing,34.5,0,0,0.062
3960,CAND0316,JOB1036,"python,sql,azure,react",git,30.6,1,0,0.098
3961,CAND0140,JOB0364,"cybersecurity,node,testing,azure,blockchain",cybersecurity,3.1,5,1,0.788
3962,CAND0399,JOB0079,"testing,java,python,blockchain,angular",cpp,34.0,4,0,0.144
3963,CAND0302,JOB1105,"flutter,cpp,aws",python,28.1,11,0,0.308
3964,CAND0483,JOB0778,"angular,azure,blockchain,machine learning,git",cybersecurity,44.3,0,0,0.023
3965,CAND0153,JOB0133,"flutter,blockchain,git,aws,cybersecurity,sql",machine learning,3.9,3,0,0.244
3966,CAND0321,JOB1091,"git,machine learning,testing,linux,cybersecurity",cybersecurity,1.6,6,1,0.814
3967,CAND0632,JOB0883,"python,cpp,cybersecurity,flutter,testing,sql",testing,36.3,5,1,0.655
3968,CAND0054,JOB0338,"python,azure,sql,testing",cybersecurity,20.9,13,0,0.376
3969,CAND0355,JOB1110,"react,docker,java,git",linux,25.7,7,0,0.237
3970,CAND0682,JOB0136,"javascript,flutter,devops,aws,azure",flutter,31.0,7,1,0.716
3971,CAND0584,JOB0894,"cybersecurity,linux,testing,blockchain,machine learning",java,45.7,11,0,0.237
3972,CAND0448,JOB0859,"cybersecurity,sql,linux,node",cybersecurity,1.2,10,1,0.895
3973,CAND0300,JOB0777,"azure,cybersecurity,python,docker,git",blockchain,46.0,9,0,0.196
3974,CAND0048,JOB0501,"flutter,linux,blockchain,git",angular,30.9,11,0,0.296
3975,CAND0600,JOB0783,"angular,flutter,cpp,machine learning",sql,16.3,7,0,0.275
3976,CAND0412,JOB0208,"machine learning,azure,cybersecurity,react,linux",flutter,1.8,6,0,0.313
3977,CAND0390,JOB0152,"angular,azure,cybersecurity,data analysis",git,19.6,12,0,0.362
3978,CAND0492,JOB0159,"docker,javascript,cybersecurity,python,azure,git",cybersecurity,36.6,2,1,0.594
3979,CAND0602,JOB0640,"data analysis,aws,react",aws,5.5,7,1,0.818
3980,CAND0564,JOB0122,"git,devops,data analysis,docker,cpp,azure",docker,20.1,6,1,0.74
3981,CAND0169,JOB0736,"javascript,docker,flutter",docker,43.6,6,1,0.646
3982,CAND0225,JOB0384,"flutter,react,machine learning,javascript",blockchain,35.7,12,0,0.297
3983,CAND0422,JOB1018,"angular,data analysis,machine learning,linux,node,python",devops,12.5,2,0,0.19
3984,CAND0763,JOB0496,"devops,git,java,react",azure,20.9,15,0,0.416
3985,CAND0079,JOB1021,"docker,machine learning,angular,node,linux,flutter",cybersecurity,8.2,9,0,0.347
3986,CAND0068,JOB0300,"linux,java,flutter",devops,4.9,6,0,0.3
3987,CAND0004,JOB0779,"cybersecurity,data analysis,linux",python,25.7,0,0,0.097
3988,CAND0251,JOB0475,"python,cpp,sql",azure,9.0,1,0,0.184
3989,CAND0738,JOB1096,"git,flutter,javascript,linux,docker,cybersecurity",angular,46.6,10,0,0.214
3990,CAND0578,JOB0576,"linux,java,aws,data analysis,angular,react",cybersecurity,27.9,11,0,0.308
3991,CAND0275,JOB0487,"linux,sql,node,blockchain,cybersecurity,cpp",react,12.6,1,0,0.17
3992,CAND0329,JOB1060,"azure,sql,aws,flutter,linux",machine learning,9.2,1,0,0.183
3993,CAND0155,JOB0758,"java,blockchain,cpp",aws,17.6,3,0,0.19
3994,CAND0756,JOB0835,"git,java,flutter,data analysis,aws",javascript,12.3,8,0,0.311
3995,CAND0431,JOB0810,"react,node,cpp",python,33.4,5,0,0.166
3996,CAND0386,JOB0729,"sql,git,docker,java,data analysis,python",cybersecurity,3.3,2,0,0.227
3997,CAND0235,JOB0418,"node,angular,data analysis",testing,26.4,6,0,0.214
3998,CAND0520,JOB0545,"react,azure,flutter",aws,43.9,1,0,0.044
3999,CAND0145,JOB0410,"linux,cybersecurity,data analysis,blockchain",python,9.5,8,0,0.322
4000,CAND0011,JOB0009,"testing,blockchain,git",devops,6.0,3,0,0.236
4001,CAND0370,JOB0272,"blockchain,sql,java",testing,40.3,12,0,0.279
4002,CAND0162,JOB1121,"aws,docker,react",docker,32.0,13,1,0.832
4003,CAND0158,JOB1086,"git,flutter,testing,react,blockchain",react,21.6,7,1,0.754
4004,CAND0436,JOB0552,"cpp,blockchain,cybersecurity,azure,node",testing,20.5,14,0,0.398
4005,CAND0785,JOB0214,"python,data analysis,azure,cybersecurity,flutter",azure,13.0,9,1,0.828
4006,CAND0444,JOB0321,"blockchain,react,python,javascript,cpp",aws,8.6,11,0,0.386
4007,CAND0011,JOB0713,"machine learning,javascript,flutter,react,blockchain,git",react,26.4,3,1,0.654
4008,CAND0739,JOB0968,"git,python,javascript,machine learning,blockchain,linux",python,17.1,9,1,0.812
4009,CAND0628,JOB0931,"blockchain,machine learning,testing",data analysis,27.9,13,0,0.348
4010,CAND0445,JOB0942,"python,sql,data analysis",java,13.6,7,0,0.286
4011,CAND0784,JOB0740,"docker,angular,cpp",sql,7.0,15,0,0.472
4012,CAND0512,JOB0450,"python,sql,machine learning,linux,cybersecurity,git",node,45.2,13,0,0.279
4013,CAND0630,JOB0545,"flutter,react,azure,data analysis,aws",cybersecurity,45.8,7,0,0.157
4014,CAND0692,JOB0202,"angular,aws,git,cybersecurity,flutter",linux,31.5,13,0,0.334
4015,CAND0666,JOB0794,"docker,cpp,aws,git,java",data analysis,8.9,9,0,0.344
4016,CAND0194,JOB0291,"linux,react,git,javascript,node",machine learning,15.5,8,0,0.298
4017,CAND0772,JOB0081,"python,azure,cybersecurity,devops,machine learning",node,17.5,9,0,0.31
4018,CAND0256,JOB0175,"data analysis,java,cybersecurity,testing,cpp",python,9.3,2,0,0.203
4019,CAND0363,JOB0457,"python,linux,devops,git",cpp,42.6,0,0,0.03
4020,CAND0234,JOB0138,"react,linux,flutter,javascript,data analysis,git",sql,43.4,3,0,0.086
4021,CAND0403,JOB0073,"sql,cybersecurity,machine learning,react,javascript",data analysis,44.3,5,0,0.123
4022,CAND0250,JOB1009,"java,docker,react",blockchain,49.9,3,0,0.06
4023,CAND0513,JOB0147,"git,testing,machine learning,docker,flutter",machine learning,20.2,9,1,0.799
4024,CAND0403,JOB0169,"flutter,cpp,react",flutter,33.8,0,1,0.565
4025,CAND0014,JOB1184,"docker,javascript,cpp",angular,12.6,5,0,0.25
4026,CAND0083,JOB0251,"javascript,data analysis,aws,cybersecurity,azure,testing",docker,18.5,5,0,0.226
4027,CAND0713,JOB0049,"sql,python,devops,angular,cpp",node,33.0,3,0,0.128
4028,CAND0288,JOB1145,"flutter,java,devops,cpp,python,react",python,8.4,8,1,0.826
4029,CAND0548,JOB0239,"data analysis,docker,node,react,linux,cpp",git,0.2,4,0,0.279
4030,CAND0430,JOB0162,"testing,node,docker",java,45.6,3,0,0.078
4031,CAND0562,JOB0746,"data analysis,java,node,flutter,docker",docker,7.9,6,1,0.788
4032,CAND0778,JOB1193,"sql,react,flutter,linux",devops,8.1,4,0,0.248
4033,CAND0629,JOB0494,"flutter,node,python,testing,java,cpp",devops,28.9,14,0,0.364
4034,CAND0650,JOB1168,"aws,angular,git,testing,python",git,9.7,1,1,0.681
4035,CAND0215,JOB1082,"git,devops,java,javascript,azure",cpp,30.8,5,0,0.177
4036,CAND0573,JOB0781,"blockchain,java,cpp,linux,docker",flutter,17.7,8,0,0.289
4037,CAND0366,JOB0527,"testing,devops,linux,react,git",angular,38.5,15,0,0.346
4038,CAND0173,JOB0605,"cybersecurity,devops,sql,react,blockchain",linux,19.6,11,0,0.342
4039,CAND0051,JOB1049,"flutter,cpp,sql,blockchain",data analysis,16.0,9,0,0.316
4040,CAND0718,JOB0111,"aws,javascript,devops,data analysis",data analysis,28.3,13,1,0.847
4041,CAND0767,JOB0514,"azure,javascript,devops",flutter,36.9,2,0,0.092
4042,CAND0182,JOB0438,"sql,docker,angular",cybersecurity,20.0,4,0,0.2
4043,CAND0138,JOB0190,"cybersecurity,aws,python,git,machine learning",testing,2.4,12,0,0.43
4044,CAND0276,JOB0818,"cpp,cybersecurity,git",blockchain,20.6,7,0,0.258
4045,CAND0240,JOB1099,"sql,java,data analysis,python,git,flutter",react,8.8,0,0,0.165
4046,CAND0743,JOB0577,"testing,data analysis,cpp,aws,angular",python,27.5,15,0,0.39
4047,CAND0681,JOB0062,"cybersecurity,azure,machine learning,sql,docker,aws",sql,24.3,2,1,0.643
4048,CAND0777,JOB0692,"cpp,azure,aws,blockchain,docker,cybersecurity",blockchain,35.7,1,1,0.577
4049,CAND0701,JOB0961,"docker,cybersecurity,flutter,machine learning,react,angular",docker,15.4,11,1,0.858
4050,CAND0706,JOB0281,"java,aws,docker,data analysis,linux,cybersecurity",devops,3.8,11,0,0.405
4051,CAND0286,JOB0488,"cybersecurity,angular,aws,docker",aws,41.1,5,1,0.636
4052,CAND0779,JOB0373,"azure,git,testing,data analysis,python",cybersecurity,21.5,1,0,0.134
4053,CAND0147,JOB0780,"cybersecurity,docker,testing,git,blockchain",machine learning,41.5,12,0,0.274
4054,CAND0324,JOB0817,"blockchain,docker,data analysis",flutter,27.6,10,0,0.29
4055,CAND0462,JOB1120,"git,machine learning,data analysis",azure,38.4,12,0,0.286
4056,CAND0090,JOB0448,"node,angular,cpp,devops,sql,docker",aws,16.6,12,0,0.374
4057,CAND0178,JOB0016,"azure,cybersecurity,javascript,node",python,1.5,13,0,0.454
4058,CAND0306,JOB0390,"aws,machine learning,devops,azure",angular,2.9,3,0,0.248
4059,CAND0721,JOB0844,"git,aws,docker,blockchain,react,sql",cpp,31.9,5,0,0.172
4060,CAND0784,JOB0973,"data analysis,devops,angular,azure",azure,37.0,1,1,0.572
4061,CAND0624,JOB0139,"javascript,cybersecurity,node",node,31.1,8,1,0.736
4062,CAND0064,JOB0176,"azure,testing,javascript,devops,node,react",python,25.1,8,0,0.26
4063,CAND0168,JOB1076,"cybersecurity,azure,blockchain,cpp",java,20.2,3,0,0.179
4064,CAND0036,JOB0362,"react,node,sql,java,machine learning,git",cybersecurity,5.3,12,0,0.419
4065,CAND0065,JOB0763,"javascript,devops,angular,sql",python,3.3,7,0,0.327
4066,CAND0658,JOB0479,"blockchain,linux,cpp,data analysis,aws,python",azure,25.7,0,0,0.097
4067,CAND0123,JOB0349,"python,data analysis,cybersecurity,devops",flutter,1.1,7,0,0.336
4068,CAND0531,JOB0953,"aws,node,cybersecurity,devops,machine learning,flutter",git,18.5,15,0,0.426
4069,CAND0757,JOB0039,"react,flutter,angular",devops,48.6,9,0,0.186
4070,CAND0101,JOB0280,"machine learning,aws,data analysis",data analysis,48.1,7,1,0.648
4071,CAND0460,JOB0201,"flutter,git,docker,sql",aws,32.8,1,0,0.089
4072,CAND0378,JOB0802,"cybersecurity,react,devops,aws",node,48.7,5,0,0.105
4073,CAND0560,JOB0972,"java,sql,azure,blockchain",docker,34.2,2,0,0.103
4074,CAND0412,JOB1128,"python,aws,azure,flutter,cybersecurity,node",machine learning,45.8,2,0,0.057
4075,CAND0552,JOB1103,"cpp,cybersecurity,azure,aws",aws,29.3,3,1,0.643
4076,CAND0456,JOB0891,"blockchain,sql,java,javascript,angular",azure,25.3,6,0,0.219
4077,CAND0407,JOB0960,"sql,aws,docker,java",javascript,14.1,12,0,0.384
4078,CAND0669,JOB0841,"linux,cybersecurity,sql,cpp,react",blockchain,31.6,6,0,0.194
4079,CAND0277,JOB0231,"git,angular,cybersecurity",angular,32.2,14,1,0.851
4080,CAND0222,JOB0243,"react,linux,machine learning,cpp",data analysis,13.4,0,0,0.146
4081,CAND0122,JOB1045,"blockchain,data analysis,cybersecurity,java",aws,21.3,14,0,0.395
4082,CAND0618,JOB0942,"docker,node,git,azure",cybersecurity,15.6,14,0,0.418
4083,CAND0748,JOB1188,"azure,cybersecurity,angular,java,git",machine learning,42.2,14,0,0.311
4084,CAND0743,JOB1062,"flutter,javascript,angular,react,python",flutter,34.6,3,1,0.622
4085,CAND0420,JOB0440,"cybersecurity,linux,devops,javascript,react,data analysis",python,20.8,8,0,0.277
4086,CAND0139,JOB0844,"devops,sql,docker,node,flutter,cybersecurity",cpp,14.4,0,0,0.142
4087,CAND0698,JOB0890,"linux,react,data analysis,javascript,docker",flutter,45.8,0,0,0.017
4088,CAND0261,JOB0093,"blockchain,sql,aws",cpp,19.7,7,0,0.261
4089,CAND0029,JOB0753,"java,python,flutter,node,testing,devops",git,11.2,9,0,0.335
4090,CAND0154,JOB0945,"cybersecurity,javascript,blockchain,node",angular,29.3,13,0,0.343
4091,CAND0486,JOB0927,"devops,cpp,node,angular",javascript,1.4,1,0,0.214
4092,CAND0282,JOB0140,"blockchain,docker,react,git,javascript,aws",javascript,20.5,3,1,0.678
4093,CAND0330,JOB0280,"cpp,javascript,linux",react,44.6,7,0,0.162
4094,CAND0613,JOB0386,"cpp,flutter,angular",devops,26.6,10,0,0.294
4095,CAND0664,JOB0755,"testing,azure,java,sql,aws,blockchain",flutter,16.6,11,0,0.354
4096,CAND0462,JOB0449,"azure,blockchain,machine learning,docker,data analysis",aws,27.1,13,0,0.352
4097,CAND0277,JOB1094,"flutter,angular,testing,cpp,docker,react",python,30.8,2,0,0.117
4098,CAND0021,JOB0949,"javascript,azure,blockchain,node,git",sql,39.5,12,0,0.282
4099,CAND0555,JOB0207,"javascript,blockchain,sql",react,0.5,4,0,0.278
4100,CAND0036,JOB0149,"linux,devops,angular,sql,node",react,15.7,12,0,0.377
4101,CAND0145,JOB0229,"devops,cybersecurity,testing,python",angular,41.2,6,0,0.155
4102,CAND0740,JOB0877,"java,azure,sql,cybersecurity,node,react",data analysis,36.0,8,0,0.216
4103,CAND0121,JOB0144,"sql,machine learning,aws,javascript,node,java",python,23.4,13,0,0.366
4104,CAND0537,JOB0206,"javascript,java,devops,docker,cybersecurity",testing,37.5,4,0,0.13
4105,CAND0322,JOB0711,"testing,azure,angular,flutter,linux",aws,22.3,1,0,0.131
4106,CAND0086,JOB0905,"linux,cybersecurity,machine learning",cpp,45.9,11,0,0.236
4107,CAND0429,JOB0840,"python,git,cybersecurity",angular,27.9,4,0,0.168
4108,CAND0394,JOB0654,"linux,javascript,testing,flutter",python,4.6,7,0,0.322
4109,CAND0571,JOB1146,"sql,react,devops,java,python",flutter,21.2,5,0,0.215
4110,CAND0724,JOB0892,"machine learning,devops,azure,python,cpp,aws",azure,45.9,11,1,0.736
4111,CAND0054,JOB0124,"aws,testing,machine learning,git,data analysis,java",linux,4.4,11,0,0.402
4112,CAND0175,JOB0464,"azure,machine learning,python,sql,node",javascript,42.8,14,0,0.309
4113,CAND0652,JOB0570,"machine learning,azure,angular,data analysis",aws,6.8,8,0,0.333
4114,CAND0161,JOB1032,"python,angular,react,testing,flutter",blockchain,28.5,9,0,0.266
4115,CAND0669,JOB1131,"git,devops,sql,azure,linux",sql,34.0,4,1,0.644
4116,CAND0612,JOB0549,"react,data analysis,node,blockchain,python,testing",node,29.0,9,1,0.764
4117,CAND0574,JOB0203,"git,cybersecurity,python,machine learning,blockchain,sql",data analysis,48.7,6,0,0.125
4118,CAND0420,JOB1091,"devops,docker,azure",git,33.1,0,0,0.068
4119,CAND0267,JOB1005,"flutter,sql,data analysis",python,36.2,10,0,0.255
4120,CAND0035,JOB0808,"cpp,cybersecurity,git",git,32.9,1,1,0.588
4121,CAND0525,JOB1176,"angular,data analysis,flutter,devops,aws,cpp",react,21.8,2,0,0.153
4122,CAND0475,JOB0280,"cpp,blockchain,linux,azure,sql,flutter",machine learning,8.5,3,0,0.226
4123,CAND0663,JOB1172,"testing,node,sql,docker,blockchain,flutter",python,34.4,13,0,0.322
4124,CAND0741,JOB0097,"flutter,docker,javascript,python,cybersecurity",aws,5.6,5,0,0.278
4125,CAND0585,JOB0747,"node,java,python,azure",data analysis,27.3,12,0,0.331
4126,CAND0160,JOB0449,"sql,flutter,azure,git,cybersecurity,docker",python,33.5,11,0,0.286
4127,CAND0716,JOB0822,"react,java,cpp,cybersecurity,angular",java,33.1,2,1,0.608
4128,CAND0054,JOB0080,"git,react,devops,aws",aws,6.3,8,1,0.835
4129,CAND0700,JOB0076,"machine learning,node,aws",azure,3.8,14,0,0.465
4130,CAND0316,JOB0584,"java,testing,docker",docker,18.2,13,1,0.887
4131,CAND0178,JOB1040,"data analysis,docker,linux,flutter,cpp,aws",git,11.5,6,0,0.274
4132,CAND0610,JOB0424,"java,sql,cybersecurity,git,data analysis,blockchain",aws,38.1,9,0,0.228
4133,CAND0399,JOB0181,"linux,azure,react,sql,java",python,47.0,4,0,0.092
4134,CAND0160,JOB1164,"python,sql,flutter,devops,aws,git",cpp,45.6,5,0,0.118
4135,CAND0504,JOB0373,"sql,linux,azure,data analysis,flutter,testing",data analysis,39.1,4,1,0.624
4136,CAND0159,JOB0088,"node,angular,javascript",cpp,30.1,3,0,0.14
4137,CAND0030,JOB0736,"blockchain,testing,react,azure",java,28.6,4,0,0.166
4138,CAND0245,JOB0668,"java,machine learning,javascript,react",linux,16.0,15,0,0.436
4139,CAND0529,JOB0317,"azure,node,data analysis",flutter,10.0,2,0,0.2
4140,CAND0169,JOB0680,"angular,flutter,sql,azure,node,java",react,4.6,11,0,0.402
4141,CAND0616,JOB1128,"testing,linux,aws,git",cybersecurity,24.1,7,0,0.244
4142,CAND0027,JOB0439,"java,flutter,data analysis,docker",azure,36.9,11,0,0.272
4143,CAND0351,JOB0350,"testing,devops,azure,sql,node",git,27.9,1,0,0.108
4144,CAND0339,JOB0070,"react,python,devops",git,24.2,11,0,0.323
4145,CAND0677,JOB0553,"react,javascript,flutter",java,28.4,4,0,0.166
4146,CAND0700,JOB0013,"docker,linux,python,testing,sql",flutter,13.1,6,0,0.268
4147,CAND0724,JOB1085,"cpp,linux,git",python,22.3,1,0,0.131
4148,CAND0419,JOB0502,"python,devops,flutter",testing,28.1,11,0,0.308
4149,CAND0293,JOB1045,"machine learning,git,sql,linux",react,26.0,5,0,0.196
4150,CAND0014,JOB0072,"react,javascript,sql,flutter,machine learning",sql,16.1,9,1,0.816
4151,CAND0674,JOB0306,"machine learning,testing,sql",docker,3.5,1,0,0.206
4152,CAND0032,JOB0010,"react,java,devops,docker,azure,aws",linux,39.9,6,0,0.16
4153,CAND0130,JOB0853,"flutter,git,angular,docker,react,devops",flutter,19.0,11,1,0.844
4154,CAND0707,JOB0689,"java,linux,node,cybersecurity",node,19.9,7,1,0.76
4155,CAND0306,JOB1187,"angular,node,blockchain,docker,react",angular,46.8,5,1,0.613
4156,CAND0045,JOB0396,"data analysis,linux,java,devops,blockchain,docker",docker,4.7,5,1,0.781
4157,CAND0062,JOB0137,"cybersecurity,linux,aws",cpp,3.3,14,0,0.467
4158,CAND0607,JOB0044,"docker,data analysis,aws,angular,node,machine learning",devops,37.2,15,0,0.351
4159,CAND0226,JOB0125,"linux,cpp,machine learning,git,python",blockchain,10.9,1,0,0.176
4160,CAND0309,JOB0667,"flutter,sql,node",docker,18.6,14,0,0.406
4161,CAND0192,JOB1068,"azure,machine learning,aws,java,react,testing",machine learning,46.8,10,1,0.713
4162,CAND0682,JOB1185,"machine learning,python,aws,cpp,testing",azure,47.4,9,0,0.19
4163,CAND0349,JOB0021,"flutter,docker,blockchain,react",flutter,26.3,3,1,0.655
4164,CAND0629,JOB1164,"flutter,react,machine learning",cpp,38.4,6,0,0.166
4165,CAND0663,JOB0748,"testing,git,flutter,angular,cpp",machine learning,16.3,12,0,0.375
4166,CAND0727,JOB0510,"node,aws,cpp,git",linux,49.1,11,0,0.224
4167,CAND0761,JOB1094,"sql,machine learning,python,react,cybersecurity,testing",docker,10.0,8,0,0.32
4168,CAND0401,JOB0557,"java,git,react,node",git,46.7,6,1,0.633
4169,CAND0376,JOB1051,"node,javascript,git",machine learning,40.7,15,0,0.337
4170,CAND0458,JOB0315,"cybersecurity,data analysis,flutter,javascript,docker",git,32.0,2,0,0.112
4171,CAND0484,JOB0484,"data analysis,linux,javascript,react,git,python",devops,40.8,7,0,0.177
4172,CAND0488,JOB0756,"cybersecurity,java,linux,git",angular,20.3,6,0,0.239
4173,CAND0795,JOB0059,"javascript,aws,azure,git",react,44.3,8,0,0.183
4174,CAND0223,JOB0789,"azure,aws,angular,python,cpp,testing",java,38.4,2,0,0.086
4175,CAND0397,JOB0979,"devops,azure,data analysis,cybersecurity",angular,32.3,1,0,0.091
4176,CAND0065,JOB0994,"aws,azure,git",flutter,8.8,4,0,0.245
4177,CAND0741,JOB0301,"linux,flutter,testing",node,16.4,10,0,0.334
4178,CAND0580,JOB0003,"sql,cybersecurity,machine learning,data analysis,azure",react,22.0,8,0,0.272
4179,CAND0312,JOB1042,"azure,flutter,linux,machine learning,angular",aws,33.3,12,0,0.307
4180,CAND0207,JOB1157,"java,blockchain,linux,testing",react,26.0,3,0,0.156
4181,CAND0154,JOB0280,"git,aws,azure",aws,22.3,12,1,0.851
4182,CAND0234,JOB0854,"testing,devops,react,cybersecurity,blockchain,angular",react,42.7,11,1,0.749
4183,CAND0185,JOB1086,"aws,javascript,machine learning",data analysis,27.8,1,0,0.109
4184,CAND0344,JOB0579,"node,aws,angular,linux",machine learning,1.0,5,0,0.296
4185,CAND0016,JOB0635,"testing,java,flutter,cybersecurity,angular",docker,39.3,13,0,0.303
4186,CAND0261,JOB0424,"docker,react,aws,angular",angular,37.8,13,1,0.809
4187,CAND0773,JOB1174,"react,azure,cybersecurity,cpp",linux,25.1,5,0,0.2
4188,CAND0029,JOB0850,"git,aws,blockchain,testing,python",docker,20.9,13,0,0.376
4189,CAND0716,JOB0924,"aws,blockchain,linux,cpp,java",machine learning,38.3,5,0,0.147
4190,CAND0547,JOB1190,"cybersecurity,java,node,cpp,azure",aws,41.8,9,0,0.213
4191,CAND0745,JOB0909,"machine learning,linux,angular,testing,python,aws",aws,44.9,10,1,0.72
4192,CAND0532,JOB0933,"angular,cpp,java,testing",aws,11.7,0,0,0.153
4193,CAND0646,JOB0087,"cybersecurity,blockchain,react",react,42.5,5,1,0.63
4194,CAND0505,JOB0730,"aws,cpp,linux,java,docker",data analysis,29.5,14,0,0.362
4195,CAND0303,JOB0032,"linux,cpp,devops,angular",flutter,20.7,8,0,0.277
4196,CAND0245,JOB0834,"node,machine learning,react,blockchain,sql",angular,38.0,7,0,0.188
4197,CAND0262,JOB0761,"git,flutter,sql",react,21.4,3,0,0.174
4198,CAND0647,JOB1199,"node,sql,flutter",aws,45.8,14,0,0.297
4199,CAND0533,JOB0855,"blockchain,sql,docker,node,data analysis,cybersecurity",aws,30.0,14,0,0.36
4200,CAND0252,JOB0835,"react,git,linux,sql,testing,azure",aws,15.8,14,0,0.417
4201,CAND0347,JOB0612,"azure,git,blockchain,java,docker,linux",java,32.9,11,1,0.788
4202,CAND0560,JOB0394,"javascript,python,react",react,31.7,9,1,0.753
4203,CAND0239,JOB0501,"testing,react,docker,machine learning,git,cpp",react,13.5,7,1,0.786
4204,CAND0405,JOB0813,"sql,python,javascript,flutter,data analysis",flutter,41.2,14,1,0.815
4205,CAND0639,JOB1169,"aws,flutter,cpp,react,azure,linux",machine learning,47.4,3,0,0.07
4206,CAND0226,JOB0875,"cpp,cybersecurity,javascript,python,flutter,blockchain",cybersecurity,24.5,13,1,0.862
4207,CAND0568,JOB1080,"data analysis,docker,devops,node,git,machine learning",react,15.5,8,0,0.298
4208,CAND0590,JOB0913,"testing,linux,devops",node,19.9,3,0,0.18
4209,CAND0626,JOB1099,"sql,git,react,cybersecurity",cpp,38.2,6,0,0.167
4210,CAND0790,JOB0649,"java,aws,testing,cpp,node,data analysis",javascript,44.2,10,0,0.223
4211,CAND0586,JOB0252,"machine learning,data analysis,blockchain,react,javascript",azure,2.1,11,0,0.412
4212,CAND0652,JOB0105,"linux,docker,azure,node,cpp",sql,12.4,9,0,0.33
4213,CAND0529,JOB0803,"java,azure,devops",blockchain,30.4,3,0,0.138
4214,CAND0681,JOB0298,"react,testing,blockchain",java,20.2,11,0,0.339
4215,CAND0359,JOB1101,"blockchain,aws,devops,node,python,git",javascript,47.8,14,0,0.289
4216,CAND0004,JOB0363,"python,azure,data analysis",data analysis,38.2,1,1,0.567
4217,CAND0114,JOB0984,"python,machine learning,git,react",machine learning,36.4,14,1,0.834
4218,CAND0014,JOB0628,"flutter,cybersecurity,azure,python,testing",linux,26.4,1,0,0.114
4219,CAND0678,JOB0684,"devops,azure,testing,git,cpp,linux",angular,28.8,7,0,0.225
4220,CAND0536,JOB0150,"linux,blockchain,java,git",aws,18.2,11,0,0.347
4221,CAND0727,JOB0748,"devops,java,cybersecurity",testing,26.8,15,0,0.393
4222,CAND0787,JOB0893,"react,java,docker,sql,node",git,34.5,9,0,0.242
4223,CAND0437,JOB1143,"sql,javascript,testing",testing,24.6,9,1,0.782
4224,CAND0618,JOB0904,"data analysis,cpp,react,angular",aws,49.7,2,0,0.041
4225,CAND0620,JOB0154,"flutter,blockchain,data analysis,java,python,javascript",python,7.1,13,1,0.932
4226,CAND0112,JOB0460,"azure,java,linux,git,python,angular",machine learning,8.9,10,0,0.364
4227,CAND0554,JOB0743,"data analysis,git,devops,angular,linux,react",azure,47.9,5,0,0.108
4228,CAND0150,JOB1118,"java,sql,python,flutter",sql,36.6,3,1,0.614
4229,CAND0295,JOB1142,"azure,javascript,react,blockchain",react,28.3,1,1,0.607
4230,CAND0419,JOB0214,"azure,javascript,node,data analysis,testing",flutter,5.8,11,0,0.397
4231,CAND0298,JOB0904,"python,blockchain,javascript,aws,node,linux",blockchain,43.2,15,1,0.827
4232,CAND0769,JOB0566,"machine learning,python,cybersecurity,git,devops",flutter,13.2,3,0,0.207
4233,CAND0659,JOB0263,"java,machine learning,javascript,data analysis",blockchain,6.1,13,0,0.436
4234,CAND0395,JOB0322,"angular,java,python,react,azure,machine learning",node,39.7,1,0,0.061
4235,CAND0398,JOB0848,"docker,git,flutter,react,aws",flutter,9.3,12,1,0.903
4236,CAND0628,JOB0693,"javascript,react,sql",aws,32.3,1,0,0.091
4237,CAND0566,JOB0879,"javascript,testing,docker",javascript,15.7,2,1,0.677
4238,CAND0729,JOB0275,"machine learning,testing,git,blockchain",java,28.0,11,0,0.308
4239,CAND0320,JOB0914,"react,aws,linux,testing,java",linux,33.7,13,1,0.825
4240,CAND0098,JOB0684,"angular,devops,python",devops,30.6,15,1,0.878
4241,CAND0033,JOB0301,"cpp,cybersecurity,machine learning,java,angular",machine learning,11.0,14,1,0.936
4242,CAND0250,JOB0763,"cpp,node,devops,cybersecurity",git,15.6,9,0,0.318
4243,CAND0132,JOB0902,"node,cybersecurity,linux,azure,python,angular",aws,37.5,8,0,0.21
4244,CAND0109,JOB0553,"cpp,python,java,data analysis,azure",blockchain,13.1,1,0,0.168
4245,CAND0725,JOB0155,"testing,devops,git",azure,6.4,0,0,0.174
4246,CAND0736,JOB0351,"angular,data analysis,aws,react,java",python,30.2,7,0,0.219
4247,CAND0190,JOB0151,"cpp,blockchain,sql",javascript,21.9,14,0,0.392
