trip_id,rider_id,driver_id,pickup_zone,dropoff_zone,pickup_time_min,trip_distance_km,base_fare,surge_multiplier,final_fare
5317,2015,450,Z7,Z13,676,4.45,79.35,1.42,112.68
5318,62,737,Z19,Z5,600,6.96,126.46,1.45,183.37
5319,745,438,Z17,Z6,837,20.06,284.38,1.43,406.66
5320,1357,249,Z20,Z3,388,14.7,243.46,1.34,326.24
5321,847,624,Z14,Z18,1005,11.11,193.46,1.27,245.69
5322,2988,218,Z6,Z13,260,18.87,269.58,1.23,331.58
5323,767,554,Z20,Z2,264,19.12,216.4,1.22,264.01
5324,2309,288,Z2,Z15,1363,16.64,234.76,1.13,265.28
5325,1358,757,Z13,Z11,159,7.65,116.63,1.5,174.94
5326,714,717,Z9,Z14,867,24.47,364.12,1.27,462.43
5327,1126,51,Z1,Z20,2,14.26,212.96,1.43,304.53
5328,935,300,Z13,Z3,1360,3.71,70.68,1.33,94.0
5329,2715,357,Z18,Z18,708,20.38,247.96,1.48,366.98
5330,1555,601,Z6,Z4,817,23.08,362.15,1.28,463.55
5331,977,84,Z14,Z11,281,22.74,342.18,1.24,424.3
5332,1123,314,Z11,Z19,1025,17.51,186.18,1.06,197.35
5333,150,211,Z6,Z13,931,23.75,372.49,1.24,461.89
5334,1972,625,Z15,Z1,1057,6.35,100.56,1.17,117.66
5335,1062,645,Z12,Z15,178,14.88,204.95,1.35,276.68
5336,1457,682,Z10,Z5,1131,8.75,161.05,1.7,273.79
5337,2258,588,Z8,Z18,1435,1.46,51.06,1.43,73.02
5338,968,353,Z6,Z10,63,18.26,190.56,1.2,228.67
5339,1802,555,Z4,Z20,1260,14.97,218.15,1.13,246.51
5340,1611,461,Z4,Z18,1406,4.51,89.44,1.35,120.74
5341,2903,100,Z13,Z10,653,11.98,143.12,1.11,158.86
5342,2817,450,Z3,Z3,1159,18.7,203.6,1.03,209.71
5343,2426,214,Z7,Z9,853,5.81,102.75,1.05,107.89
5344,2811,603,Z5,Z2,409,24.67,391.75,1.25,489.69
5345,2442,759,Z9,Z7,1312,14.37,233.29,1.36,317.27
5346,1587,692,Z15,Z10,363,13.81,167.61,1.31,219.57
5347,2705,589,Z14,Z17,859,15.55,238.63,1.32,314.99
5348,2156,505,Z6,Z4,84,14.05,216.84,1.01,219.01
5349,2885,697,Z15,Z4,904,7.73,128.55,1.02,131.12
5350,2086,143,Z20,Z2,18,6.29,98.35,1.32,129.82
5351,1107,220,Z14,Z20,696,14.71,209.71,1.01,211.81
5352,2608,509,Z4,Z13,481,5.92,93.05,1.94,180.52
5353,2479,147,Z20,Z5,1347,6.97,103.39,1.26,130.27
5354,793,730,Z14,Z2,1165,13.5,150.78,1.65,248.79
5355,617,114,Z2,Z16,806,16.99,178.37,1.41,251.5
5356,1918,313,Z19,Z6,384,15.0,196.5,1.47,288.86
5357,1153,118,Z15,Z5,1151,18.78,188.66,1.28,241.48
5358,1616,788,Z12,Z16,594,2.49,58.81,1.91,112.33
5359,264,55,Z4,Z5,1115,21.79,218.67,1.82,397.98
5360,349,410,Z17,Z11,848,5.35,91.02,1.41,128.34
5361,32,324,Z18,Z5,1262,18.04,211.56,1.13,239.06
5362,654,662,Z19,Z15,96,14.14,217.94,1.31,285.5
5363,1435,632,Z4,Z4,13,5.51,97.09,1.02,99.03
5364,249,197,Z14,Z12,977,10.17,130.79,1.06,138.64
5365,2427,670,Z19,Z18,475,9.46,126.37,1.22,154.17
5366,125,178,Z9,Z5,1198,17.96,213.34,1.72,366.94
5367,134,777,Z5,Z5,768,12.97,180.47,1.45,261.68
5368,706,529,Z6,Z2,1410,6.35,107.59,1.26,135.56
5369,545,518,Z16,Z20,880,24.48,334.04,1.35,450.95
5370,2167,50,Z2,Z7,1212,3.94,78.92,1.45,114.43
5371,2119,198,Z11,Z15,354,18.3,276.14,1.34,370.03
5372,440,246,Z10,Z1,198,19.18,251.71,1.29,324.71
5373,1406,682,Z5,Z14,1375,13.16,169.88,1.03,174.98
5374,2937,79,Z2,Z3,1423,20.96,326.86,1.06,346.47
5375,948,436,Z5,Z20,1299,9.47,165.53,1.38,228.43
5376,448,747,Z7,Z6,470,5.53,87.85,1.32,115.96
5377,940,500,Z10,Z4,892,22.33,352.83,1.13,398.7
5378,2321,456,Z7,Z6,1273,4.16,80.46,1.13,90.92
5379,1139,573,Z13,Z9,36,10.51,139.75,1.12,156.52
5380,1956,482,Z11,Z19,11,14.62,148.92,1.45,215.93
5381,690,190,Z19,Z6,1171,10.23,124.12,1.33,165.08
5382,2972,340,Z5,Z18,884,6.22,81.05,1.46,118.33
5383,109,549,Z12,Z5,515,11.58,174.43,1.36,237.22
5384,583,395,Z8,Z9,1050,17.52,218.27,1.36,296.85
5385,2891,89,Z17,Z17,182,6.82,91.7,1.18,108.21
5386,449,13,Z20,Z2,991,21.84,300.39,1.41,423.55
5387,260,62,Z16,Z16,398,6.02,95.26,1.07,101.93
5388,1751,797,Z17,Z10,690,22.12,261.51,1.11,290.28
5389,1815,231,Z13,Z20,1252,17.52,244.49,1.21,295.83
5390,84,337,Z9,Z9,735,15.65,167.03,1.38,230.5
5391,115,711,Z3,Z18,165,16.55,198.92,1.47,292.41
5392,1917,254,Z6,Z7,923,11.7,195.49,1.12,218.95
5393,910,222,Z7,Z7,336,16.7,268.05,1.31,351.15
5394,184,113,Z14,Z11,1370,8.53,105.91,1.45,153.57
5395,2222,121,Z19,Z15,866,20.69,213.68,1.46,311.97
5396,718,483,Z20,Z13,1326,21.72,228.8,1.34,306.59
5397,648,649,Z15,Z9,392,18.7,261.5,1.28,334.72
5398,30,77,Z9,Z16,174,21.57,245.79,1.15,282.66
5399,1720,335,Z12,Z3,402,1.88,53.95,1.16,62.58
5400,513,636,Z13,Z12,842,23.97,228.9,1.44,329.62
5401,2458,524,Z14,Z9,973,20.43,250.07,1.41,352.6
5402,2839,628,Z19,Z8,819,24.56,276.6,1.03,284.9
5403,2599,79,Z3,Z6,430,1.03,41.88,1.36,56.96
5404,2465,113,Z5,Z6,5,16.1,261.73,1.06,277.43
5405,1354,447,Z19,Z7,464,24.26,388.96,1.36,528.99
5406,353,342,Z14,Z17,452,9.19,143.4,1.17,167.78
5407,1869,315,Z17,Z8,1307,8.1,128.57,1.18,151.71
5408,2639,250,Z9,Z18,1033,20.27,221.85,1.18,261.78
5409,2354,748,Z19,Z6,123,7.58,100.12,1.05,105.13
5410,2995,614,Z18,Z9,826,23.52,372.71,1.05,391.35
5411,2138,151,Z10,Z6,1056,5.01,103.58,1.2,124.3
5412,1387,754,Z5,Z12,1085,3.49,70.79,1.9,134.5
5413,1925,154,Z16,Z9,766,19.25,311.63,1.26,392.65
5414,1808,136,Z4,Z2,936,16.8,205.09,1.49,305.58
5415,1977,386,Z19,Z6,473,17.12,273.41,1.42,388.24
5416,482,341,Z8,Z13,877,11.68,165.36,1.1,181.9
5417,599,438,Z3,Z18,498,2.49,64.92,1.72,111.66
5418,423,709,Z8,Z5,981,7.05,125.49,1.36,170.67
5419,705,441,Z15,Z1,1308,4.18,84.99,1.42,120.69
5420,1663,139,Z14,Z16,732,1.62,46.05,1.27,58.48
5421,892,158,Z7,Z8,745,7.86,96.74,1.05,101.58
5422,629,415,Z8,Z13,1189,1.59,51.0,1.98,100.98
5423,36,631,Z9,Z11,396,10.59,178.27,1.14,203.23
5424,2309,153,Z9,Z8,1247,4.97,97.05,1.09,105.78
5425,2262,681,Z15,Z2,630,16.24,186.11,1.26,234.5
5426,2886,341,Z8,Z15,491,6.58,105.8,1.56,165.05
5427,2903,604,Z16,Z11,66,16.88,257.53,1.4,360.54
5428,2564,722,Z18,Z18,1304,17.12,256.96,1.48,380.3
5429,1609,386,Z1,Z20,1239,7.0,128.92,1.49,192.09
5430,2799,297,Z1,Z15,1263,8.44,117.2,1.15,134.78
5431,1144,602,Z16,Z15,716,5.81,95.25,1.27,120.97
5432,1097,303,Z5,Z15,330,14.6,217.2,1.26,273.67
5433,178,154,Z10,Z1,957,16.58,248.77,1.32,328.38
5434,1526,228,Z5,Z13,1345,19.7,308.82,1.23,379.85
5435,273,336,Z4,Z19,1025,24.37,240.25,1.32,317.13
5436,1748,584,Z11,Z4,267,17.32,255.11,1.24,316.34
5437,1531,286,Z17,Z16,124,14.33,166.98,1.48,247.13
5438,1605,773,Z11,Z9,707,9.05,158.49,1.0,158.49
5439,743,777,Z9,Z20,684,23.28,370.28,1.16,429.52
5440,194,343,Z15,Z8,772,13.7,217.21,1.01,219.38
5441,1247,561,Z17,Z20,593,22.12,234.37,1.08,253.12
5442,2152,413,Z11,Z3,1005,3.69,84.72,1.33,112.68
5443,106,498,Z4,Z17,859,20.75,212.96,1.29,274.72
5444,901,476,Z8,Z10,1271,9.04,111.6,1.43,159.59
5445,1666,376,Z8,Z9,20,2.23,58.74,1.37,80.47
5446,1659,763,Z14,Z4,937,13.6,164.02,1.12,183.7
5447,2307,244,Z16,Z9,77,17.55,291.44,1.2,349.73
5448,2592,16,Z16,Z9,833,23.62,349.97,1.08,377.97
5449,1324,437,Z16,Z19,934,6.21,118.67,1.03,122.23
5450,1750,283,Z2,Z7,215,7.87,105.86,1.4,148.2
5451,2324,739,Z16,Z16,1209,20.4,270.9,1.36,368.42
5452,911,120,Z10,Z2,1356,9.53,106.92,1.47,157.17
5453,440,56,Z18,Z8,1372,6.13,91.04,1.38,125.64
5454,1119,113,Z13,Z20,617,11.54,183.87,1.14,209.61
5455,1202,713,Z20,Z6,1026,24.87,329.32,1.01,332.61
5456,857,294,Z13,Z12,598,7.11,117.19,1.4,164.07
5457,844,722,Z8,Z4,4,3.02,62.64,1.21,75.79
5458,134,534,Z4,Z13,1297,15.47,255.71,1.17,299.18
5459,1394,541,Z18,Z20,611,23.9,311.25,1.25,389.06
5460,1416,621,Z8,Z20,197,20.2,269.9,1.25,337.38
5461,1785,731,Z13,Z18,956,23.19,274.94,1.42,390.41
5462,1946,123,Z12,Z8,1244,22.61,264.19,1.16,306.46
5463,2954,362,Z7,Z9,474,13.53,181.94,1.29,234.7
5464,2088,128,Z15,Z12,111,15.04,239.41,1.39,332.78
5465,743,330,Z11,Z2,227,19.13,309.8,1.18,365.56
5466,1132,170,Z9,Z12,1290,14.73,160.54,1.47,235.99
5467,1271,421,Z13,Z17,1190,8.25,114.98,1.89,217.31
5468,412,67,Z7,Z4,313,14.23,223.41,1.4,312.77
5469,1885,250,Z1,Z7,1207,16.41,246.57,1.33,327.94
5470,2074,676,Z9,Z18,476,19.1,291.17,1.25,363.96
5471,2178,201,Z11,Z20,968,7.14,109.35,1.02,111.54
5472,2484,489,Z20,Z18,1151,19.82,278.53,1.16,323.09
5473,918,777,Z14,Z14,886,2.31,63.96,1.21,77.39
5474,2086,300,Z8,Z5,1437,19.22,295.87,1.42,420.14
5475,8,606,Z5,Z8,213,2.85,59.41,1.28,76.04
5476,2943,317,Z17,Z7,112,5.39,99.86,1.18,117.83
5477,245,459,Z20,Z15,78,9.28,160.97,1.27,204.43
5478,1463,307,Z2,Z14,242,5.19,89.47,1.32,118.1
5479,338,748,Z3,Z17,776,6.62,83.52,1.32,110.25
5480,1592,701,Z7,Z4,1270,12.6,151.78,1.35,204.9
5481,2138,530,Z19,Z18,47,12.46,186.47,1.23,229.36
5482,613,573,Z16,Z6,293,11.78,171.12,1.41,241.28
5483,303,376,Z14,Z7,161,1.99,57.06,1.39,79.31
5484,648,539,Z13,Z20,594,24.35,317.81,1.81,575.24
5485,197,548,Z10,Z7,789,12.72,149.59,1.15,172.03
5486,2832,159,Z12,Z1,590,3.08,58.96,1.86,109.67
5487,2178,488,Z15,Z6,559,20.62,271.44,1.3,352.87
5488,1929,335,Z1,Z4,250,8.84,116.79,1.34,156.5
5489,511,560,Z11,Z15,1417,12.07,134.52,1.13,152.01
5490,493,597,Z17,Z19,833,24.56,246.62,1.04,256.48
5491,524,106,Z9,Z15,402,3.24,60.04,1.07,64.24
5492,1511,311,Z12,Z8,873,6.49,121.1,1.26,152.59
5493,2245,70,Z10,Z15,805,13.05,215.34,1.04,223.95
5494,1901,475,Z5,Z10,1145,19.58,230.09,1.59,365.84
5495,508,212,Z16,Z19,503,16.25,248.96,1.55,385.89
5496,2046,622,Z2,Z9,130,1.56,46.68,1.18,55.08
5497,512,654,Z8,Z9,414,9.1,160.09,1.33,212.92
5498,1193,197,Z9,Z4,1123,15.14,161.66,2.0,323.32
5499,2078,150,Z1,Z12,1242,14.0,196.89,1.13,222.49
5500,223,445,Z16,Z15,975,3.57,69.45,1.44,100.01
5501,803,396,Z3,Z1,283,19.92,244.11,1.14,278.29
5502,2122,242,Z9,Z6,1138,21.92,290.5,1.98,575.19
5503,413,106,Z17,Z7,130,18.7,302.59,1.38,417.57
5504,1426,598,Z7,Z8,1276,22.36,340.33,1.22,415.2
5505,1180,715,Z8,Z12,799,5.09,75.24,1.08,81.26
5506,211,546,Z4,Z11,1148,18.76,266.64,1.95,519.95
5507,2789,795,Z5,Z5,1240,19.24,307.17,1.35,414.68
5508,441,717,Z3,Z12,683,8.68,139.35,1.2,167.22
5509,1106,83,Z8,Z16,1092,13.92,178.51,1.24,221.35
5510,142,340,Z12,Z11,1084,8.7,106.39,1.2,127.67
5511,1298,245,Z14,Z3,890,17.47,177.7,1.41,250.56
5512,1727,420,Z8,Z1,773,14.3,177.28,1.4,248.19
5513,1645,186,Z4,Z19,363,21.8,343.8,1.09,374.74
5514,2361,393,Z15,Z11,1164,19.16,225.21,1.97,443.66
5515,718,13,Z4,Z7,963,5.34,88.33,1.31,115.71
5516,967,462,Z2,Z3,495,1.91,56.48,1.0,56.48
5517,544,159,Z2,Z6,10,18.2,216.97,1.38,299.42
5518,1395,344,Z8,Z16,991,13.99,166.89,1.24,206.94
5519,2923,750,Z18,Z8,1193,12.45,159.84,1.8,287.71
5520,997,522,Z7,Z12,1289,7.79,95.86,1.1,105.45
5521,583,508,Z14,Z6,991,14.15,180.09,1.25,225.11
5522,242,231,Z11,Z13,1077,23.12,314.09,1.29,405.18
5523,1066,614,Z4,Z14,1288,24.64,231.92,1.31,303.82
5524,2463,229,Z10,Z20,834,19.99,299.76,1.02,305.76
5525,2769,330,Z2,Z12,47,4.12,75.58,1.19,89.94
5526,522,286,Z14,Z16,704,20.66,330.26,1.39,459.06
5527,671,550,Z17,Z9,1378,23.68,378.48,1.32,499.59
5528,377,4,Z9,Z18,1206,1.65,48.79,1.3,63.43
5529,1674,86,Z6,Z2,564,18.86,253.63,1.74,441.32
5530,2194,755,Z7,Z13,626,13.94,235.74,1.01,238.1
5531,683,666,Z4,Z17,467,20.02,280.56,1.41,395.59
5532,1910,745,Z14,Z8,787,11.59,136.54,1.38,188.43
5533,522,364,Z7,Z8,1405,18.39,220.45,1.14,251.31
5534,2120,448,Z11,Z7,1308,18.0,197.67,1.24,245.11
5535,2233,679,Z12,Z5,514,18.09,242.57,1.7,412.37
5536,315,73,Z1,Z16,125,5.67,103.52,1.02,105.59
5537,1995,554,Z20,Z6,722,3.15,64.29,1.29,82.93
5538,1480,552,Z16,Z13,1095,5.33,108.06,1.23,132.91
5539,2266,564,Z20,Z14,962,21.88,259.39,1.08,280.14
5540,1347,610,Z2,Z1,1348,15.92,260.02,1.46,379.63
5541,882,15,Z10,Z9,246,7.87,123.77,1.04,128.72
5542,323,148,Z18,Z15,805,5.3,79.74,1.41,112.43
5543,2768,226,Z6,Z13,203,14.67,182.56,1.2,219.07
5544,2368,294,Z14,Z16,972,4.2,68.05,1.04,70.77
5545,2012,514,Z8,Z3,262,10.82,116.97,1.38,161.42
5546,319,255,Z14,Z13,351,22.35,211.48,1.41,298.19
5547,1938,303,Z20,Z11,595,20.35,198.44,1.37,271.86
5548,1751,9,Z6,Z7,496,10.71,122.24,1.08,132.02
5549,185,64,Z19,Z2,30,3.09,56.02,1.16,64.98
5550,1794,762,Z11,Z2,1086,22.07,297.84,1.7,506.33
5551,1538,468,Z15,Z18,855,6.2,122.63,1.32,161.87
5552,1822,470,Z5,Z3,1123,6.52,87.83,1.76,154.58
5553,1638,197,Z19,Z17,208,13.67,177.66,1.4,248.72
5554,550,658,Z4,Z16,996,10.87,156.17,1.39,217.08
5555,2613,153,Z5,Z5,1029,4.19,83.12,1.19,98.91
5556,2811,563,Z14,Z11,262,22.66,226.85,1.08,245.0
5557,883,368,Z17,Z1,765,24.84,327.45,1.46,478.08
5558,2788,328,Z8,Z5,35,19.58,302.89,1.24,375.58
5559,936,188,Z4,Z10,614,8.23,147.34,1.35,198.91
5560,1042,171,Z8,Z4,859,17.62,253.64,1.44,365.24
5561,1223,686,Z18,Z11,1153,20.35,323.6,1.53,495.11
5562,2768,129,Z11,Z17,1334,19.1,205.69,1.44,296.19
5563,179,533,Z17,Z17,1301,20.51,239.03,1.4,334.64
5564,2830,542,Z14,Z14,943,4.36,72.75,1.43,104.03
5565,180,686,Z1,Z7,247,11.14,151.12,1.04,157.16
5566,51,79,Z13,Z17,6,24.53,388.79,1.28,497.65
5567,1617,643,Z7,Z7,1101,23.47,224.38,1.64,367.98
5568,1422,571,Z15,Z9,214,13.78,164.08,1.0,164.08
5569,2647,427,Z4,Z12,173,18.55,276.21,1.22,336.98
5570,1402,74,Z17,Z12,151,11.06,145.77,1.03,150.14
5571,472,691,Z17,Z15,1328,17.38,222.21,1.11,246.65
5572,364,554,Z18,Z6,1022,25.0,358.28,1.14,408.44
5573,2074,396,Z10,Z19,1318,12.4,201.61,1.39,280.24
5574,2997,40,Z7,Z17,380,22.68,327.72,1.3,426.04
5575,2960,234,Z2,Z14,448,1.89,51.11,1.44,73.6
5576,2240,795,Z20,Z9,225,2.89,67.09,1.19,79.84
5577,1099,320,Z11,Z9,653,4.0,87.13,1.47,128.08
5578,2072,487,Z17,Z9,793,3.8,75.87,1.44,109.25
5579,561,718,Z9,Z4,1347,4.03,74.81,1.27,95.01
5580,2916,120,Z20,Z7,74,16.34,261.46,1.39,363.43
5581,502,721,Z14,Z3,1244,10.23,161.53,1.36,219.68
5582,2735,478,Z1,Z4,796,24.03,240.75,1.32,317.79
5583,1613,297,Z8,Z18,1162,16.56,171.79,1.29,221.61
5584,2040,604,Z1,Z19,738,24.14,296.75,1.15,341.26
5585,2645,81,Z8,Z16,440,19.79,273.32,1.26,344.38
5586,1740,77,Z14,Z17,654,1.68,44.77,1.18,52.83
5587,1729,310,Z15,Z18,719,3.8,85.19,1.32,112.45
5588,2834,453,Z7,Z14,114,24.01,284.45,1.17,332.81
5589,2107,274,Z10,Z1,2,17.97,233.23,1.31,305.53
5590,591,631,Z11,Z10,895,4.17,68.96,1.02,70.34
5591,2018,406,Z13,Z19,125,5.19,89.23,1.4,124.92
5592,2878,205,Z10,Z12,1175,7.72,103.35,1.95,201.53
5593,2531,237,Z3,Z9,932,18.4,214.5,1.28,274.56
5594,9,616,Z16,Z17,1333,24.1,280.56,1.32,370.34
5595,1814,597,Z10,Z6,792,15.37,189.23,1.4,264.92
5596,1611,538,Z4,Z1,29,14.03,176.17,1.21,213.17
5597,2052,2,Z2,Z14,317,19.23,250.96,1.23,308.68
5598,2962,10,Z13,Z3,1057,21.76,332.37,1.32,438.73
5599,209,215,Z6,Z11,1097,1.24,41.71,1.64,68.4
5600,1895,173,Z14,Z20,993,12.51,170.52,1.46,248.96
5601,2718,488,Z9,Z16,666,6.87,112.04,1.32,147.89
5602,2474,615,Z10,Z16,1286,20.83,250.41,1.33,333.05
5603,520,221,Z18,Z9,945,23.73,352.91,1.15,405.85
5604,2502,390,Z17,Z14,251,3.37,68.81,1.42,97.71
5605,1278,260,Z3,Z15,97,8.02,116.69,1.16,135.36
5606,2505,512,Z19,Z11,843,8.94,121.55,1.17,142.21
5607,1150,86,Z13,Z4,1358,13.23,145.4,1.35,196.29
5608,2177,387,Z18,Z13,577,21.08,281.88,1.56,439.73
5609,2659,286,Z10,Z3,652,15.68,187.86,1.17,219.8
5610,2813,500,Z12,Z7,495,2.51,58.12,1.7,98.8
5611,299,449,Z5,Z10,410,8.36,99.91,1.2,119.89
5612,1741,69,Z1,Z4,346,11.49,196.28,1.28,251.24
5613,2987,767,Z12,Z14,1367,7.48,140.93,1.12,157.84
5614,2653,146,Z18,Z1,40,19.94,249.27,1.48,368.92
5615,1073,553,Z4,Z11,446,15.49,261.64,1.35,353.21
5616,377,65,Z4,Z14,656,19.28,309.62,1.06,328.2
5617,1003,670,Z20,Z9,1284,13.83,234.35,1.07,250.75
5618,169,599,Z10,Z14,1160,3.36,71.69,1.89,135.49
5619,2572,403,Z18,Z12,1365,4.46,81.31,1.28,104.08
5620,2919,181,Z7,Z14,149,13.93,141.98,1.43,203.03
5621,1111,376,Z4,Z15,756,18.94,209.54,1.33,278.69
5622,2552,390,Z3,Z1,343,21.82,323.37,1.17,378.34
5623,2101,254,Z11,Z10,363,17.82,273.54,1.4,382.96
5624,143,346,Z7,Z3,113,18.95,270.38,1.38,373.12
5625,456,792,Z12,Z6,1289,19.98,307.36,1.35,414.94
5626,2464,277,Z5,Z18,1158,12.02,198.71,1.32,262.3
5627,1488,449,Z6,Z15,1377,4.73,99.35,1.22,121.21
5628,1945,469,Z16,Z9,583,8.66,146.46,1.94,284.13
5629,1516,259,Z12,Z5,1265,12.43,165.42,1.08,178.65
5630,1144,141,Z7,Z12,1150,17.02,168.37,1.26,212.15
5631,851,18,Z17,Z4,1044,14.12,191.06,1.36,259.84
5632,2034,192,Z5,Z2,888,7.58,127.27,1.23,156.54
5633,685,388,Z17,Z20,1414,22.03,261.35,1.02,266.58
5634,2420,411,Z5,Z9,795,5.13,89.38,1.32,117.98
5635,2743,81,Z3,Z18,1206,21.48,327.24,1.2,392.69
5636,2445,265,Z15,Z7,338,24.07,324.58,1.24,402.48
5637,1313,789,Z16,Z6,164,3.76,65.88,1.22,80.37
5638,2371,123,Z3,Z18,696,20.38,315.37,1.46,460.44
5639,1717,684,Z11,Z12,1091,14.19,213.4,1.98,422.53
5640,107,27,Z2,Z20,819,17.98,246.68,1.23,303.42
5641,2375,122,Z16,Z20,753,14.21,176.1,1.17,206.04
5642,1345,765,Z10,Z3,1226,23.37,227.38,1.02,231.93
5643,1824,197,Z18,Z17,1217,4.71,68.49,1.18,80.82
5644,2110,600,Z11,Z6,981,12.36,215.24,1.23,264.75
5645,612,412,Z7,Z5,510,18.97,258.45,1.38,356.66
5646,2931,282,Z15,Z6,673,17.71,245.06,1.31,321.03
5647,300,704,Z16,Z14,1177,9.51,152.25,1.59,242.08
5648,306,423,Z17,Z17,929,6.52,124.92,1.14,142.41
5649,2284,491,Z14,Z10,938,22.16,250.09,1.13,282.6
5650,183,512,Z9,Z18,1378,6.92,125.05,1.2,150.06
5651,2915,522,Z16,Z12,1431,17.19,170.26,1.03,175.37
5652,856,399,Z8,Z6,847,21.76,331.84,1.22,404.84
5653,2155,624,Z7,Z3,603,15.41,157.44,1.09,171.61
5654,384,471,Z2,Z15,1404,24.83,260.59,1.08,281.44
5655,257,237,Z9,Z20,1207,1.24,43.55,1.24,54.0
5656,837,547,Z9,Z12,1060,10.69,158.85,1.1,174.74
5657,879,588,Z2,Z6,1197,2.95,68.0,1.35,91.8
5658,743,309,Z19,Z3,852,4.81,78.13,1.28,100.01
5659,2859,783,Z4,Z15,940,13.39,214.91,1.3,279.38
5660,241,292,Z15,Z18,160,2.58,58.23,1.25,72.79
5661,2659,6,Z19,Z16,770,11.06,183.51,1.15,211.04
5662,295,98,Z12,Z11,1178,9.46,114.9,1.61,184.99
5663,987,109,Z10,Z4,614,16.84,193.63,1.13,218.8
5664,496,159,Z20,Z20,6,10.46,116.34,1.48,172.18
5665,893,477,Z8,Z5,1266,7.38,124.25,1.37,170.22
5666,322,35,Z6,Z16,870,24.49,231.74,1.45,336.02
5667,2978,729,Z5,Z1,1280,17.15,276.63,1.02,282.16
5668,2302,313,Z5,Z3,742,21.02,318.08,1.37,435.77
5669,1957,197,Z19,Z2,1226,2.92,64.29,1.05,67.5
5670,2510,12,Z5,Z3,4,3.99,78.23,1.02,79.79
5671,1266,83,Z8,Z7,723,6.93,126.13,1.14,143.79
5672,2289,452,Z20,Z1,1386,10.73,179.73,1.09,195.91
5673,1319,380,Z15,Z6,962,17.69,247.07,1.39,343.43
5674,6,369,Z19,Z18,974,4.26,68.82,1.17,80.52
5675,2786,179,Z1,Z1,239,23.61,262.19,1.2,314.63
5676,1549,242,Z2,Z20,1356,21.78,273.55,1.13,309.11
5677,681,751,Z18,Z20,1177,6.58,101.8,1.18,120.12
5678,1895,104,Z20,Z15,1350,11.52,198.83,1.37,272.4
5679,2490,177,Z16,Z20,1306,2.13,56.88,1.25,71.1
5680,2480,243,Z4,Z6,283,20.04,229.7,1.15,264.15
5681,1341,360,Z6,Z18,107,1.34,43.38,1.39,60.3
5682,1634,618,Z3,Z12,1334,17.81,221.11,1.34,296.29
5683,1781,711,Z14,Z8,1408,18.06,205.11,1.45,297.41
5684,2632,256,Z13,Z10,1077,9.32,117.19,1.13,132.42
5685,1244,82,Z3,Z18,1380,10.95,177.68,1.39,246.98
5686,535,490,Z15,Z19,1433,9.01,159.14,1.36,216.43
5687,1668,389,Z7,Z20,585,15.21,152.72,1.81,276.42
5688,1752,275,Z11,Z6,1212,16.09,258.3,1.14,294.46
5689,1823,249,Z18,Z13,66,3.49,64.67,1.26,81.48
5690,1666,244,Z18,Z6,1283,6.9,118.23,1.16,137.15
5691,521,729,Z14,Z1,1285,14.57,217.14,1.45,314.85
5692,1399,219,Z2,Z6,334,5.06,95.48,1.22,116.49
5693,2798,676,Z20,Z18,484,6.3,116.12,1.36,157.92
5694,2010,404,Z15,Z14,716,23.51,243.93,1.48,361.02
5695,2519,575,Z6,Z16,637,7.24,130.53,1.49,194.49
5696,1817,514,Z7,Z2,912,11.5,178.91,1.43,255.84
5697,2103,555,Z10,Z18,1028,8.17,135.23,1.14,154.16
5698,2904,560,Z4,Z13,1189,13.85,192.19,1.06,203.72
5699,2340,464,Z4,Z15,937,2.57,52.95,1.1,58.25
5700,684,438,Z7,Z16,399,8.28,135.4,1.42,192.27
5701,2720,593,Z7,Z3,99,4.76,75.84,1.15,87.22
5702,2930,143,Z6,Z6,1152,15.11,214.19,1.94,415.53
5703,2050,368,Z6,Z5,850,1.77,50.08,1.48,74.12
5704,1105,621,Z3,Z7,82,1.98,48.11,1.07,51.48
5705,2223,511,Z11,Z8,1246,3.83,66.33,1.45,96.18
5706,92,539,Z12,Z1,746,2.39,56.39,1.39,78.38
5707,803,492,Z20,Z4,900,12.18,141.57,1.14,161.39
5708,2429,184,Z3,Z15,1330,16.82,175.58,1.42,249.32
5709,803,461,Z6,Z15,415,10.91,129.66,1.14,147.81
5710,1763,38,Z16,Z12,133,13.94,146.72,1.12,164.33
5711,2991,655,Z3,Z9,1282,19.85,236.7,1.35,319.55
5712,1400,169,Z13,Z4,39,15.93,250.29,1.2,300.35
5713,872,229,Z18,Z12,1313,18.32,215.55,1.2,258.66
5714,1492,405,Z11,Z2,1350,9.38,118.84,1.49,177.07
5715,612,413,Z5,Z11,969,1.05,43.83,1.18,51.72
5716,1512,743,Z16,Z8,1266,24.92,278.62,1.4,390.07
5717,2783,108,Z15,Z17,260,13.45,216.32,1.19,257.42
5718,1259,223,Z18,Z14,1041,5.54,84.74,1.17,99.15
5719,2444,662,Z2,Z11,355,10.92,149.85,1.39,208.29
5720,1112,248,Z14,Z3,910,9.44,135.47,1.05,142.24
5721,2262,240,Z17,Z3,523,10.62,162.17,1.05,170.28
5722,350,209,Z16,Z14,637,21.52,228.7,1.07,244.71
5723,1068,687,Z17,Z16,1150,10.17,133.46,1.25,166.83
5724,2627,273,Z7,Z16,470,2.56,62.5,1.48,92.5
5725,1004,600,Z13,Z8,1347,22.27,318.97,1.26,401.9
