order_id,picker_id,zone_from,zone_to,start_time_min,num_items,total_distance_m,estimated_time_min,priority
4182,155,Z18,Z22,844,2,528,8.0,LOW
4183,46,Z30,Z24,1258,15,515,7.9,LOW
4184,178,Z9,Z1,813,8,687,12.5,LOW
4185,194,Z10,Z28,935,18,2449,38.0,MEDIUM
4186,293,Z7,Z20,1273,3,2348,46.5,LOW
4187,284,Z26,Z3,873,14,534,6.9,HIGH
4188,1,Z24,Z12,59,25,1775,34.9,LOW
4189,30,Z29,Z4,148,19,2365,29.6,MEDIUM
4190,48,Z20,Z18,902,35,1308,18.5,MEDIUM
4191,97,Z7,Z3,690,9,1978,36.7,LOW
4192,178,Z24,Z2,945,17,1003,13.1,LOW
4193,230,Z27,Z23,202,37,1567,20.6,LOW
4194,97,Z29,Z16,1272,27,64,1.5,LOW
4195,211,Z12,Z18,1320,20,80,1.8,LOW
4196,127,Z16,Z12,1018,34,1369,29.4,MEDIUM
4197,153,Z18,Z9,299,9,1944,32.0,MEDIUM
4198,3,Z25,Z16,330,31,1414,23.5,MEDIUM
4199,90,Z18,Z22,1326,26,1043,19.7,HIGH
4200,171,Z30,Z21,517,25,2025,27.7,MEDIUM
4201,253,Z4,Z8,67,19,683,10.2,MEDIUM
4202,292,Z24,Z4,471,13,546,7.7,LOW
4203,191,Z1,Z10,398,22,189,2.4,MEDIUM
4204,120,Z1,Z6,488,23,1965,39.6,LOW
4205,290,Z14,Z2,813,15,841,11.3,MEDIUM
4206,293,Z27,Z16,525,20,1416,24.7,LOW
4207,118,Z19,Z24,1164,33,127,2.4,HIGH
4208,136,Z15,Z24,281,30,664,10.4,LOW
4209,16,Z16,Z15,209,32,2277,52.5,MEDIUM
4210,125,Z7,Z12,1047,26,1688,33.9,MEDIUM
4211,14,Z25,Z6,1133,20,508,8.0,MEDIUM
4212,118,Z19,Z5,966,5,1347,25.9,LOW
4213,123,Z28,Z11,973,12,1404,21.3,LOW
4214,18,Z22,Z5,856,13,2048,44.3,MEDIUM
4215,130,Z18,Z13,496,5,1464,18.3,HIGH
4216,2,Z19,Z6,1177,28,1372,22.1,MEDIUM
4217,13,Z22,Z25,1062,11,1174,15.9,LOW
4218,120,Z18,Z25,612,13,814,18.2,MEDIUM
4219,119,Z13,Z26,233,25,104,1.7,LOW
4220,91,Z19,Z17,0,16,1916,44.2,LOW
4221,44,Z1,Z17,1184,20,471,8.0,LOW
4222,273,Z28,Z15,230,10,1979,35.2,LOW
4223,254,Z12,Z28,67,12,1349,20.4,MEDIUM
4224,272,Z24,Z2,1002,39,1625,21.7,HIGH
4225,165,Z4,Z4,1258,9,2068,36.0,LOW
4226,265,Z18,Z18,1,9,2154,39.7,LOW
4227,287,Z12,Z3,1003,18,317,6.1,LOW
4228,147,Z7,Z5,338,10,1603,29.4,HIGH
4229,22,Z25,Z8,44,20,824,11.1,HIGH
4230,154,Z4,Z6,1195,18,367,6.0,HIGH
4231,59,Z21,Z26,790,17,2264,35.7,MEDIUM
4232,200,Z15,Z29,1026,36,682,8.9,MEDIUM
4233,290,Z8,Z20,824,18,245,5.6,LOW
4234,101,Z22,Z20,1082,22,497,6.2,HIGH
4235,82,Z8,Z20,442,39,919,14.2,HIGH
4236,71,Z1,Z7,238,2,2441,36.8,MEDIUM
4237,145,Z21,Z14,1148,25,1198,19.9,LOW
4238,210,Z12,Z2,436,35,2220,42.5,MEDIUM
4239,280,Z9,Z10,44,36,2001,25.2,LOW
4240,202,Z9,Z15,671,40,684,12.5,MEDIUM
4241,45,Z27,Z19,333,3,2340,51.2,MEDIUM
4242,152,Z12,Z28,3,38,1045,20.8,LOW
4243,5,Z12,Z12,401,35,317,6.9,MEDIUM
4244,94,Z14,Z1,1311,24,1243,18.9,LOW
4245,238,Z14,Z15,1435,8,2410,31.8,MEDIUM
4246,16,Z21,Z23,853,34,810,15.0,HIGH
4247,8,Z14,Z4,317,12,789,11.1,HIGH
4248,211,Z19,Z13,245,12,99,1.5,MEDIUM
4249,109,Z9,Z29,898,17,276,4.2,LOW
4250,116,Z19,Z9,348,5,1314,23.1,LOW
4251,178,Z8,Z9,1107,40,1927,24.3,LOW
4252,56,Z25,Z22,656,15,1140,22.4,HIGH
4253,118,Z2,Z25,14,26,2357,47.3,LOW
4254,211,Z14,Z21,1068,34,1522,20.7,MEDIUM
4255,35,Z10,Z15,741,36,1967,40.4,MEDIUM
4256,287,Z1,Z16,1300,28,407,6.4,LOW
4257,272,Z24,Z30,568,18,931,13.9,LOW
4258,297,Z27,Z3,284,10,1691,29.6,LOW
4259,261,Z13,Z24,887,31,262,3.5,HIGH
4260,240,Z4,Z28,562,29,261,4.8,LOW
4261,207,Z22,Z7,1277,40,556,9.8,MEDIUM
4262,95,Z27,Z23,779,20,2017,26.1,HIGH
4263,234,Z30,Z16,812,38,1054,24.6,HIGH
4264,75,Z24,Z24,1373,35,1387,25.2,LOW
4265,115,Z3,Z7,611,14,2413,49.0,MEDIUM
4266,200,Z28,Z4,1022,7,1136,26.9,HIGH
4267,86,Z9,Z13,818,29,1435,29.5,LOW
4268,43,Z24,Z1,281,16,1075,22.7,MEDIUM
4269,176,Z6,Z7,168,3,2159,50.0,LOW
4270,275,Z30,Z17,1230,17,1492,19.1,MEDIUM
4271,124,Z16,Z24,1353,12,2179,40.3,HIGH
4272,84,Z1,Z25,781,4,2414,38.9,MEDIUM
4273,148,Z14,Z10,1326,2,643,12.0,HIGH
4274,207,Z10,Z24,621,13,1343,22.5,MEDIUM
4275,118,Z6,Z9,396,25,2030,30.5,MEDIUM
4276,58,Z26,Z19,627,2,1631,23.0,MEDIUM
4277,190,Z23,Z13,1196,30,1890,32.3,LOW
4278,248,Z2,Z5,1045,38,1280,31.7,HIGH
4279,135,Z10,Z3,127,19,694,10.6,LOW
4280,175,Z13,Z7,1042,10,2463,38.0,MEDIUM
4281,7,Z24,Z29,219,5,267,5.4,LOW
4282,57,Z3,Z30,397,10,1842,44.3,LOW
4283,77,Z25,Z23,422,8,387,8.6,MEDIUM
4284,164,Z12,Z22,893,22,1734,23.8,HIGH
4285,97,Z29,Z16,598,19,1991,37.8,LOW
4286,210,Z22,Z20,665,30,842,15.2,HIGH
4287,80,Z9,Z13,326,35,2247,30.7,MEDIUM
4288,89,Z15,Z29,547,15,1627,24.5,MEDIUM
4289,256,Z27,Z22,1220,33,2355,31.2,MEDIUM
4290,253,Z14,Z6,240,27,2366,39.1,LOW
4291,179,Z6,Z1,78,11,708,11.2,HIGH
4292,269,Z23,Z27,1386,40,1928,24.7,MEDIUM
4293,99,Z10,Z26,343,22,126,2.1,LOW
4294,215,Z3,Z12,1158,39,538,11.6,LOW
4295,18,Z10,Z25,711,13,2139,31.4,LOW
4296,230,Z9,Z8,953,1,2303,36.3,LOW
4297,101,Z19,Z10,1315,2,489,6.1,MEDIUM
4298,191,Z10,Z23,1238,38,423,5.6,LOW
4299,275,Z22,Z30,1129,18,1359,18.8,LOW
4300,271,Z6,Z16,321,30,1489,29.8,HIGH
4301,232,Z2,Z25,117,34,1371,22.0,LOW
4302,97,Z18,Z7,698,29,1357,18.6,HIGH
4303,33,Z9,Z15,43,16,1938,25.4,LOW
4304,89,Z7,Z17,1251,3,2414,40.1,MEDIUM
4305,91,Z16,Z20,1262,2,1385,21.3,LOW
4306,283,Z4,Z3,1295,25,1102,24.3,LOW
4307,261,Z22,Z30,538,21,66,1.0,MEDIUM
4308,49,Z20,Z16,464,20,831,12.9,MEDIUM
4309,104,Z25,Z24,176,13,188,3.8,LOW
4310,193,Z9,Z20,195,5,1084,18.1,LOW
4311,108,Z15,Z19,879,7,319,4.7,LOW
4312,33,Z12,Z30,137,34,2038,28.1,MEDIUM
4313,104,Z28,Z12,298,6,2315,44.8,LOW
4314,189,Z5,Z29,153,35,730,10.0,MEDIUM
4315,18,Z8,Z29,998,15,2202,36.5,MEDIUM
4316,134,Z11,Z19,650,2,1431,22.7,MEDIUM
4317,46,Z11,Z9,6,26,1328,28.0,MEDIUM
4318,238,Z13,Z27,1334,40,1905,24.9,MEDIUM
4319,81,Z4,Z7,443,8,2073,31.1,HIGH
4320,28,Z14,Z19,1053,38,1649,40.3,MEDIUM
4321,183,Z1,Z15,1336,14,1910,24.1,MEDIUM
4322,186,Z25,Z23,733,20,2119,52.0,MEDIUM
4323,173,Z22,Z15,363,8,1545,23.3,LOW
4324,171,Z27,Z30,1177,33,688,11.7,LOW
4325,192,Z14,Z6,297,22,1585,24.2,LOW
4326,52,Z24,Z22,976,25,1741,36.9,MEDIUM
4327,292,Z17,Z26,513,29,1563,19.6,LOW
4328,124,Z2,Z29,375,35,1375,28.1,HIGH
4329,85,Z19,Z19,1127,40,2174,32.5,MEDIUM
4330,205,Z15,Z16,1195,17,550,12.6,MEDIUM
4331,280,Z10,Z19,909,19,829,14.4,LOW
4332,36,Z27,Z1,1077,32,1070,15.4,MEDIUM
4333,229,Z30,Z16,282,14,848,17.4,LOW
4334,119,Z12,Z28,495,3,382,8.5,LOW
4335,192,Z10,Z3,985,15,1590,31.5,LOW
4336,122,Z26,Z18,1075,15,1049,20.9,MEDIUM
4337,33,Z28,Z12,856,27,1239,22.9,MEDIUM
4338,173,Z18,Z4,328,9,1566,25.7,HIGH
4339,187,Z14,Z11,325,25,151,3.6,LOW
4340,253,Z20,Z18,649,4,1893,23.7,LOW
4341,29,Z10,Z5,854,24,1822,40.6,HIGH
4342,12,Z8,Z10,819,17,2292,33.2,LOW
4343,133,Z16,Z20,1209,40,1472,29.7,LOW
4344,165,Z22,Z14,1329,18,1095,18.6,LOW
4345,86,Z19,Z27,356,38,1498,21.3,MEDIUM
4346,165,Z29,Z5,1303,15,979,15.4,MEDIUM
4347,75,Z20,Z28,1290,12,608,9.0,LOW
4348,138,Z2,Z2,519,5,1081,21.8,MEDIUM
4349,222,Z28,Z28,923,25,1856,35.3,HIGH
4350,135,Z29,Z30,1369,14,2301,34.0,LOW
4351,126,Z24,Z23,184,2,475,6.1,MEDIUM
4352,106,Z28,Z10,140,5,1825,44.8,LOW
4353,157,Z23,Z5,435,40,1413,21.9,MEDIUM
4354,8,Z15,Z25,1411,39,1798,26.1,MEDIUM
4355,159,Z12,Z21,760,16,879,11.6,LOW
4356,207,Z17,Z23,1010,40,660,10.6,LOW
4357,118,Z12,Z27,739,3,887,17.0,LOW
4358,71,Z26,Z7,987,24,1760,24.0,LOW
4359,197,Z14,Z28,98,30,640,11.5,MEDIUM
4360,100,Z23,Z1,829,10,762,18.8,LOW
4361,270,Z2,Z29,516,38,2125,40.2,MEDIUM
4362,267,Z28,Z3,976,11,236,3.0,LOW
4363,214,Z22,Z21,1220,26,323,6.0,HIGH
4364,32,Z29,Z26,955,22,210,3.0,LOW
4365,241,Z14,Z1,1129,8,2106,45.4,HIGH
4366,95,Z6,Z25,254,9,321,4.2,MEDIUM
4367,270,Z1,Z3,538,33,900,14.3,HIGH
4368,30,Z29,Z4,107,29,630,9.2,MEDIUM
4369,129,Z24,Z17,736,6,1119,18.1,LOW
4370,139,Z18,Z9,415,12,516,7.0,MEDIUM
4371,268,Z3,Z12,904,21,2311,33.9,MEDIUM
4372,48,Z11,Z21,381,3,1264,16.9,LOW
4373,197,Z20,Z28,147,39,1152,15.3,LOW
4374,222,Z25,Z18,817,17,828,12.0,HIGH
4375,235,Z12,Z19,1144,32,1635,35.3,LOW
4376,223,Z18,Z11,544,31,308,4.7,LOW
4377,180,Z10,Z18,883,18,2244,45.9,MEDIUM
4378,78,Z22,Z13,274,12,1909,25.2,MEDIUM
4379,34,Z9,Z19,675,6,1808,23.7,LOW
4380,296,Z22,Z15,394,12,1897,39.3,LOW
4381,142,Z2,Z24,298,30,1081,17.5,HIGH
4382,194,Z4,Z18,367,10,2042,26.3,MEDIUM
4383,53,Z7,Z16,270,13,891,19.3,MEDIUM
4384,235,Z28,Z23,159,12,1295,18.4,MEDIUM
4385,115,Z7,Z12,660,3,442,6.4,LOW
4386,213,Z23,Z16,154,5,1362,28.3,HIGH
4387,125,Z29,Z3,117,24,2079,26.5,MEDIUM
4388,240,Z25,Z11,384,24,985,12.5,HIGH
4389,85,Z10,Z27,852,16,1706,22.3,LOW
4390,7,Z29,Z15,283,30,2029,38.7,MEDIUM
4391,25,Z26,Z22,344,20,1746,23.9,MEDIUM
4392,156,Z26,Z30,1206,24,430,6.3,MEDIUM
4393,34,Z23,Z9,1257,32,2147,49.8,LOW
4394,36,Z10,Z4,767,27,171,2.2,HIGH
4395,125,Z7,Z25,1091,20,1846,25.5,MEDIUM
4396,99,Z18,Z8,415,2,402,6.0,MEDIUM
4397,242,Z25,Z23,194,26,2182,48.6,LOW
4398,156,Z4,Z5,317,11,2371,48.0,MEDIUM
4399,103,Z6,Z4,691,26,66,1.1,MEDIUM
4400,40,Z9,Z26,703,23,1624,33.6,HIGH
4401,80,Z13,Z18,62,32,473,6.5,MEDIUM
4402,158,Z2,Z7,998,18,567,8.2,HIGH
4403,224,Z15,Z3,1150,25,289,5.4,MEDIUM
4404,183,Z20,Z3,742,29,60,1.4,LOW
4405,123,Z30,Z15,1027,25,1162,17.5,HIGH
4406,54,Z9,Z13,207,7,222,3.3,HIGH
4407,122,Z18,Z17,802,16,2448,48.9,MEDIUM
4408,184,Z26,Z26,571,1,258,5.5,LOW
4409,32,Z26,Z5,653,17,121,1.9,LOW
4410,78,Z1,Z21,1034,32,1466,32.7,HIGH
4411,49,Z5,Z25,739,39,1688,39.2,LOW
4412,43,Z11,Z16,1142,21,1377,26.0,LOW
4413,113,Z17,Z29,622,34,2138,38.3,MEDIUM
4414,48,Z3,Z25,365,21,2210,30.6,LOW
4415,246,Z28,Z11,580,23,1521,19.8,MEDIUM
4416,30,Z17,Z1,136,15,1223,18.4,LOW
4417,74,Z12,Z28,628,39,1822,44.1,MEDIUM
4418,11,Z5,Z14,354,17,72,1.0,LOW
4419,67,Z2,Z17,133,5,1416,29.0,LOW
4420,26,Z8,Z15,542,3,1930,26.3,MEDIUM
4421,173,Z4,Z22,1425,30,982,16.7,LOW
4422,253,Z20,Z12,327,5,1015,14.5,MEDIUM
4423,292,Z7,Z18,476,6,1237,23.6,HIGH
4424,136,Z18,Z14,1393,2,833,18.6,LOW
4425,281,Z7,Z10,1431,30,1020,22.2,HIGH
4426,145,Z10,Z18,270,25,2177,31.7,HIGH
4427,8,Z29,Z2,1366,10,2084,33.2,LOW
4428,234,Z8,Z5,291,7,1233,28.7,LOW
4429,198,Z4,Z5,271,4,1636,24.4,MEDIUM
4430,264,Z30,Z1,259,3,1744,30.4,LOW
4431,237,Z29,Z12,155,36,1175,19.0,MEDIUM
4432,92,Z11,Z5,1170,40,1514,36.3,LOW
4433,247,Z3,Z27,698,39,2455,48.1,LOW
4434,153,Z6,Z28,125,34,160,2.3,LOW
4435,144,Z8,Z2,1252,1,2383,42.9,HIGH
4436,206,Z6,Z28,240,29,2358,31.1,LOW
4437,109,Z28,Z9,203,2,1747,22.1,HIGH
4438,177,Z15,Z2,1092,40,1561,22.3,MEDIUM
4439,121,Z18,Z2,431,3,1962,47.2,HIGH
4440,226,Z24,Z3,137,36,1166,15.1,MEDIUM
4441,141,Z22,Z14,195,3,2148,27.0,LOW
4442,160,Z29,Z11,879,36,2328,33.4,MEDIUM
4443,29,Z17,Z28,1217,8,1935,39.7,LOW
4444,209,Z1,Z18,778,37,673,10.4,LOW
4445,171,Z3,Z2,1093,30,2291,43.0,LOW
4446,95,Z9,Z4,882,20,964,17.6,HIGH
4447,109,Z30,Z28,1181,14,1547,23.4,MEDIUM
4448,258,Z6,Z22,89,34,117,1.8,LOW
4449,11,Z25,Z16,666,12,1394,23.4,MEDIUM
4450,201,Z5,Z7,1340,9,887,18.3,LOW
4451,260,Z30,Z6,1073,30,1449,19.5,LOW
4452,245,Z29,Z12,86,15,2174,40.3,MEDIUM
4453,213,Z9,Z23,548,38,2395,43.4,HIGH
4454,283,Z29,Z3,1359,38,694,9.8,MEDIUM
4455,215,Z18,Z10,260,6,2142,33.9,MEDIUM
4456,295,Z21,Z17,1344,20,1299,18.9,MEDIUM
4457,286,Z25,Z8,1380,36,810,10.8,MEDIUM
4458,28,Z21,Z11,683,16,963,18.5,LOW
4459,220,Z5,Z6,1248,17,580,7.8,HIGH
4460,3,Z17,Z27,564,4,1397,21.0,MEDIUM
4461,270,Z11,Z12,1098,14,1076,26.7,MEDIUM
4462,272,Z10,Z23,106,18,353,6.8,MEDIUM
4463,52,Z13,Z19,600,24,1494,29.2,LOW
4464,59,Z20,Z15,1062,11,1905,47.5,MEDIUM
4465,5,Z20,Z25,879,24,1656,24.5,MEDIUM
4466,53,Z11,Z13,796,4,1723,43.0,LOW
4467,136,Z12,Z6,855,11,469,6.1,LOW
4468,9,Z30,Z30,759,27,395,5.5,MEDIUM
4469,282,Z9,Z27,128,29,600,10.8,MEDIUM
4470,56,Z24,Z3,185,7,1728,28.9,MEDIUM
4471,85,Z21,Z13,521,31,385,8.6,LOW
4472,81,Z7,Z26,1169,13,1359,25.9,MEDIUM
4473,10,Z29,Z25,118,1,1496,25.0,LOW
4474,225,Z21,Z27,1080,22,2174,51.7,MEDIUM
4475,29,Z27,Z4,1293,6,969,17.5,MEDIUM
4476,224,Z19,Z18,1344,18,928,15.1,LOW
4477,137,Z19,Z1,1361,38,1540,19.5,MEDIUM
4478,65,Z27,Z28,639,26,1417,21.8,MEDIUM
4479,278,Z7,Z28,127,14,351,7.5,LOW
4480,135,Z3,Z30,669,22,2161,34.4,MEDIUM
4481,281,Z5,Z12,801,29,1837,33.2,HIGH
4482,70,Z14,Z20,1132,21,1370,18.7,HIGH
4483,258,Z5,Z1,370,4,1062,21.8,MEDIUM
4484,16,Z23,Z17,742,23,2255,48.9,MEDIUM
4485,207,Z5,Z5,108,9,1895,35.2,MEDIUM
4486,36,Z30,Z23,841,35,1900,24.3,HIGH
4487,10,Z19,Z17,1124,21,749,14.0,LOW
4488,202,Z1,Z29,1108,3,771,12.9,MEDIUM
4489,206,Z5,Z13,796,28,1491,24.8,HIGH
4490,266,Z16,Z27,1348,27,979,15.9,MEDIUM
4491,198,Z4,Z5,800,9,1814,27.3,HIGH
4492,38,Z22,Z11,1004,7,1029,20.6,LOW
4493,293,Z26,Z30,659,10,1415,20.9,MEDIUM
4494,46,Z16,Z12,1267,18,1157,19.5,LOW
4495,271,Z2,Z12,512,13,287,5.5,LOW
4496,278,Z7,Z30,1264,24,252,3.8,LOW
4497,110,Z4,Z12,1038,23,1384,21.9,MEDIUM
4498,196,Z10,Z5,879,8,1742,22.6,LOW
4499,85,Z16,Z10,704,12,2189,29.2,MEDIUM
4500,284,Z29,Z3,1411,7,941,15.0,MEDIUM
4501,15,Z29,Z5,1297,12,2478,31.7,MEDIUM
4502,168,Z19,Z15,238,2,1348,29.7,MEDIUM
4503,249,Z3,Z18,1306,7,1039,20.8,MEDIUM
4504,6,Z21,Z22,1038,21,2101,32.1,LOW
4505,136,Z7,Z26,816,6,213,2.9,MEDIUM
4506,41,Z26,Z24,751,15,2334,51.7,MEDIUM
4507,100,Z22,Z10,1359,27,781,12.3,LOW
4508,196,Z14,Z8,1380,2,472,6.0,LOW
4509,107,Z4,Z1,856,6,1887,28.3,LOW
4510,248,Z20,Z25,847,25,2422,33.8,HIGH
4511,271,Z10,Z6,983,9,595,7.9,LOW
4512,225,Z29,Z16,365,14,1637,34.8,MEDIUM
4513,249,Z21,Z15,105,28,2064,35.9,MEDIUM
4514,3,Z16,Z29,248,12,1785,26.2,LOW
4515,240,Z30,Z22,1190,29,1427,33.6,MEDIUM
4516,230,Z19,Z2,125,27,528,10.8,MEDIUM
4517,76,Z11,Z16,223,23,2180,40.0,MEDIUM
4518,43,Z16,Z26,545,18,720,9.7,MEDIUM
4519,55,Z12,Z16,1051,40,78,1.2,LOW
4520,50,Z2,Z17,1085,14,712,9.7,LOW
4521,119,Z23,Z28,464,2,351,8.3,LOW
4522,37,Z21,Z25,959,25,1687,36.4,MEDIUM
4523,64,Z8,Z12,1094,38,2315,45.0,HIGH
4524,223,Z15,Z12,974,36,1243,25.1,LOW
4525,194,Z20,Z18,547,25,729,16.3,HIGH
4526,30,Z26,Z29,699,18,1629,33.1,HIGH
4527,24,Z20,Z29,768,9,1511,34.6,LOW
4528,77,Z30,Z14,1226,7,1838,37.8,LOW
4529,82,Z1,Z14,887,17,1384,22.5,MEDIUM
4530,64,Z13,Z20,839,40,2070,30.2,LOW
4531,20,Z22,Z8,585,23,479,9.7,MEDIUM
4532,59,Z13,Z2,1166,15,1471,23.3,HIGH
4533,296,Z15,Z10,1395,34,1187,19.6,LOW
4534,201,Z28,Z2,882,20,2109,37.4,MEDIUM
4535,130,Z6,Z25,35,27,1181,23.6,HIGH
4536,78,Z12,Z24,1215,17,2229,47.4,LOW
4537,239,Z27,Z13,1309,13,1508,23.1,LOW
4538,210,Z6,Z30,590,38,2042,34.1,MEDIUM
4539,220,Z18,Z15,886,4,1680,29.7,LOW
4540,101,Z17,Z30,1157,6,2273,33.0,LOW
4541,255,Z20,Z13,1176,2,1002,21.8,HIGH
4542,97,Z13,Z6,627,4,1790,32.5,MEDIUM
4543,178,Z1,Z27,1149,18,1521,37.7,LOW
4544,75,Z21,Z11,1065,33,524,9.1,HIGH
4545,40,Z19,Z9,1016,22,1539,21.6,HIGH
4546,9,Z20,Z25,1401,40,885,17.8,LOW
4547,109,Z2,Z20,1216,26,665,11.4,LOW
4548,15,Z3,Z26,87,25,861,15.1,LOW
4549,7,Z2,Z28,1185,23,1564,26.0,LOW
4550,250,Z5,Z19,636,15,712,12.6,LOW
4551,277,Z5,Z15,1304,29,1223,18.1,HIGH
4552,298,Z13,Z6,801,6,188,2.5,MEDIUM
4553,120,Z20,Z4,1115,17,1013,15.0,LOW
4554,201,Z5,Z4,1209,36,358,8.9,HIGH
4555,163,Z26,Z27,1184,24,2286,32.4,MEDIUM
4556,215,Z13,Z24,724,11,2188,37.0,LOW
4557,174,Z3,Z20,291,10,1665,27.8,MEDIUM
4558,170,Z17,Z26,1438,5,1901,25.9,MEDIUM
4559,8,Z29,Z5,895,4,783,18.1,LOW
4560,34,Z24,Z21,744,26,872,11.8,HIGH
4561,16,Z16,Z16,1215,28,1751,35.8,MEDIUM
4562,105,Z8,Z6,140,40,1642,24.6,MEDIUM
4563,28,Z16,Z30,161,10,1232,15.9,LOW
4564,65,Z8,Z6,295,5,199,2.7,MEDIUM
4565,155,Z15,Z14,991,26,414,8.2,LOW
4566,263,Z4,Z15,998,30,1022,22.5,LOW
4567,202,Z28,Z13,945,8,1695,23.0,LOW
4568,147,Z8,Z11,807,24,2314,34.1,HIGH
4569,252,Z27,Z16,696,12,1979,30.7,LOW
4570,167,Z2,Z12,731,25,140,3.3,HIGH
4571,270,Z30,Z3,355,36,841,17.7,LOW
4572,135,Z25,Z28,938,13,732,10.9,LOW
4573,140,Z1,Z10,766,7,304,5.4,LOW
4574,148,Z12,Z20,272,39,1426,25.1,LOW
4575,159,Z28,Z20,772,29,2476,41.8,LOW
4576,236,Z20,Z30,938,21,2307,39.1,MEDIUM
4577,78,Z13,Z28,119,40,1504,25.1,LOW
4578,253,Z20,Z25,964,40,1873,38.9,HIGH
4579,153,Z28,Z5,37,11,2200,30.6,LOW
4580,281,Z30,Z18,1321,33,108,1.6,MEDIUM
4581,263,Z5,Z3,515,23,1504,35.1,LOW
4582,292,Z2,Z18,137,28,1804,36.1,MEDIUM
4583,221,Z30,Z11,831,3,1497,26.4,LOW
4584,65,Z19,Z20,1431,31,524,6.8,MEDIUM
4585,213,Z26,Z15,850,34,2051,29.7,MEDIUM
4586,190,Z24,Z14,525,19,1882,47.0,MEDIUM
4587,4,Z24,Z22,1130,20,64,0.8,LOW
4588,63,Z27,Z10,1107,26,1444,26.1,MEDIUM
4589,242,Z21,Z29,915,12,1633,25.7,MEDIUM
4590,9,Z23,Z24,908,13,1592,24.5,MEDIUM
4591,224,Z9,Z9,665,5,1704,26.1,MEDIUM
4592,201,Z9,Z25,1072,37,1818,33.8,MEDIUM
4593,115,Z27,Z21,171,16,1349,28.7,MEDIUM
4594,22,Z22,Z19,928,2,1786,24.5,LOW
4595,159,Z2,Z25,1345,28,623,8.0,MEDIUM
4596,297,Z19,Z23,559,5,1706,41.6,LOW
4597,185,Z15,Z28,1283,3,397,5.0,HIGH
4598,63,Z22,Z7,32,12,1084,20.2,MEDIUM
4599,69,Z9,Z22,257,29,797,17.1,HIGH
4600,102,Z29,Z11,743,34,671,11.1,HIGH
4601,293,Z21,Z6,918,6,1269,23.4,LOW
4602,61,Z28,Z17,701,40,883,16.1,MEDIUM
4603,243,Z19,Z7,1040,34,671,14.7,MEDIUM
4604,192,Z27,Z1,1370,24,1565,24.2,MEDIUM
4605,157,Z22,Z11,560,1,619,10.2,LOW
4606,111,Z12,Z3,1283,28,95,1.2,MEDIUM
4607,6,Z12,Z3,466,9,237,5.5,HIGH
4608,129,Z9,Z12,676,5,1271,28.7,MEDIUM
4609,160,Z22,Z19,1433,4,1506,24.1,HIGH
4610,142,Z10,Z24,616,29,2269,49.3,LOW
4611,103,Z7,Z30,763,26,158,2.3,LOW
4612,240,Z16,Z26,911,11,1323,28.8,LOW
4613,300,Z9,Z3,408,11,348,4.4,MEDIUM
4614,95,Z25,Z20,1182,39,2184,33.4,LOW
4615,2,Z12,Z9,904,11,2063,34.3,LOW
4616,283,Z5,Z16,1070,9,2052,44.9,LOW
4617,37,Z18,Z23,1047,16,791,12.5,MEDIUM
4618,164,Z29,Z26,190,8,1281,19.8,LOW
4619,24,Z11,Z30,137,28,1111,17.1,LOW
4620,230,Z9,Z14,960,4,2410,40.5,HIGH
4621,268,Z26,Z15,550,17,500,8.9,HIGH
4622,284,Z5,Z14,1047,14,1089,25.0,LOW
4623,172,Z16,Z13,1297,37,67,1.6,MEDIUM
4624,11,Z1,Z24,972,18,250,6.1,MEDIUM
4625,78,Z9,Z26,869,38,2432,40.0,HIGH
4626,60,Z7,Z20,540,9,1550,21.4,MEDIUM
4627,218,Z11,Z7,976,38,2336,35.0,MEDIUM
4628,91,Z15,Z16,989,32,1949,25.8,LOW
4629,58,Z21,Z23,1108,26,2069,40.5,LOW
4630,297,Z30,Z4,831,4,895,16.2,MEDIUM
4631,225,Z2,Z30,268,28,864,13.1,LOW
4632,208,Z7,Z16,972,28,1368,20.8,MEDIUM
4633,285,Z11,Z17,382,40,752,13.7,MEDIUM
4634,294,Z20,Z9,656,13,1980,31.8,MEDIUM
4635,180,Z6,Z24,156,4,2316,52.7,LOW
4636,253,Z20,Z11,240,1,612,13.7,LOW
4637,265,Z9,Z24,1425,31,575,13.2,LOW
4638,223,Z19,Z10,140,40,666,10.9,LOW
4639,184,Z20,Z21,142,10,691,11.8,MEDIUM
4640,196,Z23,Z5,90,38,2486,41.6,MEDIUM
4641,63,Z27,Z15,1192,12,1594,21.9,MEDIUM
4642,182,Z28,Z17,1189,31,1253,21.3,LOW
4643,100,Z11,Z17,1299,33,299,4.4,LOW
4644,6,Z8,Z23,396,19,1787,33.6,LOW
4645,262,Z23,Z26,1151,24,2325,54.5,LOW
4646,140,Z6,Z21,1431,37,438,5.7,MEDIUM
4647,187,Z23,Z7,1197,31,736,11.8,MEDIUM
4648,121,Z6,Z7,719,10,581,7.5,LOW
4649,132,Z8,Z29,1062,25,2374,38.4,HIGH
4650,85,Z28,Z15,76,11,144,2.7,MEDIUM
4651,145,Z27,Z24,556,12,2074,26.5,LOW
4652,267,Z16,Z20,511,3,1656,38.7,MEDIUM
4653,19,Z18,Z5,96,18,1346,17.8,LOW
4654,168,Z2,Z1,707,21,972,12.7,MEDIUM
4655,238,Z23,Z17,406,20,1437,24.0,HIGH
4656,239,Z23,Z8,554,12,1355,30.9,MEDIUM
