record_id,pole_id,zone,timestamp_min,ambient_lux,traffic_density,dimming_level_pct,power_kw
4645,1887,Z3,1350,121.3,142,85,0.17
4646,1369,Z20,547,12070.2,144,15,0.03
4647,1427,Z9,1235,141.7,164,91,0.182
4648,843,Z9,1213,135.0,7,51,0.102
4649,1189,Z12,785,15225.3,71,7,0.014
4650,698,Z2,716,14608.4,77,19,0.038
4651,1598,Z15,991,14345.2,114,3,0.006
4652,1602,Z6,741,14988.0,31,19,0.038
4653,1109,Z11,1173,112.5,156,89,0.178
4654,1933,Z10,1362,55.9,199,99,0.198
4655,1150,Z12,97,69.4,20,55,0.11
4656,1401,Z20,1051,6784.8,192,6,0.012
4657,1060,Z3,478,14685.6,113,11,0.022
4658,484,Z9,84,134.8,90,72,0.144
4659,560,Z4,1384,52.4,185,96,0.192
4660,1577,Z10,1205,23.8,36,59,0.118
4661,1556,Z1,575,8659.8,77,4,0.008
4662,1413,Z4,328,144.3,117,79,0.158
4663,120,Z12,1304,122.7,9,52,0.104
4664,1338,Z17,778,5057.6,93,16,0.032
4665,798,Z5,490,9101.4,170,2,0.004
4666,376,Z3,1421,103.5,127,81,0.162
4667,818,Z3,1291,183.5,95,73,0.146
4668,1446,Z7,987,15137.8,112,8,0.016
4669,1204,Z18,1223,61.0,109,77,0.154
4670,545,Z20,810,14821.9,44,3,0.006
4671,1329,Z20,576,7708.8,175,6,0.012
4672,1850,Z1,1255,16.6,95,73,0.146
4673,1683,Z13,491,5058.0,147,2,0.004
4674,954,Z17,856,9108.6,75,7,0.014
4675,1275,Z5,1393,21.3,174,93,0.186
4676,885,Z5,666,12396.8,172,8,0.016
4677,1743,Z5,1424,186.2,196,99,0.198
4678,545,Z2,575,7522.3,22,6,0.012
4679,331,Z3,1318,13.8,94,73,0.146
4680,256,Z18,59,113.3,48,62,0.124
4681,793,Z8,156,153.0,184,96,0.192
4682,449,Z7,142,23.9,22,55,0.11
4683,936,Z18,113,139.4,49,62,0.124
4684,520,Z19,619,10888.9,37,13,0.026
4685,349,Z16,563,16380.2,122,3,0.006
4686,320,Z4,263,93.4,113,78,0.156
4687,1816,Z10,1014,8374.5,4,10,0.02
4688,79,Z13,1308,139.4,48,62,0.124
4689,1488,Z1,1018,18640.2,178,10,0.02
4690,68,Z8,1001,9442.8,157,14,0.028
4691,1588,Z19,613,14193.1,53,9,0.018
4692,1721,Z20,1381,193.7,175,93,0.186
4693,1670,Z2,1324,55.9,127,81,0.162
4694,783,Z15,994,17532.5,135,16,0.032
4695,252,Z11,211,182.2,154,88,0.176
4696,695,Z16,830,10024.9,104,20,0.04
4697,666,Z5,41,158.4,160,90,0.18
4698,1710,Z5,598,9585.3,169,4,0.008
4699,961,Z10,909,14874.8,128,16,0.032
4700,894,Z2,934,18099.5,176,5,0.01
4701,1163,Z19,594,14098.9,22,10,0.02
4702,1445,Z4,216,21.7,174,93,0.186
4703,494,Z13,366,10256.0,169,5,0.01
4704,330,Z7,762,13504.5,105,7,0.014
4705,1428,Z1,918,5273.3,21,17,0.034
4706,1201,Z12,1384,82.4,169,92,0.184
4707,1284,Z17,1402,158.3,117,79,0.158
4708,616,Z9,432,16036.6,159,12,0.024
4709,286,Z12,709,9527.9,78,4,0.008
4710,1104,Z16,899,13940.7,114,2,0.004
4711,1427,Z19,930,12825.3,68,20,0.04
4712,1921,Z4,855,8503.6,152,10,0.02
4713,1223,Z2,1330,117.5,110,77,0.154
4714,1395,Z17,1339,59.0,60,65,0.13
4715,261,Z6,421,15868.3,56,11,0.022
4716,951,Z5,1170,69.9,3,50,0.1
4717,1695,Z7,968,12117.2,119,9,0.018
4718,575,Z10,552,11909.1,196,10,0.02
4719,1617,Z7,1192,126.1,88,72,0.144
4720,925,Z16,1042,8555.0,183,5,0.01
4721,355,Z6,754,9890.7,94,7,0.014
4722,524,Z16,383,15267.6,52,18,0.036
4723,2000,Z20,1372,182.4,120,80,0.16
4724,1350,Z19,400,7880.8,173,19,0.038
4725,187,Z4,296,100.7,42,60,0.12
4726,1062,Z17,463,18053.0,164,11,0.022
4727,1576,Z11,869,18348.7,3,16,0.032
4728,1114,Z8,1314,84.5,15,53,0.106
4729,855,Z10,1263,164.0,8,52,0.104
4730,606,Z10,149,90.6,51,62,0.124
4731,462,Z9,965,18453.8,194,18,0.036
4732,27,Z17,578,15853.1,170,17,0.034
4733,1336,Z6,930,18016.5,137,13,0.026
4734,1317,Z3,392,11625.3,101,14,0.028
4735,199,Z20,624,9350.8,149,11,0.022
4736,1437,Z17,375,8156.4,195,2,0.004
4737,961,Z19,1265,75.1,72,68,0.136
4738,1661,Z3,979,8150.2,177,9,0.018
4739,144,Z16,184,80.4,199,99,0.198
4740,1880,Z7,1086,65.6,89,72,0.144
4741,601,Z4,189,38.0,107,76,0.152
4742,1882,Z8,746,10039.4,4,8,0.016
4743,1799,Z17,1356,63.4,61,65,0.13
4744,1673,Z7,815,14529.9,121,1,0.002
4745,1198,Z19,189,4.1,114,78,0.156
4746,930,Z3,778,16470.7,66,12,0.024
4747,1578,Z19,369,9654.0,180,13,0.026
4748,540,Z12,1278,51.0,154,88,0.176
4749,478,Z19,181,75.6,96,74,0.148
4750,1540,Z8,242,114.6,57,64,0.128
4751,1148,Z11,908,18172.3,68,5,0.01
4752,945,Z8,1186,187.4,124,81,0.162
4753,804,Z18,658,13504.1,119,15,0.03
4754,1320,Z10,1157,59.0,41,60,0.12
4755,1503,Z14,1043,12167.9,133,16,0.032
4756,1288,Z7,432,14840.3,2,0,0.0
4757,1894,Z10,1123,81.2,133,83,0.166
4758,829,Z18,598,19028.4,172,0,0.0
4759,133,Z8,883,19695.4,8,10,0.02
4760,1304,Z6,447,17399.5,47,7,0.014
4761,1309,Z5,494,7202.3,147,6,0.012
4762,1900,Z19,1137,40.5,29,57,0.114
4763,1898,Z3,888,5934.3,21,10,0.02
4764,331,Z11,688,12704.7,83,0,0.0
4765,71,Z9,787,11155.7,83,20,0.04
4766,748,Z4,685,7004.5,105,17,0.034
4767,1896,Z15,107,25.2,170,92,0.184
4768,1280,Z14,371,13767.8,181,6,0.012
4769,1628,Z11,881,6593.6,59,10,0.02
4770,1772,Z20,1094,53.0,51,62,0.124
4771,1770,Z12,350,154.4,191,97,0.194
4772,1514,Z6,749,16625.1,107,3,0.006
4773,73,Z4,948,18485.1,108,14,0.028
4774,645,Z4,421,5424.4,119,8,0.016
4775,619,Z17,90,18.0,5,51,0.102
4776,275,Z6,1335,190.9,4,51,0.102
4777,126,Z7,881,8779.3,7,14,0.028
4778,1736,Z1,542,17301.0,60,17,0.034
4779,1050,Z4,929,15717.4,65,20,0.04
4780,462,Z7,344,170.3,164,91,0.182
4781,1541,Z13,1105,8.4,69,67,0.134
4782,1989,Z1,883,12585.7,123,4,0.008
4783,1093,Z8,284,99.3,175,93,0.186
4784,1420,Z7,1421,57.8,113,78,0.156
4785,947,Z15,98,161.0,70,67,0.134
4786,895,Z20,666,19270.1,24,11,0.022
4787,469,Z7,935,18024.4,20,16,0.032
4788,1253,Z20,553,15869.8,82,3,0.006
4789,768,Z11,110,198.6,62,65,0.13
4790,589,Z1,234,151.4,164,91,0.182
4791,1681,Z1,427,13912.7,118,6,0.012
4792,1924,Z14,1221,63.5,123,80,0.16
4793,1776,Z11,708,16777.3,128,20,0.04
4794,946,Z1,605,17923.4,166,2,0.004
4795,1670,Z3,772,9171.7,87,8,0.016
4796,843,Z17,1236,121.9,149,87,0.174
4797,1645,Z10,123,122.5,4,51,0.102
4798,1453,Z5,1433,67.2,39,59,0.118
4799,1960,Z16,7,45.6,2,50,0.1
4800,588,Z3,101,171.4,37,59,0.118
4801,1202,Z6,996,19087.8,118,5,0.01
4802,723,Z13,685,12736.9,70,5,0.01
4803,133,Z10,1114,4.0,18,54,0.108
4804,931,Z16,287,137.1,173,93,0.186
4805,1149,Z7,1231,145.6,112,78,0.156
4806,132,Z1,1001,10247.8,125,16,0.032
4807,1712,Z17,521,8223.9,89,6,0.012
4808,1810,Z14,958,11698.9,22,1,0.002
4809,1502,Z12,562,6974.8,75,14,0.028
4810,1570,Z16,1095,142.6,102,75,0.15
4811,6,Z4,26,64.9,59,64,0.128
4812,1880,Z10,1151,168.2,119,79,0.158
4813,648,Z9,260,102.1,188,97,0.194
4814,1524,Z4,181,100.9,69,67,0.134
4815,414,Z16,1370,71.9,166,91,0.182
4816,1930,Z20,350,90.5,184,96,0.192
4817,156,Z20,1030,5121.2,68,15,0.03
4818,1981,Z11,610,16842.8,104,16,0.032
4819,126,Z5,1105,153.8,128,82,0.164
4820,1918,Z8,241,105.5,54,63,0.126
4821,509,Z18,884,19924.4,72,6,0.012
4822,1714,Z16,981,11711.1,36,14,0.028
4823,1747,Z11,1029,19659.4,0,2,0.004
4824,1814,Z3,468,14929.2,110,13,0.026
4825,1318,Z6,1274,104.1,55,63,0.126
4826,363,Z16,1371,74.5,197,99,0.198
4827,1002,Z16,558,15274.8,45,9,0.018
4828,1078,Z7,703,6775.5,158,14,0.028
4829,704,Z12,554,11321.6,156,10,0.02
4830,756,Z11,1369,53.3,79,69,0.138
4831,840,Z20,1077,9806.2,108,11,0.022
4832,502,Z11,723,16995.0,64,11,0.022
4833,1797,Z13,328,17.3,125,81,0.162
4834,961,Z4,426,15438.0,116,7,0.014
4835,1130,Z7,1027,5980.4,167,11,0.022
4836,840,Z13,1176,96.3,53,63,0.126
4837,565,Z2,422,15315.9,147,13,0.026
4838,1238,Z18,361,18523.1,144,14,0.028
4839,249,Z16,978,11269.8,15,10,0.02
4840,1038,Z8,850,10105.1,180,14,0.028
4841,1947,Z13,672,7717.9,73,13,0.026
4842,250,Z19,1389,55.9,147,86,0.172
4843,796,Z7,211,49.2,90,72,0.144
4844,1139,Z17,848,6404.3,186,5,0.01
4845,829,Z11,1098,106.3,60,65,0.13
4846,9,Z18,1419,161.6,51,62,0.124
4847,400,Z19,545,17435.2,199,9,0.018
4848,309,Z15,735,14381.6,144,18,0.036
4849,1422,Z13,1079,12240.5,95,5,0.01
4850,1363,Z6,337,79.3,196,99,0.198
4851,1279,Z9,1105,173.2,173,93,0.186
4852,840,Z14,1389,113.6,1,50,0.1
4853,60,Z16,1346,65.0,39,59,0.118
4854,255,Z3,127,132.2,71,67,0.134
4855,1759,Z11,951,15126.1,15,19,0.038
4856,502,Z18,719,15295.1,26,14,0.028
4857,322,Z6,64,145.7,184,96,0.192
4858,277,Z15,1359,141.5,135,83,0.166
4859,1280,Z4,662,10998.6,74,5,0.01
4860,846,Z9,151,148.3,98,74,0.148
4861,1074,Z18,615,13575.2,27,15,0.03
4862,982,Z13,351,30.7,140,85,0.17
4863,453,Z9,951,10472.0,5,16,0.032
4864,1586,Z20,982,6341.4,126,8,0.016
4865,1617,Z4,961,18959.0,89,11,0.022
4866,179,Z7,1312,187.1,71,67,0.134
4867,700,Z12,821,7058.7,53,16,0.032
4868,826,Z12,92,115.8,84,71,0.142
4869,1639,Z20,641,7566.0,2,18,0.036
4870,413,Z2,1238,144.9,85,71,0.142
4871,32,Z10,588,7425.7,155,10,0.02
4872,117,Z5,186,165.8,144,86,0.172
4873,1085,Z14,632,5541.4,150,1,0.002
4874,809,Z17,316,21.3,160,90,0.18
4875,1163,Z18,708,11792.4,117,15,0.03
4876,1609,Z2,101,147.8,56,64,0.128
4877,1439,Z20,946,6290.5,18,20,0.04
4878,1746,Z7,369,7941.1,111,19,0.038
4879,662,Z5,1312,89.6,175,93,0.186
4880,417,Z4,1187,60.4,117,79,0.158
4881,105,Z20,600,5074.1,182,3,0.006
4882,428,Z3,1221,115.7,132,83,0.166
4883,91,Z14,932,8727.9,32,18,0.036
4884,231,Z4,177,75.9,155,88,0.176
4885,1612,Z15,559,14836.3,67,1,0.002
4886,149,Z2,935,7244.1,127,0,0.0
4887,1817,Z15,1237,187.2,68,67,0.134
4888,411,Z6,1192,0.6,68,67,0.134
4889,785,Z12,403,7279.3,157,17,0.034
4890,998,Z17,839,13895.3,193,4,0.008
4891,1193,Z12,655,5414.9,148,18,0.036
4892,543,Z14,163,126.7,174,93,0.186
4893,878,Z8,1222,123.8,170,92,0.184
4894,1686,Z20,651,14068.0,113,4,0.008
4895,1527,Z14,369,6454.6,68,14,0.028
4896,922,Z6,1288,122.9,122,80,0.16
4897,578,Z15,22,182.1,56,64,0.128
4898,1550,Z11,1321,75.9,41,60,0.12
4899,1628,Z17,38,20.3,78,69,0.138
4900,286,Z16,1166,6.0,115,78,0.156
4901,1478,Z12,843,5899.3,155,13,0.026
4902,424,Z19,613,18606.7,107,11,0.022
4903,1354,Z7,969,14371.2,94,9,0.018
4904,1309,Z6,201,189.3,95,73,0.146
4905,1198,Z4,269,5.4,114,78,0.156
4906,1390,Z19,635,9139.8,189,16,0.032
4907,1339,Z5,802,9605.0,187,11,0.022
4908,289,Z17,182,69.8,91,72,0.144
4909,1479,Z9,1015,18466.0,126,8,0.016
4910,908,Z2,1245,168.1,106,76,0.152
4911,1271,Z3,1171,34.5,102,75,0.15
4912,1468,Z2,275,147.5,42,60,0.12
4913,426,Z17,1090,35.8,70,67,0.134
4914,1245,Z17,823,14174.4,21,18,0.036
4915,167,Z4,462,18860.2,26,18,0.036
4916,1126,Z16,181,121.8,143,85,0.17
4917,1504,Z15,1039,14088.3,181,0,0.0
4918,1097,Z18,1013,17080.4,121,3,0.006
4919,1940,Z17,1158,143.5,107,76,0.152
4920,963,Z3,1115,141.1,37,59,0.118
4921,206,Z10,164,4.9,146,86,0.172
4922,1967,Z5,453,11557.0,184,13,0.026
4923,1353,Z18,155,28.2,3,50,0.1
4924,1042,Z20,688,6191.8,65,10,0.02
4925,419,Z9,360,19900.2,0,3,0.006
4926,17,Z16,828,19590.2,116,7,0.014
4927,855,Z16,267,179.8,75,68,0.136
4928,529,Z12,1254,130.3,165,91,0.182
4929,1943,Z10,113,180.9,1,50,0.1
4930,504,Z11,653,14320.1,167,19,0.038
4931,1424,Z10,612,10730.7,199,20,0.04
4932,141,Z19,1336,41.3,54,63,0.126
4933,408,Z9,317,87.0,197,99,0.198
4934,629,Z2,1249,146.5,120,80,0.16
4935,529,Z16,832,17811.4,95,2,0.004
4936,676,Z9,264,6.7,164,91,0.182
4937,1092,Z2,1194,81.5,155,88,0.176
4938,25,Z14,885,12272.8,164,13,0.026
4939,1266,Z1,1154,18.9,147,86,0.172
4940,101,Z13,227,118.5,40,60,0.12
4941,1360,Z5,140,83.8,83,70,0.14
4942,1684,Z13,386,19363.4,68,18,0.036
4943,388,Z6,567,18718.1,62,16,0.032
4944,1050,Z14,524,5082.2,105,13,0.026
4945,958,Z10,31,115.4,28,57,0.114
4946,1020,Z6,312,194.1,76,69,0.138
4947,1036,Z10,550,9860.7,104,10,0.02
4948,1658,Z8,1388,182.5,150,87,0.174
4949,1846,Z19,1187,107.3,102,75,0.15
4950,1827,Z8,301,168.8,74,68,0.136
4951,1613,Z1,900,17077.2,75,17,0.034
4952,1892,Z13,1264,93.5,129,82,0.164
4953,1365,Z14,1252,43.2,18,54,0.108
4954,1520,Z8,248,90.2,3,50,0.1
4955,1890,Z14,471,15528.6,132,12,0.024
4956,1558,Z9,462,11495.9,9,3,0.006
4957,1636,Z10,166,180.1,54,63,0.126
4958,1313,Z20,863,13983.1,48,5,0.01
4959,1700,Z3,289,86.7,35,58,0.116
4960,685,Z2,1160,46.9,75,68,0.136
4961,1378,Z16,242,133.8,33,58,0.116
4962,186,Z13,284,34.5,193,98,0.196
4963,1538,Z15,1289,37.1,166,91,0.182
4964,666,Z16,837,8557.3,105,19,0.038
4965,239,Z4,1004,11058.7,41,19,0.038
4966,775,Z8,625,6913.4,178,6,0.012
4967,478,Z19,361,9656.0,119,20,0.04
4968,956,Z20,1274,184.7,45,61,0.122
4969,1424,Z9,826,16797.1,120,18,0.036
4970,1019,Z12,671,6835.2,195,1,0.002
4971,96,Z12,821,18540.5,58,6,0.012
4972,1763,Z6,410,18893.8,102,9,0.018
4973,1392,Z4,982,16507.9,178,19,0.038
4974,20,Z13,1015,7211.3,65,2,0.004
4975,1156,Z20,661,7253.0,51,14,0.028
4976,1814,Z10,927,12652.6,13,10,0.02
4977,1595,Z16,350,189.4,33,58,0.116
4978,361,Z9,1345,195.0,32,58,0.116
4979,550,Z3,592,5137.7,140,3,0.006
4980,931,Z11,921,19492.1,128,10,0.02
4981,1131,Z15,42,163.6,24,56,0.112
4982,1998,Z2,152,96.9,11,52,0.104
4983,1657,Z1,437,14624.0,186,13,0.026
4984,503,Z13,332,1.9,169,92,0.184
4985,996,Z13,1006,9656.0,84,8,0.016
4986,1686,Z16,139,93.4,44,61,0.122
4987,801,Z19,123,167.8,101,75,0.15
4988,354,Z9,447,12018.1,175,6,0.012
4989,310,Z15,254,63.8,0,50,0.1
4990,799,Z3,1338,6.1,87,71,0.142
4991,1846,Z16,789,15558.2,151,16,0.032
4992,720,Z8,559,10988.9,119,13,0.026
4993,886,Z2,195,163.6,172,93,0.186
4994,557,Z11,323,20.9,148,87,0.174
4995,307,Z16,1404,174.0,37,59,0.118
4996,1575,Z13,1058,8639.7,198,8,0.016
4997,129,Z1,166,79.8,5,51,0.102
4998,971,Z13,1365,79.3,85,71,0.142
4999,714,Z1,808,10705.1,63,17,0.034
5000,1101,Z2,1025,19434.0,109,18,0.036
5001,1464,Z15,256,116.7,174,93,0.186
5002,1561,Z16,1142,102.9,20,55,0.11
5003,1212,Z6,1403,103.1,2,50,0.1
5004,1580,Z3,795,5397.4,17,15,0.03
5005,203,Z9,262,72.3,142,85,0.17
5006,642,Z14,496,7106.1,145,2,0.004
5007,615,Z16,490,6000.5,26,20,0.04
5008,1068,Z18,1267,11.6,7,51,0.102
5009,321,Z14,639,16576.0,103,3,0.006
5010,1220,Z3,801,17890.7,88,6,0.012
5011,763,Z6,1395,67.9,35,58,0.116
5012,735,Z9,474,9815.0,21,12,0.024
5013,1926,Z7,685,7582.4,99,18,0.036
5014,1753,Z8,1029,9670.6,110,16,0.032
5015,832,Z5,1325,2.9,196,99,0.198
5016,185,Z14,209,69.1,138,84,0.168
5017,1949,Z18,795,17217.5,150,18,0.036
5018,1243,Z14,937,10136.2,75,7,0.014
5019,102,Z15,49,16.9,192,98,0.196
5020,543,Z3,1229,186.1,111,77,0.154
5021,1942,Z1,721,14421.2,135,19,0.038
5022,1778,Z14,823,5571.5,176,18,0.036
5023,749,Z4,639,7214.6,119,16,0.032
5024,518,Z16,815,11332.7,9,4,0.008
5025,442,Z12,942,9880.2,34,0,0.0
5026,561,Z3,234,57.7,113,78,0.156
5027,1311,Z12,1180,198.2,157,89,0.178
5028,1132,Z2,34,93.7,38,59,0.118
5029,1847,Z6,712,10158.1,25,5,0.01
5030,1310,Z16,353,103.3,9,52,0.104
5031,889,Z6,96,132.5,197,99,0.198
5032,1805,Z15,301,66.2,165,91,0.182
5033,1540,Z12,579,7784.4,37,16,0.032
5034,1469,Z20,1325,27.4,72,68,0.136
5035,1839,Z5,1417,145.8,89,72,0.144
5036,691,Z14,374,13345.3,95,4,0.008
5037,373,Z2,1254,45.3,87,71,0.142
5038,1721,Z10,170,144.7,78,69,0.138
5039,888,Z2,716,6136.2,125,7,0.014
5040,699,Z12,296,86.2,65,66,0.132
5041,326,Z15,1338,165.2,14,53,0.106
5042,1972,Z17,1409,139.7,177,94,0.188
5043,1501,Z1,498,10928.1,174,10,0.02
5044,78,Z10,650,6549.4,124,20,0.04
5045,804,Z6,174,57.3,154,88,0.176
5046,777,Z1,206,46.0,136,84,0.168
5047,1507,Z2,490,5291.8,70,5,0.01
5048,1992,Z18,1337,146.5,164,91,0.182
5049,1403,Z5,1278,80.1,177,94,0.188
5050,1544,Z17,1109,40.0,64,66,0.132
5051,1157,Z7,1373,185.2,158,89,0.178
5052,399,Z16,32,92.0,55,63,0.126
5053,1483,Z17,27,117.0,123,80,0.16
5054,1896,Z10,746,12376.9,104,15,0.03
5055,1774,Z1,1297,158.8,172,93,0.186
5056,297,Z12,117,57.0,27,56,0.112
5057,1806,Z9,723,19020.7,85,1,0.002
5058,823,Z3,421,6721.4,27,7,0.014
5059,1597,Z2,734,10808.1,106,12,0.024
5060,461,Z16,1355,70.1,30,57,0.114
5061,765,Z7,717,10117.1,190,0,0.0
5062,1156,Z14,1293,31.5,172,93,0.186
5063,199,Z15,343,60.7,39,59,0.118
5064,108,Z1,1186,59.8,13,53,0.106
5065,1528,Z13,149,187.4,17,54,0.108
5066,463,Z11,1126,67.0,45,61,0.122
5067,855,Z7,372,9120.7,110,10,0.02
5068,1682,Z16,1016,9957.7,143,10,0.02
5069,449,Z13,894,10710.6,53,0,0.0
5070,1601,Z12,150,112.3,75,68,0.136
5071,450,Z15,10,52.1,176,94,0.188
5072,144,Z8,617,8654.0,154,1,0.002
5073,445,Z4,93,46.6,121,80,0.16
5074,533,Z9,175,107.6,57,64,0.128
5075,1813,Z10,971,10000.8,193,5,0.01
5076,1209,Z15,1031,17047.4,191,9,0.018
5077,1222,Z12,659,9640.7,112,6,0.012
5078,339,Z6,274,70.2,100,75,0.15
5079,92,Z18,356,114.7,37,59,0.118
5080,52,Z1,1183,9.7,13,53,0.106
5081,72,Z6,1009,15503.4,158,2,0.004
5082,243,Z4,607,6674.8,183,16,0.032
5083,1336,Z17,105,7.4,161,90,0.18
5084,425,Z17,74,187.6,26,56,0.112
5085,1322,Z1,287,44.0,64,66,0.132
5086,1687,Z9,481,16508.8,3,6,0.012
5087,271,Z16,1132,67.3,72,68,0.136
5088,656,Z20,666,5899.8,104,11,0.022
5089,750,Z13,85,99.7,60,65,0.13
5090,1555,Z12,1284,17.2,166,91,0.182
5091,133,Z16,482,16843.7,125,15,0.03
5092,412,Z11,193,98.8,192,98,0.196
5093,391,Z9,905,11240.1,161,4,0.008
5094,123,Z14,797,9739.6,117,7,0.014
5095,1653,Z18,1122,164.0,101,75,0.15
5096,544,Z13,706,11025.4,152,12,0.024
5097,815,Z1,831,8826.5,145,19,0.038
5098,2,Z4,153,117.6,104,76,0.152
5099,502,Z5,1312,184.1,88,72,0.144
5100,1356,Z9,799,12045.1,97,11,0.022
5101,1867,Z17,741,18020.7,94,10,0.02
5102,440,Z12,940,7384.0,139,4,0.008
5103,830,Z14,1071,17896.6,113,16,0.032
5104,1435,Z19,1355,173.3,154,88,0.176
5105,1569,Z19,706,19218.3,56,18,0.036
5106,570,Z10,1110,109.7,85,71,0.142
5107,771,Z2,33,144.7,134,83,0.166
5108,792,Z3,968,9618.6,95,17,0.034
5109,1261,Z16,835,18507.4,46,19,0.038
5110,1257,Z20,1337,132.9,101,75,0.15
5111,713,Z7,1182,6.2,137,84,0.168
5112,1429,Z20,307,103.2,167,91,0.182
5113,1710,Z18,737,5100.8,192,7,0.014
5114,1496,Z15,105,39.8,113,78,0.156
5115,1843,Z2,393,8253.4,33,6,0.012
5116,490,Z4,103,31.8,6,51,0.102
5117,1349,Z13,1326,29.1,89,72,0.144
5118,1024,Z19,565,15358.5,63,11,0.022
5119,406,Z13,1415,114.2,131,82,0.164
5120,1697,Z8,1369,20.0,46,61,0.122
5121,1583,Z19,478,14851.2,55,15,0.03
5122,1095,Z11,811,11323.1,52,18,0.036
5123,696,Z4,161,62.0,183,95,0.19
5124,1101,Z3,900,11069.2,37,9,0.018
5125,95,Z17,246,170.7,91,72,0.144
5126,1570,Z4,972,16413.5,121,11,0.022
5127,214,Z6,1254,92.4,199,99,0.198
5128,1870,Z15,463,18858.4,34,20,0.04
5129,1628,Z10,314,184.6,157,89,0.178
5130,1019,Z14,1401,137.9,6,51,0.102
5131,1344,Z15,12,65.3,118,79,0.158
5132,913,Z10,574,19798.4,84,6,0.012
5133,1136,Z16,905,12796.4,157,20,0.04
5134,1350,Z18,951,7892.5,20,16,0.032
5135,312,Z11,1271,160.5,116,79,0.158
5136,970,Z1,842,7167.5,139,3,0.006
5137,214,Z11,995,13561.0,103,12,0.024
5138,780,Z3,1243,191.4,155,88,0.176
5139,469,Z6,208,55.9,130,82,0.164
5140,804,Z17,1212,141.3,72,68,0.136
5141,1671,Z18,708,16525.6,79,20,0.04
5142,1457,Z10,948,14611.1,173,20,0.04
5143,182,Z20,734,9358.5,136,15,0.03
5144,1862,Z12,916,9518.1,24,17,0.034
5145,558,Z18,1374,171.3,138,84,0.168
5146,1860,Z7,939,6694.8,134,14,0.028
5147,729,Z13,784,17322.2,138,2,0.004
5148,631,Z8,1265,93.4,197,99,0.198
5149,916,Z6,653,7589.8,159,1,0.002
5150,1702,Z12,552,12968.9,142,10,0.02
5151,1253,Z6,66,166.2,55,63,0.126
5152,616,Z7,130,65.7,59,64,0.128
5153,1877,Z12,1351,190.0,73,68,0.136
5154,1883,Z16,1102,183.5,7,51,0.102
5155,1231,Z16,869,5273.4,137,14,0.028
5156,1337,Z2,1420,155.6,102,75,0.15
5157,1545,Z17,780,6018.6,169,20,0.04
5158,1077,Z6,1217,33.4,76,69,0.138
5159,232,Z6,904,14229.8,88,1,0.002
5160,296,Z5,829,11159.4,133,14,0.028
5161,544,Z13,734,19533.2,157,0,0.0
5162,266,Z4,948,8826.9,42,19,0.038
5163,702,Z6,608,19907.4,136,7,0.014
5164,1266,Z17,246,98.6,54,63,0.126
5165,922,Z16,1436,57.7,7,51,0.102
5166,79,Z20,78,103.2,28,57,0.114
5167,697,Z7,975,7579.9,139,13,0.026
5168,603,Z18,1394,131.2,90,72,0.144
5169,364,Z3,1363,53.9,68,67,0.134
5170,1308,Z8,301,192.2,54,63,0.126
5171,1413,Z15,481,9445.0,193,0,0.0
5172,1926,Z16,515,9959.2,177,6,0.012
5173,444,Z3,1431,37.8,175,93,0.186
5174,1447,Z1,133,17.6,90,72,0.144
5175,1301,Z6,368,9477.0,77,10,0.02
5176,460,Z7,187,75.0,174,93,0.186
5177,1819,Z10,209,161.3,140,85,0.17
5178,1715,Z16,561,5164.4,132,18,0.036
5179,1407,Z8,789,17931.3,143,15,0.03
5180,742,Z13,9,173.9,165,91,0.182
5181,817,Z17,326,143.6,48,62,0.124
5182,20,Z3,554,8290.3,118,19,0.038
5183,1068,Z12,416,19904.6,16,20,0.04
5184,593,Z17,439,13535.5,200,12,0.024
5185,115,Z5,671,10361.7,103,17,0.034
5186,1966,Z7,148,145.4,67,66,0.132
5187,40,Z13,350,46.4,193,98,0.196
5188,1325,Z3,590,16732.5,59,7,0.014
5189,811,Z18,928,9740.4,91,6,0.012
5190,1397,Z16,700,15557.5,77,15,0.03
5191,124,Z4,560,17345.8,190,9,0.018
5192,760,Z19,200,143.7,41,60,0.12
5193,863,Z20,652,13928.8,45,4,0.008
5194,282,Z19,1182,107.6,64,66,0.132
5195,615,Z3,603,10100.5,43,2,0.004
5196,17,Z1,912,9489.1,116,16,0.032
5197,1112,Z10,173,7.7,175,93,0.186
5198,1193,Z18,134,124.7,131,82,0.164
5199,266,Z12,937,11099.6,28,19,0.038
5200,1736,Z16,152,44.0,154,88,0.176
5201,1831,Z4,952,19520.3,164,6,0.012
5202,307,Z9,1026,9729.5,184,20,0.04
5203,114,Z9,39,147.2,107,76,0.152
5204,750,Z8,187,58.0,68,67,0.134
5205,807,Z13,849,7823.8,51,14,0.028
5206,436,Z9,873,13180.6,89,20,0.04
5207,935,Z5,779,6345.4,158,10,0.02
5208,959,Z15,860,17091.4,28,2,0.004
5209,1396,Z18,657,13917.2,43,10,0.02
5210,419,Z17,1215,190.2,158,89,0.178
5211,682,Z17,289,2.5,43,60,0.12
5212,173,Z17,1131,76.8,79,69,0.138
5213,661,Z5,439,5172.1,124,19,0.038
5214,597,Z10,973,12918.7,129,14,0.028
5215,1429,Z6,857,18429.4,79,19,0.038
5216,1243,Z7,432,15530.8,24,12,0.024
5217,522,Z9,150,194.5,77,69,0.138
5218,561,Z12,1187,152.1,157,89,0.178
