record_id,intersection_id,approach_road_id,timestamp_min,queue_length_vehicles,avg_wait_time_sec,cycle_time_sec,green_time_sec
5486,167,2,675,29,73,60,44
5487,76,3,980,17,118,90,39
5488,146,1,1068,13,42,150,50
5489,253,1,987,3,147,150,40
5490,10,2,1317,22,45,150,59
5491,170,4,730,4,112,60,19
5492,22,4,912,27,150,60,42
5493,90,2,911,29,100,150,66
5494,41,3,822,8,76,120,38
5495,154,2,857,29,97,120,59
5496,117,3,1169,27,54,150,64
5497,128,2,528,54,77,60,50
5498,35,2,946,4,102,90,26
5499,209,1,389,15,23,60,30
5500,173,1,206,30,12,120,60
5501,153,1,1275,21,104,120,51
5502,142,1,329,1,88,90,23
5503,210,1,65,14,160,60,29
5504,217,1,1362,9,15,60,24
5505,90,4,188,14,77,120,44
5506,43,3,908,7,126,150,44
5507,80,1,1241,2,65,120,32
5508,217,2,1221,26,98,90,48
5509,130,2,694,29,156,150,66
5510,264,3,943,9,127,60,24
5511,94,3,816,21,135,150,58
5512,37,2,1210,26,155,60,41
5513,199,3,1255,26,65,150,63
5514,19,3,532,17,119,150,54
5515,87,1,204,18,137,150,55
5516,37,4,37,3,64,120,33
5517,140,3,1016,7,137,150,44
5518,259,4,653,18,25,90,40
5519,142,2,1117,15,12,60,30
5520,105,2,869,3,54,90,25
5521,111,3,100,15,129,90,37
5522,196,1,1093,54,40,90,76
5523,125,1,35,28,67,60,43
5524,109,1,1089,51,61,150,88
5525,243,4,67,1,29,90,23
5526,231,3,308,20,106,90,42
5527,165,4,723,11,46,150,48
5528,43,4,136,29,150,120,59
5529,14,4,1196,25,63,120,55
5530,200,3,9,29,156,60,44
5531,83,3,169,1,70,150,38
5532,18,3,865,5,19,150,42
5533,7,4,592,16,131,120,46
5534,13,3,973,20,34,90,42
5535,240,1,430,45,109,120,75
5536,182,1,976,0,92,150,37
5537,125,3,250,14,111,120,44
5538,142,1,780,17,146,60,32
5539,183,2,373,0,56,60,15
5540,81,4,420,30,147,120,60
5541,179,3,601,15,79,60,30
5542,136,2,1118,33,139,90,55
5543,270,2,1135,33,148,150,70
5544,245,2,506,51,149,120,81
5545,4,2,1309,11,178,60,26
5546,295,3,726,6,69,120,36
5547,160,3,1077,11,80,120,41
5548,57,1,151,20,52,60,35
5549,14,3,1434,13,66,60,28
5550,166,3,907,22,101,120,52
5551,293,1,1030,31,46,120,61
5552,2,3,512,18,64,120,48
5553,221,3,1046,23,67,150,60
5554,182,4,419,2,126,90,24
5555,223,2,489,12,118,60,27
5556,259,3,1181,49,112,150,86
5557,108,3,442,12,23,120,42
5558,280,4,672,19,167,150,56
5559,271,2,405,19,24,60,34
5560,273,2,1340,3,87,150,40
5561,26,1,208,9,115,90,31
5562,171,3,481,29,30,150,66
5563,272,4,186,0,51,150,37
5564,260,2,891,21,48,90,43
5565,272,2,208,23,176,120,53
5566,48,2,407,3,88,60,18
5567,208,1,182,27,120,90,49
5568,265,2,984,13,54,150,50
5569,288,3,913,17,19,150,54
5570,123,2,250,4,75,90,26
5571,251,3,1380,28,95,120,58
5572,171,3,1271,0,63,120,30
5573,8,3,391,19,51,60,34
5574,111,2,1142,31,123,60,46
5575,199,3,1304,25,76,150,62
5576,85,1,1165,30,10,120,60
5577,233,3,1327,3,150,150,40
5578,13,4,155,14,23,60,29
5579,12,1,414,9,31,120,39
5580,196,2,99,5,85,90,27
5581,56,1,480,44,82,150,81
5582,111,3,1343,14,140,60,29
5583,109,2,840,25,118,60,40
5584,131,4,977,6,129,90,28
5585,204,3,998,12,150,120,42
5586,28,3,718,27,63,150,64
5587,3,2,777,9,85,120,39
5588,151,2,537,36,108,150,73
5589,94,4,1123,44,99,60,50
5590,272,2,410,22,95,90,44
5591,107,1,704,18,13,60,33
5592,257,2,335,20,138,150,57
5593,216,4,495,30,158,60,45
5594,32,3,1230,22,133,150,59
5595,182,4,757,17,83,150,54
5596,1,2,938,15,49,120,45
5597,294,1,939,12,28,90,34
5598,104,4,323,9,85,120,39
5599,168,2,556,18,22,60,33
5600,260,1,1121,35,173,120,65
5601,263,1,1024,27,139,150,64
5602,146,2,202,9,172,150,46
5603,220,2,859,15,10,120,45
5604,181,2,447,20,133,150,57
5605,36,1,340,11,135,150,48
5606,254,3,447,13,141,120,43
5607,225,3,275,11,60,120,41
5608,43,3,1014,25,71,90,47
5609,37,3,1089,43,11,90,65
5610,128,2,529,48,120,120,78
5611,108,3,173,19,136,60,34
5612,16,3,1010,25,11,60,40
5613,140,4,40,25,65,120,55
5614,292,1,987,11,132,150,48
5615,265,1,1321,17,123,150,54
5616,155,3,1117,31,164,150,68
5617,132,1,450,47,44,90,69
5618,101,2,158,2,124,150,39
5619,150,2,290,12,149,150,49
5620,290,4,609,15,150,60,30
5621,133,1,699,2,31,90,24
5622,49,4,216,6,21,90,28
5623,164,1,989,25,130,60,40
5624,138,4,729,28,107,90,50
5625,87,3,482,13,116,120,43
5626,130,2,920,8,171,120,38
5627,30,3,836,4,61,60,19
5628,9,2,1338,24,42,120,54
5629,217,1,308,9,80,120,39
5630,195,4,324,12,129,60,27
5631,271,4,1076,60,145,150,97
5632,286,2,688,28,111,90,50
5633,231,4,898,22,11,150,59
5634,107,4,609,3,26,120,33
5635,47,4,62,29,45,90,51
5636,175,3,307,30,98,60,45
5637,109,4,386,9,135,60,24
5638,253,3,339,23,52,60,38
5639,221,1,838,0,140,150,37
5640,207,4,1120,56,171,120,86
5641,136,3,268,8,126,60,23
5642,220,1,703,29,66,90,51
5643,155,3,1282,11,24,150,48
5644,259,4,663,8,175,150,45
5645,82,4,1209,4,122,150,41
5646,288,3,634,13,163,150,50
5647,14,1,112,6,152,90,28
5648,105,4,1274,23,74,150,60
5649,274,3,1057,47,132,150,84
5650,137,2,1083,26,112,120,56
5651,260,2,1309,26,65,150,63
5652,73,3,244,1,34,120,31
5653,223,1,188,11,122,120,41
5654,68,1,639,18,66,150,55
5655,44,2,509,16,22,120,46
5656,95,4,146,2,12,120,32
5657,299,4,235,2,148,60,17
5658,57,3,966,29,26,90,51
5659,165,4,558,25,90,60,40
5660,284,1,445,22,179,90,44
5661,36,1,1220,22,32,120,52
5662,178,3,690,24,35,60,39
5663,61,2,620,2,101,120,32
5664,78,2,368,30,63,90,52
5665,187,4,612,11,82,120,41
5666,22,1,1011,3,56,150,40
5667,300,4,861,5,161,60,20
5668,62,1,1427,25,97,60,40
5669,63,2,5,0,95,150,37
5670,95,1,606,20,128,90,42
5671,226,3,951,5,127,90,27
5672,158,3,784,9,84,90,31
5673,245,2,1254,13,162,120,43
5674,122,4,925,28,110,150,65
5675,149,2,56,7,93,90,29
5676,51,2,1232,6,55,150,43
5677,190,3,183,11,45,90,33
5678,201,2,983,1,114,120,31
5679,8,2,1220,28,126,120,58
5680,105,3,1254,11,54,150,48
5681,128,1,456,52,145,150,89
5682,170,4,477,57,32,120,87
5683,223,4,535,22,127,120,52
5684,110,2,629,10,43,60,25
5685,100,2,783,20,133,120,50
5686,92,3,1153,59,60,90,80
5687,83,4,1317,27,40,120,57
5688,131,4,1301,16,173,120,46
5689,179,1,23,10,165,60,25
5690,270,1,793,20,72,150,57
5691,198,3,843,16,162,90,38
5692,179,4,405,18,108,150,55
5693,22,4,656,0,136,120,30
5694,27,2,251,14,74,60,29
5695,133,4,755,27,177,120,57
5696,14,4,407,8,27,60,23
5697,91,2,365,26,104,120,56
5698,130,1,448,43,148,90,65
5699,171,2,223,11,62,90,33
5700,175,1,1381,27,18,150,64
5701,67,4,1148,15,62,60,30
5702,209,3,813,7,115,150,44
5703,122,3,28,0,106,90,22
5704,104,4,372,5,94,150,42
5705,240,1,1415,26,108,60,41
5706,300,2,166,30,54,150,67
5707,196,4,437,26,127,60,41
5708,103,4,1367,4,119,150,41
5709,188,2,866,1,50,150,38
5710,44,2,1321,2,71,120,32
5711,218,1,1421,22,148,150,59
5712,48,2,1105,51,81,60,50
5713,249,4,1255,24,168,90,46
5714,98,1,597,52,121,90,74
5715,139,3,1299,0,72,90,22
5716,134,3,834,22,55,60,37
5717,142,1,1081,55,68,90,77
5718,99,3,460,28,72,150,65
5719,263,3,1399,14,116,120,44
5720,138,3,101,26,95,120,56
5721,169,2,1279,30,48,150,67
5722,41,4,749,4,137,60,19
5723,168,2,1282,12,160,120,42
5724,68,3,995,5,172,90,27
5725,22,3,530,36,14,90,58
5726,110,4,413,30,156,90,52
5727,43,1,1186,30,171,120,60
5728,3,4,446,56,114,150,93
5729,282,3,803,26,62,150,63
5730,109,3,965,5,160,120,35
5731,223,1,1020,35,152,90,57
5732,152,4,1419,26,72,60,41
5733,63,4,687,20,157,150,57
5734,152,3,1106,32,77,120,62
5735,257,2,1317,27,164,120,57
5736,226,3,700,4,28,60,19
5737,161,3,491,30,165,120,60
5738,230,4,256,7,139,120,37
5739,208,4,1132,53,112,150,90
5740,194,1,225,0,17,120,30
5741,31,3,666,27,57,60,42
5742,72,3,1188,16,154,60,31
5743,4,4,916,19,51,90,41
5744,131,3,320,8,106,150,45
5745,8,2,315,12,33,150,49
5746,51,3,1265,16,101,150,53
5747,164,1,1369,9,36,150,46
5748,62,1,884,7,19,120,37
5749,207,2,1092,22,27,150,59
5750,281,2,72,16,82,90,38
5751,113,4,809,1,22,150,38
5752,90,1,555,27,80,90,49
5753,37,2,1326,1,13,90,23
5754,95,1,526,18,154,60,33
5755,253,1,1093,11,178,120,41
5756,92,3,680,2,157,60,17
5757,12,1,115,13,141,150,50
5758,10,2,232,17,117,60,32
5759,294,2,1295,25,27,120,55
5760,202,3,862,21,33,60,36
5761,10,2,1216,8,55,120,38
5762,145,1,101,19,37,90,41
5763,83,2,226,5,127,90,27
5764,229,2,1378,4,146,120,34
5765,95,4,247,21,162,90,43
5766,248,1,397,15,162,60,30
5767,226,4,1245,11,160,150,48
5768,83,1,660,1,63,90,23
5769,184,3,1309,29,116,120,59
5770,151,3,1197,18,50,90,40
5771,173,1,1434,25,24,120,55
5772,244,3,1066,42,18,150,79
5773,6,1,909,15,166,120,45
5774,225,3,852,14,24,90,36
5775,223,2,105,8,24,60,23
5776,112,4,428,12,13,90,34
5777,114,3,169,17,113,120,47
5778,276,3,1052,20,131,150,57
5779,273,3,364,19,73,150,56
5780,148,3,615,2,56,60,17
5781,21,3,858,21,54,60,36
5782,8,3,102,7,70,60,22
5783,6,4,1152,46,117,90,68
5784,149,4,226,1,15,90,23
5785,268,2,553,48,107,150,85
5786,183,3,1269,29,69,150,66
5787,20,1,1404,1,163,90,23
5788,147,4,940,1,163,90,23
5789,175,4,1291,24,11,120,54
5790,230,2,743,17,154,150,54
5791,19,1,581,56,133,150,93
5792,168,2,634,15,68,150,52
5793,1,3,1047,22,179,90,44
5794,131,1,317,0,153,120,30
5795,227,2,551,52,95,120,82
5796,34,3,975,21,25,90,43
5797,34,1,610,23,28,90,45
5798,126,2,1059,58,47,90,80
5799,90,2,234,10,93,120,40
5800,195,3,1306,10,85,90,32
5801,25,3,1044,34,158,150,71
5802,52,1,934,4,91,90,26
5803,16,3,764,18,141,120,48
5804,173,1,871,1,37,90,23
5805,53,3,1047,38,83,60,50
5806,74,3,314,23,137,150,60
5807,280,3,936,20,119,60,35
5808,263,1,426,35,95,150,72
5809,184,4,1397,16,135,120,46
5810,14,2,705,30,118,60,45
5811,97,3,83,14,87,90,36
5812,110,1,1147,15,133,60,30
5813,87,1,107,7,23,120,37
5814,188,4,324,21,43,150,58
5815,296,3,1188,29,111,150,66
5816,175,4,596,10,20,150,47
5817,69,1,239,14,126,120,44
5818,29,1,1191,60,21,120,90
5819,9,2,1205,12,82,90,34
5820,80,2,114,10,24,120,40
5821,204,4,1435,29,24,120,59
5822,130,1,437,15,83,150,52
5823,100,3,1376,14,73,150,51
5824,39,3,266,24,89,90,46
5825,259,1,643,9,164,150,46
5826,42,2,204,0,155,120,30
5827,3,2,1192,12,131,90,34
5828,30,4,496,22,136,60,37
5829,278,4,1043,30,45,90,52
5830,46,3,323,25,20,120,55
5831,230,2,206,14,79,90,36
5832,76,1,1420,9,159,120,39
5833,100,3,721,22,98,150,59
5834,9,4,677,4,100,150,41
5835,248,2,1296,9,96,150,46
5836,29,1,939,3,19,60,18
5837,250,4,914,9,169,120,39
5838,57,2,918,3,175,150,40
5839,36,3,704,17,100,120,47
5840,53,3,842,17,85,90,39
5841,157,2,896,30,34,150,67
5842,70,2,554,12,24,60,27
5843,124,3,403,26,30,150,63
5844,275,2,881,0,31,60,15
5845,159,3,942,4,25,150,41
5846,190,2,696,21,131,60,36
5847,224,1,1010,23,73,120,53
5848,263,3,828,17,39,60,32
5849,271,2,1139,25,81,120,55
5850,50,3,398,7,174,120,37
5851,130,3,230,15,68,150,52
5852,166,3,1132,29,110,120,59
5853,68,3,4,27,56,150,64
5854,87,4,161,19,100,120,49
5855,222,3,1351,7,23,120,37
5856,85,3,437,18,54,60,33
5857,222,1,522,45,92,60,50
5858,156,4,711,8,66,120,38
5859,266,2,870,21,19,60,36
5860,150,4,1206,27,85,150,64
5861,31,1,1017,15,111,90,37
5862,98,1,113,12,135,60,27
5863,295,3,858,20,35,150,57
5864,163,1,296,26,124,60,41
5865,259,4,881,21,173,150,58
5866,35,4,23,17,154,60,32
5867,74,2,557,53,126,120,83
5868,82,2,801,17,38,150,54
5869,11,1,1438,11,95,120,41
5870,96,1,179,7,66,90,29
5871,249,3,1391,1,56,90,23
5872,256,2,1057,48,37,120,78
5873,86,2,391,22,12,120,52
5874,170,2,1248,3,102,150,40
5875,95,3,992,12,158,90,34
5876,161,3,486,57,42,120,87
5877,176,2,684,24,72,150,61
5878,190,4,1146,45,166,150,82
5879,262,2,742,6,169,150,43
5880,247,3,1288,22,112,90,44
5881,129,3,317,5,70,60,20
5882,44,2,1270,22,120,120,52
5883,55,4,1362,29,112,150,66
5884,67,4,695,13,20,150,50
5885,88,4,963,26,31,120,56
5886,119,4,1144,51,153,60,50
5887,185,1,660,0,44,60,15
5888,121,4,1120,30,83,150,67
5889,137,4,123,23,141,90,45
5890,171,4,1164,56,127,90,78
5891,275,4,1257,16,163,120,46
5892,70,4,59,29,138,150,66
5893,75,2,909,30,38,90,52
5894,97,4,1267,24,172,120,54
5895,118,2,491,38,73,90,60
5896,182,3,431,57,21,150,94
5897,44,1,570,13,129,150,50
5898,121,3,396,15,116,60,30
5899,152,2,686,11,106,150,48
5900,220,2,152,28,148,120,58
5901,140,3,941,23,106,60,38
5902,214,1,1305,21,84,120,51
5903,9,1,444,42,17,150,79
5904,256,1,75,3,65,150,40
5905,47,4,1259,5,154,120,35
5906,153,4,457,15,69,150,52
5907,131,1,468,18,86,60,33
5908,270,4,312,7,135,120,37
5909,274,1,847,12,72,90,34
5910,84,3,227,28,16,60,43
5911,16,2,869,26,17,60,41
5912,48,1,823,3,12,120,33
5913,285,2,1141,35,134,90,57
5914,130,4,585,35,92,60,50
5915,135,3,258,19,165,150,56
5916,280,2,1051,40,50,120,70
5917,143,2,1146,58,94,150,95
5918,205,2,446,25,51,120,55
5919,241,3,251,6,86,150,43
5920,189,1,1360,1,125,150,38
5921,237,3,978,27,90,120,57
5922,279,3,1143,34,157,120,64
5923,160,1,159,3,18,120,33
5924,280,2,634,7,163,90,29
5925,8,2,259,30,123,150,67
5926,204,2,1224,0,81,90,22
5927,117,4,1131,29,151,120,59
5928,297,2,1218,9,153,150,46
5929,296,1,968,14,46,60,29
5930,187,1,348,7,90,90,29
5931,139,2,451,47,32,60,50
5932,9,1,674,29,141,60,44
5933,25,2,498,38,147,90,60
5934,190,4,366,9,94,60,24
5935,224,2,746,13,145,90,35
5936,167,2,210,18,132,60,33
5937,148,3,1189,16,148,90,38
5938,276,1,711,4,93,90,26
5939,143,2,1043,28,169,150,65
5940,200,3,313,22,168,150,59
5941,235,1,960,10,72,60,25
5942,162,3,1336,11,143,120,41
5943,278,4,821,7,64,60,22
5944,99,1,771,21,139,90,43
5945,118,2,994,27,50,90,49
5946,236,2,900,17,180,60,32
5947,256,1,1298,25,55,120,55
5948,10,4,1016,8,45,60,23
5949,186,4,511,18,31,120,48
5950,237,4,79,25,18,90,47
5951,185,4,129,20,166,60,35
5952,81,4,270,14,61,120,44
5953,296,3,263,19,33,150,56
5954,215,3,1278,14,59,120,44
5955,263,4,697,13,102,150,50
5956,59,2,918,18,132,150,55
5957,84,3,222,22,171,150,59
5958,15,2,1198,12,161,60,27
5959,131,1,321,17,160,90,39
5960,258,1,95,27,51,120,57
5961,297,4,1050,39,17,150,76
5962,115,3,907,29,80,90,51
5963,100,1,445,34,103,90,56
5964,261,4,954,30,24,120,60
5965,257,3,119,21,85,120,51
5966,60,1,866,7,167,60,22
5967,130,4,220,24,79,90,46
5968,293,4,457,49,26,90,71
5969,160,3,1014,24,166,60,39
5970,91,3,684,8,147,90,30
5971,85,2,456,20,75,120,50
5972,290,3,149,15,131,150,52
5973,15,4,1377,1,81,120,31
5974,126,4,1116,20,24,60,35
5975,197,4,811,16,90,60,31
5976,257,4,958,22,171,60,37
5977,258,1,1425,24,169,60,39
5978,161,1,150,11,168,60,26
5979,208,4,1094,27,19,60,42
5980,100,4,341,28,55,60,43
5981,223,4,193,9,132,90,31
5982,270,1,13,29,94,150,66
5983,46,1,492,53,34,90,75
5984,126,2,988,22,162,60,37
5985,39,4,1308,24,17,90,46
5986,233,1,1026,35,75,150,72
5987,4,3,871,3,21,120,33
5988,111,4,178,2,43,60,17
5989,49,2,1252,7,16,90,29
5990,121,4,1099,34,167,120,64
5991,289,3,1311,27,127,60,42
5992,18,3,623,11,108,60,26
5993,59,1,504,24,108,120,54
5994,94,2,1258,1,143,60,16
5995,12,2,1274,22,132,150,59
5996,78,3,1062,13,159,150,50
5997,280,1,475,13,84,60,28
5998,240,1,1355,10,40,120,40
5999,79,4,871,15,56,150,52
6000,104,1,1038,26,55,60,41
6001,4,3,452,44,55,120,74
6002,141,2,507,23,90,90,45
6003,11,3,566,33,60,90,55
6004,189,4,217,10,176,60,25
6005,79,4,868,20,30,120,50
6006,151,1,1278,29,140,90,51
6007,112,3,938,2,98,90,24
6008,59,2,507,30,102,60,45
6009,155,3,521,41,78,150,78
6010,268,1,869,30,55,90,52
6011,67,1,83,24,112,120,54
6012,260,3,936,3,86,60,18
6013,115,2,145,20,82,90,42
6014,88,1,88,17,91,150,54
6015,219,1,937,21,119,90,43
6016,98,2,30,4,90,120,34
6017,148,4,1159,40,98,90,62
6018,184,4,39,24,100,90,46
6019,29,1,340,6,78,90,28
6020,242,3,839,5,128,150,42
6021,187,1,1061,24,70,150,61
6022,34,4,975,17,178,120,47
6023,270,3,1155,23,167,90,45
6024,129,4,1357,17,74,120,47
6025,283,3,1020,22,119,90,44
6026,154,4,1332,20,175,120,50
6027,71,3,1408,14,50,90,36
6028,154,1,557,33,161,150,70
6029,34,1,1148,31,100,150,68
6030,88,3,0,4,62,90,26
6031,119,4,393,16,97,150,53
6032,229,1,1102,58,20,90,80
6033,136,2,729,21,55,90,43
6034,34,3,555,52,119,120,82
6035,110,3,1056,28,19,60,43
6036,259,2,650,7,29,60,22
6037,95,4,833,18,112,120,48
6038,23,1,1159,10,12,60,25
6039,27,1,1230,13,53,90,35
6040,19,3,720,20,68,120,50
6041,42,1,1244,4,23,90,26
6042,64,3,548,40,78,90,62
6043,32,3,794,12,74,90,34
6044,226,1,355,23,36,120,53
6045,285,2,230,29,87,120,59
6046,263,3,1310,20,90,90,42
6047,279,1,909,5,175,120,35
6048,269,4,743,18,16,60,33
6049,192,1,489,39,60,120,69
6050,76,1,812,23,123,120,53
6051,90,3,1303,18,15,150,55
6052,52,4,1256,7,158,90,29
6053,69,1,943,23,132,150,60
6054,193,3,319,13,20,120,43
6055,250,2,1273,24,76,60,39
6056,87,4,1301,26,139,90,48
6057,49,3,803,23,160,150,60
6058,102,3,1091,29,63,60,44
6059,166,2,1169,22,163,150,59
6060,206,2,437,53,180,60,50
6061,152,3,881,11,28,60,26
6062,269,2,337,4,74,120,34
6063,271,4,1274,28,139,90,50
6064,217,2,162,30,49,60,45
6065,196,1,1066,11,61,120,41
6066,272,3,725,1,96,60,16
6067,157,2,730,24,174,120,54
6068,124,1,1197,50,126,90,72
6069,249,2,652,24,19,90,46
6070,294,1,286,4,150,60,19
6071,246,4,323,17,48,120,47
6072,238,3,1317,28,62,120,58
6073,235,4,830,1,22,120,31
6074,212,2,85,3,133,150,40
6075,289,4,1307,5,89,120,35
6076,75,4,891,25,157,60,40
6077,263,3,852,6,123,150,43
6078,194,2,628,24,85,60,39
6079,230,4,19,26,26,120,56
6080,28,4,1431,6,171,150,43
6081,60,4,422,40,134,90,62
6082,280,2,1114,32,67,120,62
6083,250,4,1045,45,165,120,75
6084,142,1,1053,25,167,120,55
6085,173,3,710,20,131,150,57
6086,97,2,407,0,124,90,22
6087,39,3,1348,7,144,120,37
6088,86,3,1078,18,112,120,48
6089,15,4,97,9,86,150,46
6090,171,1,365,6,177,150,43
6091,206,4,1414,10,78,150,47
6092,95,3,606,4,49,60,19
6093,276,4,353,10,178,150,47
6094,83,1,444,21,85,90,43
6095,129,4,758,7,103,150,44
6096,106,1,167,10,87,60,25
6097,196,1,503,42,87,150,79
6098,43,4,1299,0,159,120,30
6099,77,3,878,16,71,60,31
6100,57,2,1281,27,54,150,64
6101,45,2,909,10,26,150,47
6102,44,2,749,12,132,90,34
6103,224,4,874,4,19,60,19
6104,52,4,1202,26,55,150,63
6105,189,2,789,5,92,120,35
6106,94,3,233,15,79,120,45
6107,136,2,753,2,62,120,32
6108,218,3,77,14,74,150,51
6109,201,1,1428,28,87,150,65
6110,195,2,937,22,75,150,59
6111,191,3,262,2,93,150,39
6112,43,4,613,6,38,150,43
6113,180,2,1331,21,64,60,36
6114,280,2,330,8,43,120,38
6115,215,4,660,11,167,150,48
6116,259,4,529,23,46,150,60
6117,200,3,964,30,166,90,52
6118,73,3,1107,56,123,120,86
6119,2,3,635,15,162,60,30
6120,219,2,940,19,72,150,56
6121,284,3,1139,20,119,60,35
6122,282,2,268,2,69,120,32
6123,238,3,341,30,22,90,52
6124,120,1,792,14,88,150,51
6125,163,4,1221,7,56,150,44
6126,290,1,1290,0,170,60,15
6127,187,4,775,27,165,120,57
6128,286,4,939,4,50,60,19
6129,166,3,575,15,77,60,30
6130,25,4,150,18,91,90,40
6131,14,2,17,0,41,60,15
6132,287,1,210,16,114,90,38
6133,31,2,2,1,10,150,38
6134,249,3,1295,5,114,120,35
6135,143,4,228,6,10,150,43
6136,26,4,1019,11,72,120,41
6137,238,3,546,59,11,90,80
6138,171,4,263,1,66,90,23
6139,56,2,556,32,43,60,47
6140,98,3,660,28,107,60,43
6141,62,1,594,43,109,150,80
6142,228,1,1038,31,34,150,68
6143,81,4,940,12,49,150,49
6144,201,3,1144,55,121,120,85
6145,155,2,629,1,158,60,16
6146,58,1,1332,19,146,90,41
6147,38,4,832,3,128,60,18
6148,100,1,1221,19,119,90,41
6149,170,1,77,11,140,150,48
6150,88,2,465,40,173,90,62
6151,23,2,1371,1,75,150,38
6152,144,2,687,7,57,90,29
6153,77,2,162,8,48,150,45
6154,156,1,674,1,38,120,31
6155,39,2,14,0,108,60,15
6156,81,2,744,0,118,150,37
6157,267,3,209,7,106,120,37
6158,10,3,247,18,118,150,55
6159,180,2,813,13,141,60,28
6160,268,3,1156,37,34,120,67
6161,300,3,151,30,40,90,52
6162,291,2,437,18,47,60,33
6163,69,3,991,25,62,90,47
6164,151,1,1213,2,142,150,39
6165,77,3,229,5,103,90,27
6166,44,1,325,12,78,90,34
6167,193,2,934,7,138,90,29
6168,129,2,20,25,56,60,40
6169,299,1,107,13,83,90,35
6170,251,4,103,25,41,60,40
6171,269,2,98,16,132,60,31
6172,142,2,444,32,14,120,62
6173,112,1,904,12,131,120,42
6174,56,1,112,22,162,120,52
6175,15,2,183,23,125,60,38
6176,148,1,90,13,71,90,35
6177,77,1,811,14,101,60,29
6178,242,2,1310,13,36,90,35
6179,38,4,13,8,130,150,45
6180,253,3,395,0,164,150,37
6181,272,1,676,23,157,60,38
6182,22,2,337,26,59,150,63
6183,56,4,600,55,39,120,85
6184,50,3,828,22,129,150,59
6185,300,2,1120,39,20,90,61
6186,82,4,1245,11,112,60,26
6187,244,3,131,15,81,150,52
6188,275,4,419,23,171,120,53
6189,36,4,730,27,151,120,57
6190,191,1,397,20,60,120,50
6191,142,4,609,19,132,150,56
6192,49,2,1051,56,125,60,50
6193,245,2,671,12,54,90,34
6194,242,2,797,19,77,120,49
6195,223,1,1112,36,141,60,50
6196,204,1,1391,1,98,90,23
6197,31,1,654,3,35,150,40
6198,105,3,604,30,76,60,45
6199,298,2,289,14,108,90,36
6200,285,4,1187,30,106,60,45
6201,70,3,1113,35,96,150,72
6202,282,3,555,33,166,60,48
6203,229,4,109,9,97,60,24
6204,96,3,1209,8,36,120,38
6205,178,2,471,13,167,120,43
6206,34,1,593,43,165,150,80
6207,114,2,68,8,179,150,45
6208,209,2,699,23,13,90,45
6209,92,4,548,24,112,150,61
6210,145,3,824,23,21,90,45
6211,277,2,598,37,102,60,50
6212,122,3,476,36,140,150,73
6213,135,2,206,9,99,60,24
6214,266,4,1102,28,52,150,65
6215,176,4,264,10,14,150,47
6216,275,1,386,13,34,150,50
6217,220,3,721,5,157,120,35
6218,263,1,1256,1,103,60,16
6219,292,1,885,8,89,150,45
6220,145,4,262,26,105,150,63
6221,145,4,1118,44,80,90,66
6222,254,3,310,12,74,90,34
6223,124,4,653,0,28,120,30
6224,287,1,219,18,37,120,48
6225,22,2,119,9,99,150,46
6226,40,1,981,18,118,150,55
6227,170,2,932,15,126,60,30
6228,294,1,930,21,124,90,43
6229,254,2,829,25,27,90,47
6230,266,2,1333,0,171,150,37
6231,298,2,964,6,64,60,21
6232,1,4,1133,33,51,120,63
6233,294,2,955,30,126,60,45
6234,106,1,91,1,103,150,38
6235,248,3,66,14,131,90,36
6236,210,4,763,12,37,150,49
6237,41,4,452,27,71,120,57
6238,225,4,1324,21,114,90,43
6239,30,4,214,13,148,120,43
6240,39,1,270,0,117,90,22
6241,226,2,1316,9,87,120,39
6242,18,4,965,7,75,120,37
6243,261,1,1132,36,37,60,50
6244,55,4,687,21,166,120,51
6245,210,1,241,11,180,150,48
6246,213,2,1332,0,77,60,15
6247,86,4,200,23,44,150,60
6248,244,4,320,8,140,60,23
6249,10,3,855,10,160,90,32
6250,100,2,1375,22,13,120,52
6251,258,3,320,9,127,90,31
6252,55,1,564,60,116,150,97
6253,277,2,473,36,74,60,50
6254,17,1,101,27,26,60,42
6255,206,1,877,8,160,120,38
6256,54,2,935,9,176,90,31
6257,12,1,267,25,170,60,40
6258,41,2,403,8,76,150,45
6259,273,4,1093,10,163,90,32
6260,142,1,191,19,53,150,56
6261,156,2,1170,29,180,90,51
6262,44,3,1199,23,92,150,60
6263,221,2,232,2,24,150,39
6264,93,4,568,13,67,90,35
6265,83,2,679,3,123,60,18
6266,170,1,1406,1,97,90,23
6267,5,2,615,17,52,120,47
6268,258,1,1038,39,83,90,61
6269,294,3,1134,26,106,90,48
6270,186,2,34,28,70,150,65
6271,215,4,494,11,16,150,48
6272,63,3,1399,8,108,90,30
6273,203,1,874,2,160,90,24
6274,172,2,533,45,77,90,67
6275,72,3,279,0,10,90,22
6276,123,3,1189,47,20,60,50
6277,126,2,1052,43,84,60,50
6278,267,1,166,14,113,60,29
6279,57,3,593,28,176,90,50
6280,298,1,426,56,86,120,86
6281,220,4,148,11,141,150,48
6282,6,4,455,40,32,90,62
6283,187,2,126,23,143,90,45
6284,42,2,595,22,76,90,44
6285,82,4,584,10,141,150,47
6286,22,3,870,30,61,60,45
6287,228,4,571,10,33,90,32
6288,55,3,776,28,178,150,65
6289,7,3,559,41,164,120,71
6290,224,4,1424,22,175,120,52
