segment_id,pipe_id,from_node,to_node,length_m,diameter_mm,flow_lps,pressure_bar
5871,1753,129,475,2330,400,133.82,1.47
5872,209,259,363,1438,400,82.44,2.76
5873,741,343,407,2778,400,118.1,2.78
5874,433,452,137,1128,300,36.09,1.62
5875,967,354,80,681,300,36.79,5.95
5876,1943,161,241,2349,200,166.33,2.06
5877,1758,198,242,2682,200,70.18,4.75
5878,12,277,167,2364,300,5.87,2.62
5879,714,62,489,1623,400,31.16,1.29
5880,793,38,80,2055,150,16.91,4.0
5881,986,45,49,2641,200,170.3,4.58
5882,823,231,264,1929,300,145.05,1.0
5883,631,264,332,853,150,163.19,2.01
5884,132,497,92,1230,150,62.11,3.66
5885,557,236,58,1707,250,56.83,4.02
5886,1090,275,169,161,200,135.16,3.06
5887,208,77,67,2651,250,135.24,4.18
5888,721,12,95,1924,250,59.65,2.76
5889,239,117,272,1658,400,174.84,1.91
5890,427,130,456,300,250,55.42,4.76
5891,1166,120,10,2358,250,41.72,5.4
5892,762,228,125,1145,200,155.42,2.17
5893,436,455,394,2870,300,182.49,4.16
5894,632,465,320,2093,100,157.41,4.49
5895,1467,192,28,1931,200,40.25,2.67
5896,415,113,237,2839,300,7.28,4.04
5897,1836,48,378,1180,300,145.32,1.96
5898,1984,297,354,2644,400,153.9,3.27
5899,1076,468,404,571,250,182.23,4.66
5900,146,421,316,375,100,157.34,1.46
5901,889,401,106,940,300,154.95,4.55
5902,739,259,305,2556,200,161.72,1.64
5903,286,51,328,1342,300,153.87,5.25
5904,254,158,267,310,200,142.34,4.41
5905,175,127,154,978,250,161.26,3.09
5906,1724,32,416,637,400,147.98,5.27
5907,1860,290,2,263,200,71.11,2.76
5908,798,102,39,372,150,81.2,2.34
5909,1745,178,453,856,400,119.22,4.57
5910,1950,156,93,2889,300,9.95,4.85
5911,470,219,408,1874,300,69.79,3.02
5912,1341,318,427,2828,250,141.03,1.22
5913,1002,466,65,1431,300,39.65,1.31
5914,1744,92,241,1422,400,95.26,5.62
5915,1361,331,271,2994,250,73.55,3.26
5916,1653,70,433,576,100,20.21,3.65
5917,1508,195,177,2936,200,197.92,1.48
5918,1784,414,185,1863,250,163.94,4.81
5919,1063,114,354,2803,100,130.29,3.88
5920,568,351,449,2470,400,85.82,4.18
5921,1240,98,131,2331,250,8.52,5.61
5922,409,241,111,816,250,48.01,2.53
5923,918,233,409,2089,150,125.58,4.01
5924,313,268,285,1206,400,70.64,5.79
5925,430,125,446,959,400,195.62,1.5
5926,1474,308,28,843,200,58.78,5.3
5927,1409,252,284,927,150,127.03,5.32
5928,306,131,96,130,250,85.55,1.67
5929,1579,120,206,1158,400,76.28,3.29
5930,1328,391,465,1473,100,11.69,5.23
5931,1969,16,65,909,400,151.79,4.87
5932,569,87,146,30,200,55.2,3.02
5933,1834,123,57,2745,150,11.86,2.66
5934,78,351,401,271,150,129.37,2.01
5935,474,59,288,2014,100,105.31,3.1
5936,1666,190,444,114,200,34.71,4.32
5937,421,104,280,2106,150,141.13,3.17
5938,248,50,227,1314,150,196.72,3.06
5939,765,125,17,175,200,63.29,3.5
5940,1335,236,359,2314,100,22.72,3.65
5941,909,131,363,2405,250,92.73,2.87
5942,729,210,242,1663,100,27.53,3.21
5943,65,249,288,428,100,56.6,5.57
5944,653,350,201,54,400,58.93,4.07
5945,1254,134,448,1731,200,123.37,2.93
5946,1058,494,213,1713,400,58.63,2.62
5947,245,187,276,1434,150,31.48,4.8
5948,1809,402,269,1536,200,169.68,3.52
5949,1776,487,406,1570,150,46.28,2.34
5950,313,30,352,2723,250,36.75,4.5
5951,586,160,248,860,400,72.89,3.22
5952,1290,461,380,1033,150,183.64,5.42
5953,221,94,195,62,150,120.03,2.65
5954,630,362,19,717,100,29.66,2.4
5955,149,150,406,1636,200,42.2,2.66
5956,1099,400,335,2451,150,133.54,3.56
5957,1525,124,142,2896,400,112.56,4.99
5958,1125,445,64,2615,250,184.22,3.7
5959,100,449,323,880,250,83.55,3.56
5960,563,287,1,32,100,11.37,2.6
5961,96,205,47,2118,150,142.91,4.07
5962,1586,141,63,2291,100,137.07,4.31
5963,1699,446,270,1552,100,199.42,4.46
5964,844,228,198,412,100,184.85,3.18
5965,871,440,355,2112,200,64.96,4.44
5966,834,4,267,2375,250,179.79,4.52
5967,500,480,154,1741,400,114.59,3.36
5968,1953,11,439,1436,300,35.14,2.37
5969,330,431,3,532,150,63.94,2.26
5970,1361,98,258,382,200,110.35,5.28
5971,147,280,391,1471,150,159.92,3.95
5972,386,74,194,1967,200,23.3,2.86
5973,662,374,223,511,400,49.32,1.57
5974,506,311,139,1713,400,186.76,4.75
5975,795,302,481,849,150,62.23,1.59
5976,804,402,338,2588,150,51.85,3.93
5977,1613,167,459,2882,100,10.37,4.37
5978,1392,470,232,1484,250,8.88,5.13
5979,1432,216,493,1914,200,46.88,2.97
5980,891,252,134,2770,200,155.64,2.79
5981,167,386,109,1415,150,179.57,4.73
5982,1471,175,399,2630,250,153.34,4.49
5983,533,221,197,1509,150,53.65,3.37
5984,1149,2,251,856,100,121.3,2.28
5985,1685,107,102,2842,400,21.38,1.68
5986,305,481,255,2269,300,192.98,2.0
5987,1706,363,3,1134,250,164.11,2.19
5988,610,483,484,2932,200,173.44,1.88
5989,190,379,279,1764,250,58.43,5.21
5990,1100,357,336,1871,200,176.83,4.47
5991,322,288,69,222,300,14.55,5.91
5992,1346,69,367,628,300,164.39,5.42
5993,471,221,111,2116,100,28.87,5.59
5994,1917,293,184,678,300,152.7,4.52
5995,457,262,248,1946,100,122.46,1.73
5996,397,378,157,1561,300,13.62,3.86
5997,16,497,213,905,100,135.31,3.68
5998,1593,153,491,1255,150,180.23,3.13
5999,1737,106,226,1309,200,30.69,5.64
6000,1363,34,425,2909,250,13.16,1.02
6001,459,318,203,1585,200,86.97,5.79
6002,1109,314,342,1991,150,44.82,2.23
6003,1246,195,248,2382,300,32.63,1.73
6004,806,19,349,1983,400,198.58,3.5
6005,1617,67,322,1858,200,101.35,0.98
6006,1419,119,192,2441,250,198.87,3.85
6007,1246,136,297,1355,100,85.89,5.32
6008,1001,317,109,255,300,145.58,2.69
6009,1046,348,381,1635,150,150.74,3.4
6010,381,153,491,132,150,168.7,4.23
6011,1078,448,368,1626,150,102.32,5.55
6012,1238,226,232,1903,100,10.96,3.74
6013,681,403,422,543,150,2.48,2.29
6014,1587,496,491,1245,200,45.78,3.32
6015,1554,7,16,1293,250,100.8,5.2
6016,495,428,152,1787,200,92.37,3.12
6017,396,171,338,1488,400,84.92,4.65
6018,1402,173,425,79,200,175.06,2.48
6019,1007,357,197,2647,100,182.11,3.23
6020,619,415,94,466,150,23.46,3.82
6021,1085,145,84,1509,200,151.2,3.69
6022,396,39,142,2236,150,58.0,2.26
6023,321,482,324,2266,300,187.27,1.38
6024,1359,9,380,20,400,130.68,4.58
6025,1680,451,117,923,100,55.29,2.32
6026,1550,352,158,125,400,149.84,5.49
6027,1385,236,197,2383,100,80.99,4.68
6028,200,432,246,1330,100,69.57,3.55
6029,1533,267,95,1514,250,174.62,4.05
6030,75,93,440,2841,300,37.45,3.54
6031,1955,306,112,1993,400,35.13,5.16
6032,1105,81,81,2531,100,52.43,4.24
6033,59,161,424,2139,100,23.77,1.69
6034,53,358,72,1979,100,44.62,2.11
6035,172,193,151,710,300,60.03,5.44
6036,349,309,25,1060,300,3.14,5.06
6037,899,325,24,1455,400,176.73,3.07
6038,665,224,94,239,200,91.67,5.12
6039,1541,240,39,1209,400,58.98,2.72
6040,191,255,459,396,250,148.34,4.33
6041,1517,133,160,1517,150,182.84,2.25
6042,1876,381,374,1595,250,28.57,1.23
6043,312,278,151,989,200,101.37,1.88
6044,291,25,488,517,100,181.84,3.99
6045,1014,159,52,2657,100,151.14,3.25
6046,747,14,301,2437,100,9.57,1.69
6047,1081,111,309,2755,400,138.49,2.38
6048,904,205,179,587,300,181.18,1.98
6049,684,237,250,1294,300,86.59,5.32
6050,1273,56,72,565,150,185.58,4.6
6051,1041,119,317,1417,150,178.12,4.62
6052,1785,78,176,409,250,166.36,4.4
6053,1845,330,60,1633,250,61.96,1.13
6054,1683,363,260,224,100,101.83,1.69
6055,986,109,389,322,150,38.47,4.24
6056,1648,161,451,1207,400,186.58,1.3
6057,1227,358,205,2375,400,181.18,2.74
6058,416,151,351,2372,150,15.97,2.23
6059,1475,157,290,2897,100,24.38,5.25
6060,298,370,224,1671,400,195.41,5.15
6061,1153,188,138,1220,100,144.38,4.23
6062,1878,369,56,397,150,81.76,3.62
6063,651,290,325,2479,150,14.99,3.01
6064,1477,379,107,574,300,138.05,3.34
6065,1162,452,161,2015,150,64.69,4.53
6066,591,419,493,2490,250,12.8,5.15
6067,365,128,174,860,400,33.28,5.02
6068,1294,421,322,940,150,80.49,3.13
6069,1803,122,381,741,100,96.05,3.18
6070,1694,446,69,2294,250,191.94,3.5
6071,1498,328,16,89,250,79.48,3.96
6072,946,332,300,126,400,105.27,2.34
6073,68,424,370,1161,300,45.02,3.79
6074,1318,239,115,430,100,69.89,4.25
6075,363,155,242,819,100,97.36,2.69
6076,1384,214,268,2531,150,179.44,2.25
6077,670,42,403,792,400,69.8,4.26
6078,941,428,126,444,150,29.57,5.5
6079,1073,287,420,306,300,97.85,1.95
6080,1752,49,264,2277,250,185.82,1.54
6081,51,46,188,2771,200,83.62,5.34
6082,53,456,181,430,200,25.47,4.78
6083,90,125,478,1883,150,140.38,4.01
6084,1558,132,383,2880,250,49.42,3.29
6085,1053,148,20,2641,400,154.04,2.43
6086,1174,124,125,2248,300,6.79,3.7
6087,925,74,35,322,200,46.18,2.63
6088,1991,396,458,426,150,172.85,2.95
6089,1184,58,478,362,400,154.73,2.71
6090,409,428,46,734,150,6.01,5.01
6091,1907,83,49,2483,400,52.96,2.37
6092,244,366,450,1842,300,63.75,4.6
6093,1729,261,134,529,300,13.73,5.8
6094,410,97,181,1953,250,176.57,2.29
6095,1194,361,276,1748,100,55.57,5.83
6096,40,3,307,904,150,121.11,1.29
6097,1656,232,422,2341,150,81.02,2.75
6098,1195,211,52,200,200,107.56,1.97
6099,165,354,470,2870,400,118.04,4.55
6100,768,422,499,2331,300,164.0,5.35
6101,1179,452,88,618,200,191.63,5.73
6102,204,198,162,767,400,147.12,2.87
6103,77,274,346,1253,200,137.57,5.01
6104,178,214,269,2281,200,117.06,5.41
6105,1536,304,350,819,250,138.18,5.2
6106,39,11,118,2154,250,156.96,5.24
6107,1106,473,278,2153,100,178.74,1.26
6108,723,12,453,481,300,141.91,5.79
6109,49,178,435,337,200,91.96,2.01
6110,1348,467,452,1516,200,118.85,3.46
6111,845,30,176,2129,100,32.54,3.34
6112,423,302,322,2995,100,114.31,2.22
6113,840,17,493,1198,200,57.87,3.52
6114,1567,82,425,1956,200,13.93,2.37
6115,170,327,16,1427,200,69.75,2.99
6116,1140,402,115,1285,300,61.47,3.16
6117,1379,198,311,1559,250,179.75,5.43
6118,711,192,51,649,100,159.74,3.63
6119,1015,192,134,1848,200,128.38,3.88
6120,99,205,336,354,250,84.54,2.07
6121,895,226,482,1888,100,189.07,4.25
6122,1303,145,63,2166,100,65.26,4.44
6123,288,267,346,1404,200,88.61,3.2
6124,1349,269,181,2767,100,74.64,3.61
6125,1684,483,412,1502,150,188.21,2.37
6126,188,34,489,1857,400,149.82,4.28
6127,899,220,155,392,100,76.59,2.2
6128,904,179,416,1628,200,2.67,4.32
6129,1343,465,361,2894,400,195.74,2.51
6130,550,381,418,841,250,96.77,5.09
6131,1888,344,265,789,400,14.58,2.54
6132,878,202,409,802,100,107.3,3.65
6133,1128,268,484,570,400,51.09,3.96
6134,408,223,122,1826,150,125.34,2.51
6135,1177,63,34,1239,300,76.34,4.77
6136,214,65,282,23,150,196.89,2.45
6137,775,87,422,2197,250,86.65,1.38
6138,1087,328,281,1292,300,31.6,4.16
6139,495,133,17,911,200,151.0,4.93
6140,1283,147,231,861,150,181.59,3.85
6141,1977,43,351,1165,300,191.68,4.08
6142,1810,109,244,440,200,48.97,5.37
6143,276,478,222,2503,200,112.57,4.81
6144,1049,155,149,1514,100,182.55,3.89
6145,107,27,167,1944,100,142.44,2.8
6146,173,77,323,2428,150,178.99,4.63
6147,1834,306,12,2241,400,75.95,3.26
6148,1183,114,301,96,400,44.61,3.69
6149,902,256,118,2384,400,52.48,2.19
6150,1005,268,192,2059,200,35.4,2.81
6151,1900,201,183,1339,150,89.95,4.4
6152,1505,358,457,1923,100,78.05,1.78
6153,604,121,327,2760,200,136.31,4.81
6154,335,93,65,692,400,137.97,2.71
6155,1138,129,29,2261,300,174.09,5.33
6156,1801,127,123,548,150,127.65,3.87
6157,1149,98,349,1065,300,79.46,3.75
6158,1583,184,187,1927,250,122.64,4.91
6159,1561,262,451,1954,150,15.58,2.9
6160,586,424,180,1706,100,139.36,3.59
6161,1044,93,315,2708,150,191.23,4.38
6162,740,113,334,2411,250,77.74,5.02
6163,674,399,482,339,300,137.72,3.73
6164,1060,130,23,1945,200,168.93,4.49
6165,1656,194,98,725,250,27.06,3.61
6166,1975,462,497,2468,150,27.09,1.37
6167,1598,58,160,1712,150,183.35,4.83
6168,1646,443,339,1885,400,72.65,1.86
6169,600,123,252,2031,250,117.13,4.88
6170,1967,432,162,1904,200,13.47,3.35
6171,137,200,418,1359,200,183.31,4.24
6172,1585,193,183,2718,400,37.94,4.43
6173,1126,238,75,1211,250,90.23,5.5
6174,1699,355,382,102,200,155.32,1.58
6175,325,309,339,1242,300,97.16,2.84
6176,701,317,123,205,250,51.96,5.24
6177,971,301,143,2441,150,162.88,4.76
6178,1417,131,366,850,150,193.64,5.67
6179,7,342,32,2038,250,174.18,5.64
6180,484,294,167,444,400,178.64,5.15
6181,1086,262,200,1366,150,48.31,3.49
6182,1835,104,443,876,100,60.36,3.82
6183,163,227,335,2787,150,12.63,4.96
6184,1158,169,283,2108,300,26.74,2.36
6185,440,212,309,629,150,31.55,3.55
6186,1317,491,58,848,100,37.49,5.56
6187,404,344,131,917,150,163.76,2.04
6188,1018,133,474,371,150,164.03,4.86
6189,981,191,308,884,400,101.7,4.1
6190,319,236,221,2077,200,78.04,4.83
6191,542,83,187,1841,150,88.49,1.75
6192,800,83,409,434,150,116.01,2.45
6193,1078,311,174,1901,100,9.36,2.73
6194,1851,222,289,2434,150,24.58,4.9
6195,352,446,17,72,250,111.4,5.23
6196,1294,92,406,1546,300,94.02,3.51
6197,693,395,71,2547,300,109.84,2.96
6198,657,34,402,2243,400,20.01,3.93
6199,1592,70,109,292,100,38.42,5.38
6200,494,322,4,1600,100,191.09,4.82
6201,540,228,218,2769,100,47.3,4.84
6202,1628,405,460,2695,300,199.61,3.95
6203,1638,493,499,680,400,147.02,3.17
6204,1836,231,6,1733,250,26.72,4.12
6205,1681,194,142,512,150,146.3,2.71
6206,1217,79,321,312,300,112.28,5.68
6207,1775,482,460,2398,150,152.77,5.7
6208,44,313,407,713,300,153.46,4.38
6209,1976,90,392,495,100,159.12,3.57
6210,1895,219,465,1574,300,159.56,5.53
6211,1097,101,89,191,200,129.87,3.2
6212,699,278,84,1534,100,12.28,2.38
6213,1158,90,257,2944,250,45.09,4.26
6214,1316,288,177,159,300,40.68,1.87
6215,1898,358,29,133,150,93.79,5.06
6216,628,468,466,2785,400,140.73,3.83
6217,1294,123,388,1943,250,106.14,4.24
6218,661,368,51,1121,400,121.94,2.24
6219,590,340,161,2936,150,144.62,1.4
6220,533,342,129,98,250,13.06,2.17
6221,1413,493,43,606,200,47.54,1.55
6222,1265,494,158,1174,300,74.43,3.69
6223,284,230,280,383,200,53.19,5.47
6224,1262,165,399,1967,200,89.37,3.42
6225,1978,437,53,531,300,29.86,2.74
6226,1121,364,199,2994,300,173.53,4.21
6227,1806,163,297,1537,250,22.19,4.64
6228,868,492,482,2427,200,138.07,4.33
6229,1544,316,471,2797,250,112.84,4.53
6230,801,25,202,2602,100,197.1,1.91
6231,43,322,62,1126,200,154.35,3.27
6232,407,149,24,489,300,62.36,3.0
6233,748,66,219,2505,100,48.68,4.88
6234,1527,24,374,1336,100,143.65,4.88
6235,1967,174,379,71,250,118.12,5.06
6236,256,383,224,2707,100,41.12,2.32
6237,208,426,418,543,400,125.94,1.91
6238,557,461,301,520,400,139.63,4.97
6239,1465,430,197,1484,100,83.19,1.31
6240,219,300,239,1063,150,57.93,2.32
6241,42,450,12,744,400,118.21,5.52
6242,1619,141,196,2713,300,111.23,5.23
6243,1248,252,70,1024,250,78.51,2.98
6244,752,411,156,2305,100,58.84,2.99
6245,398,275,342,1259,100,166.21,1.6
6246,1562,15,204,1055,300,54.89,2.59
6247,609,363,34,1610,100,144.07,1.53
6248,703,500,133,2381,300,51.1,3.21
6249,1081,317,180,2401,100,41.29,2.16
6250,2,316,449,1752,250,186.05,1.51
6251,703,10,73,1441,100,81.36,2.98
6252,1251,321,388,1176,100,180.78,2.85
6253,179,219,248,434,400,104.9,2.27
6254,1018,234,93,129,300,47.29,5.42
6255,311,17,76,286,250,173.47,2.49
6256,651,244,25,856,150,168.83,2.2
6257,391,224,109,2140,250,162.62,1.34
6258,1349,203,54,1583,100,9.9,2.25
6259,691,171,301,1515,100,34.25,1.53
6260,789,373,20,2190,150,110.96,3.21
6261,908,7,387,2560,100,129.58,1.33
6262,1639,382,87,1394,300,116.35,4.8
6263,461,116,394,1291,300,93.84,3.05
6264,348,23,115,255,300,52.88,3.35
6265,913,54,169,1708,150,145.36,4.12
6266,1454,320,466,1164,300,185.22,4.72
6267,403,175,83,2293,200,54.19,3.2
6268,415,229,287,1531,250,96.46,1.77
6269,1121,187,222,932,300,131.29,2.5
6270,430,222,268,1569,200,183.12,5.03
6271,1298,198,105,1101,150,159.93,4.34
6272,1278,387,319,2345,100,98.37,4.26
6273,1342,73,460,1370,250,162.93,3.92
6274,227,470,254,1430,150,11.26,5.03
6275,1729,200,474,1459,400,140.14,1.77
6276,1742,405,299,1520,250,108.01,5.15
6277,1652,209,68,1617,150,65.78,1.94
6278,1142,56,454,278,400,158.09,5.62
6279,1151,88,445,1019,300,53.08,2.9
6280,146,16,425,1493,150,159.19,2.79
6281,40,452,471,1309,150,84.44,2.73
6282,1994,321,15,2961,200,143.05,2.7
6283,1776,152,274,1527,250,128.25,2.59
6284,1386,257,121,2299,300,183.87,5.21
6285,751,444,127,954,400,75.71,3.41
6286,1908,451,268,945,300,60.09,2.73
6287,859,461,152,2850,100,116.29,4.4
6288,1521,324,432,2974,400,42.14,4.81
6289,834,371,479,2416,300,89.87,5.43
6290,1517,118,369,751,250,165.02,2.11
6291,1602,5,418,1142,250,187.73,3.92
6292,869,112,36,2251,250,48.77,4.74
6293,1909,161,388,2840,300,31.72,3.05
6294,1510,360,217,994,100,99.87,4.95
6295,285,390,253,1419,400,72.19,3.75
6296,1151,296,173,964,400,68.24,1.63
6297,1868,90,417,1710,100,17.34,4.07
6298,1227,156,412,2553,100,140.64,5.09
6299,1341,350,200,750,300,148.43,1.5
6300,471,159,154,2841,300,89.03,4.2
6301,1338,330,495,1519,300,108.73,4.35
6302,1774,118,420,1553,150,51.71,4.21
6303,1017,302,430,1047,400,76.54,5.09
6304,194,190,254,2550,100,5.24,2.67
6305,1355,484,129,2821,250,43.67,4.22
6306,281,244,242,1286,300,150.28,3.37
6307,1659,376,227,1959,200,97.96,2.56
6308,1418,315,333,1793,300,125.51,1.55
6309,29,175,313,785,150,183.0,2.23
6310,1843,220,151,2830,400,114.74,4.91
6311,992,346,267,1060,100,156.24,3.72
6312,559,267,377,1260,100,108.9,3.32
6313,1422,228,467,1550,200,81.5,3.96
6314,1426,14,115,2450,150,36.39,2.97
6315,1592,173,27,677,200,103.14,2.51
6316,1586,370,180,654,150,63.71,4.05
6317,1391,224,376,2327,150,85.71,5.23
6318,620,221,67,1066,200,77.56,1.55
6319,1929,364,431,527,250,156.68,4.93
6320,1678,57,236,884,250,36.55,2.17
6321,640,466,496,592,400,94.51,5.32
6322,1746,436,384,1155,250,199.89,2.45
6323,696,31,187,2894,150,174.67,1.34
6324,1850,24,500,122,300,134.53,2.93
6325,1182,423,136,1388,250,141.76,4.32
6326,536,334,378,927,250,97.02,4.7
6327,1312,411,63,1844,100,66.64,3.1
6328,206,499,59,1401,150,194.17,3.48
6329,718,321,76,935,400,64.31,3.52
6330,1699,380,183,2736,300,197.54,5.21
6331,82,444,292,1040,300,149.48,5.52
6332,1321,7,86,2674,150,186.35,5.52
6333,692,241,469,2746,150,168.81,2.39
6334,1703,490,46,507,150,82.26,3.1
6335,1006,51,397,1363,150,165.79,5.49
6336,506,258,67,2750,250,107.62,4.69
6337,1638,153,482,2531,400,45.6,2.78
6338,1597,193,232,322,150,152.64,2.32
6339,785,437,46,952,200,125.35,2.61
6340,523,52,133,2585,150,96.59,1.53
6341,1777,400,80,660,250,53.89,5.13
6342,1917,95,210,757,100,25.46,3.6
6343,690,423,56,672,200,48.75,5.02
6344,2000,474,139,2443,400,33.91,4.63
6345,1642,436,243,2467,300,12.88,3.16
6346,996,408,453,2271,150,122.75,1.87
6347,81,213,333,2114,300,178.93,1.99
6348,1162,265,308,282,100,167.26,3.46
6349,353,490,463,2151,400,59.27,1.0
6350,495,83,342,1952,400,83.79,2.88
6351,708,369,367,2303,150,5.2,2.6
6352,1780,42,189,664,150,191.47,5.44
6353,1466,280,92,470,150,48.95,5.86
6354,1214,385,132,853,400,10.17,2.34
6355,1971,368,274,2211,300,25.58,1.9
6356,489,284,231,1774,200,109.52,4.36
6357,1871,269,157,273,150,85.78,5.75
6358,1014,483,179,1488,100,157.71,1.91
6359,1911,154,99,229,100,39.19,4.9
6360,844,479,41,2904,250,187.37,2.28
6361,559,308,65,1367,150,159.45,1.62
6362,1887,476,294,240,250,79.42,4.11
6363,612,196,291,2897,100,122.34,3.24
6364,1035,452,196,1793,200,103.98,5.66
6365,931,412,91,1562,100,164.5,3.52
6366,1929,220,80,2724,300,165.89,2.52
6367,957,14,164,759,150,34.96,1.77
6368,273,480,287,658,100,47.4,3.48
6369,1155,278,235,750,400,78.55,4.21
6370,1245,244,395,1348,100,81.03,1.99
6371,1571,105,318,1264,200,111.78,3.05
6372,1929,118,225,2639,150,25.26,4.56
6373,690,493,297,1467,200,63.76,5.57
6374,862,16,457,2417,200,139.57,2.1
6375,340,311,118,2881,250,174.17,3.37
6376,427,394,388,946,100,52.93,1.92
6377,263,371,117,2385,250,51.75,3.92
6378,1074,412,180,1605,400,90.54,2.57
6379,285,133,204,1675,300,57.71,4.19
6380,940,473,83,412,250,70.32,2.79
6381,1121,429,215,2000,400,137.41,3.03
6382,2,224,419,2875,400,130.52,1.13
6383,1351,216,464,2906,300,72.32,4.07
6384,182,139,497,1651,200,82.23,1.25
6385,1154,162,92,2793,100,109.68,3.08
6386,919,393,306,791,150,82.0,5.79
6387,1531,290,9,414,150,92.57,2.32
6388,614,318,486,1623,250,78.21,3.24
6389,1706,85,339,2711,200,120.61,2.05
6390,1689,211,27,2142,100,21.01,5.0
6391,724,193,131,2333,200,104.86,2.5
6392,418,184,128,1895,300,9.14,2.26
6393,1705,323,271,422,300,191.12,1.73
6394,783,2,312,211,250,106.17,2.61
6395,896,204,21,1263,100,15.23,2.71
6396,771,118,377,1515,100,198.57,2.98
6397,978,157,491,2693,400,167.79,5.34
6398,1062,500,482,2768,250,37.25,2.15
6399,1084,403,72,1463,200,33.13,4.74
6400,1259,58,263,2765,200,11.93,4.84
6401,1153,312,92,2443,200,40.25,1.75
6402,814,375,303,1331,250,154.64,4.99
6403,1287,465,151,1310,400,106.27,3.46
6404,1018,213,309,934,400,20.66,4.43
6405,253,434,19,446,250,38.87,5.04
6406,1302,133,193,2494,150,89.77,2.56
6407,282,480,493,444,250,129.62,3.58
6408,1896,500,216,1334,200,73.85,3.75
6409,841,182,221,2937,200,110.0,4.15
6410,1607,132,241,2655,150,168.22,2.58
6411,1276,174,336,562,200,173.39,2.99
6412,297,404,167,1051,400,127.81,5.13
6413,1937,497,443,535,300,113.35,3.54
6414,94,496,287,1341,250,191.21,5.18
6415,709,220,204,971,200,148.37,3.68
6416,1939,23,271,1846,400,127.6,5.18
6417,319,294,143,1977,250,152.71,5.02
6418,787,400,145,487,300,191.89,1.82
6419,1992,184,145,1154,100,141.58,3.15
6420,1285,380,286,1556,150,155.62,2.44
6421,1617,389,421,1666,400,21.77,4.7
6422,205,126,156,1643,100,194.05,1.78
6423,856,145,118,318,300,187.45,4.16
6424,1147,269,46,2157,400,117.94,1.65
6425,1202,383,492,328,400,193.06,1.89
6426,1050,359,15,811,200,70.47,5.77
6427,497,246,488,1753,400,7.26,5.23
6428,1478,104,196,2814,100,79.87,2.86
6429,887,314,97,202,200,106.73,3.76
6430,462,80,288,2377,150,79.17,2.72
6431,1292,188,37,2134,300,27.56,4.28
6432,1436,176,119,589,150,48.44,5.67
6433,541,475,213,2915,150,108.12,5.53
6434,899,492,433,937,300,29.81,2.55
6435,1571,62,345,2530,150,197.78,5.14
6436,444,428,243,2817,100,162.3,5.34
6437,944,68,210,2119,250,191.21,4.32
6438,1078,356,308,2244,100,192.56,2.13
6439,1981,288,117,1139,400,199.05,3.17
6440,1957,81,328,1711,100,90.16,2.13
6441,1134,328,42,2874,200,66.67,2.11
6442,210,34,481,2245,100,185.15,1.92
6443,1613,332,285,325,150,74.12,1.88
6444,985,469,393,2206,100,81.28,3.48
6445,1572,462,459,936,150,51.06,3.54
6446,625,120,55,2118,200,154.63,1.18
6447,314,374,191,2807,300,57.47,5.19
6448,581,497,289,2714,150,93.39,4.08
6449,280,431,414,1479,400,156.94,1.79
6450,134,29,485,1658,250,3.32,4.59
6451,246,48,399,2935,250,144.41,3.85
6452,1601,268,323,2555,400,17.76,1.8
6453,599,78,394,831,400,169.63,5.71
6454,1734,374,88,2705,150,109.12,3.53
6455,284,28,182,1996,400,174.02,3.72
6456,879,33,162,1249,300,174.89,3.31
6457,249,70,103,1864,150,104.54,2.56
6458,1717,229,176,1312,400,110.12,4.93
6459,863,133,344,1441,150,142.1,4.96
6460,694,177,91,2205,100,93.97,4.31
6461,1857,447,492,1196,400,198.04,3.82
6462,1765,7,405,922,150,62.84,3.02
6463,339,399,455,1784,200,71.78,5.53
6464,1426,207,182,785,300,26.48,2.74
6465,241,487,430,175,200,44.29,2.66
6466,114,335,212,238,300,107.66,1.72
6467,610,194,420,1082,100,108.09,1.67
6468,354,493,121,2044,150,145.67,1.4
6469,796,329,481,1538,100,54.1,3.4
6470,265,347,452,1317,150,150.34,1.25
6471,1152,269,386,2248,250,79.28,2.97
6472,1885,33,421,235,250,17.28,3.35
6473,1494,335,56,851,150,156.25,5.69
6474,1369,291,132,1106,200,8.98,4.1
6475,964,192,224,2832,300,103.81,4.56
6476,1823,499,159,2284,100,113.14,3.29
6477,39,276,235,1256,400,102.5,3.35
6478,662,383,340,2884,200,190.59,2.2
6479,1962,9,85,2085,100,41.46,4.84
6480,151,178,399,2268,250,127.08,2.53
6481,144,417,361,2764,250,158.27,3.45
6482,1510,12,302,2914,400,46.06,2.65
6483,1730,265,103,1837,100,105.2,3.38
6484,1158,275,464,333,250,69.18,5.77
6485,1755,85,53,23,150,13.11,4.38
6486,1406,219,110,378,150,165.98,4.05
6487,111,39,480,1775,200,125.23,3.24
6488,1206,301,109,2240,300,157.96,3.11
6489,1245,406,74,1244,400,133.69,2.96
6490,1815,425,50,1754,150,5.43,3.93
6491,1211,243,210,311,150,15.47,4.56
6492,450,482,443,2033,250,159.39,1.21
6493,1735,184,77,2742,300,148.05,1.03
6494,1916,307,446,2028,300,147.7,3.03
6495,1721,323,310,2655,150,73.48,1.41
6496,250,74,211,86,100,94.1,3.68
6497,388,248,304,1232,400,92.26,2.71
6498,1625,25,250,1508,400,119.61,2.1
6499,294,172,444,239,300,74.71,1.69
